countyFIPS,Population,Cases_begin,Cases_end,Deaths_begin,Deaths_end,Booster_begin,Booster_end,Booster_pct_begin,Booster_pct_end,Booster18_begin,Booster18_end,Booster18_pct_begin,Booster18_pct_end,Booster65_begin,Booster65_end,Booster65_pct_begin,Booster65_pct_end,Complete_begin,Complete_end,Complete_pct_begin,Complete_pct_end,Complete18_begin,Complete18_end,Complete18_pct_begin,Complete18_pct_end,Complete65_begin,Complete65_end,Complete65_pct_begin,Complete65_pct_end,Cases_diff,Cases_diff_pct,Deaths_diff,Deaths_diff_pct
12009,601942,68833,81580,914,914,,,,,,,,,,,,,313646,357660,52.1,59.4,300695,340501,61.0,69.1,117472,124543,80.6,85.4,12747,2.1176458861484995,0,0.0
12011,1952778,320837,360509,3079,3079,,,,,,,,,,,,,1109036,1272822,56.8,65.2,1044176,1187054,67.7,77.0,275725,296465,82.4,88.6,39672,2.0315673363792506,0,0.0
12013,14105,2620,3012,45,45,,,,,,,,,,,,,3840,4587,27.2,32.5,3755,4435,33.2,39.3,1628,1769,61.0,66.3,392,2.7791563275434243,0,0.0
12015,188910,18626,23556,437,437,,,,,,,,,,,,,104137,115931,55.1,61.4,102191,113224,61.3,68.0,61727,65467,80.1,84.9,4930,2.609708326716426,0,0.0
12017,149657,16555,20669,463,463,,,,,,,,,,,,,71218,79871,47.6,53.4,69837,77880,54.7,61.0,41969,44368,76.4,80.8,4114,2.7489526049566675,0,0.0
12019,219252,29161,34033,352,352,,,,,,,,,,,,,83456,101785,38.1,46.4,78629,94839,46.6,56.2,25478,27605,71.1,77.0,4872,2.2221005965738057,0,0.0
12021,384902,48574,57365,551,551,,,,,,,,,,,,,225265,252685,58.5,65.6,218352,242868,68.2,75.9,110930,115870,87.5,91.4,8791,2.283957994502497,0,0.0
12023,71686,12993,14979,170,170,,,,,,,,,,,,,23217,28132,32.4,39.2,22465,26898,39.9,47.8,9389,10027,68.0,72.6,1986,2.7704154228161704,0,0.0
12027,38001,5610,6954,97,97,,,,,,,,,,,,,13277,16026,34.9,42.2,12842,15253,41.6,49.4,5709,6089,66.7,71.1,1344,3.5367490329201865,0,0.0
12029,16826,2376,2966,24,24,,,,,,,,,,,,,4433,5406,26.3,32.1,4353,5247,31.7,38.2,2377,2611,59.7,65.5,590,3.506478069654107,0,0.0
12031,957755,149122,165515,1483,1483,,,,,,,,,,,,,455867,538099,47.6,56.2,433839,507634,58.5,68.4,117784,125637,85.0,90.7,16393,1.7116068305568752,0,0.0
12033,318316,45904,54028,706,706,,,,,,,,,,,,,132193,160216,41.5,50.3,127695,153672,50.7,61.0,43667,47153,80.0,86.4,8124,2.552180851732241,0,0.0
12035,115081,12032,14558,114,114,,,,,,,,,,,,,61032,68170,53.0,59.2,58906,65430,61.4,68.2,29405,30826,81.9,85.9,2526,2.1949757127588394,0,0.0
12037,12125,1913,2228,20,20,,,,,,,,,,,,,4612,5534,38.0,45.6,4544,5381,44.3,52.5,2322,2506,79.4,85.6,315,2.597938144329897,0,0.0
12039,45660,7641,8701,99,99,,,,,,,,,,,,,21180,24615,46.4,53.9,20205,23142,56.4,64.6,7017,7369,82.2,86.3,1060,2.3215067893123082,0,0.0
12041,18582,2539,3179,44,44,,,,,,,,,,,,,5138,6362,27.7,34.2,4981,6092,33.5,40.9,2285,2476,59.5,64.5,640,3.4441933053492626,0,0.0
12043,13811,1218,1458,19,19,,,,,,,,,,,,,3622,4343,26.2,31.4,3515,4148,29.7,35.1,1588,1703,41.7,44.7,240,1.7377452755050322,0,0.0
12045,13639,2695,2979,45,45,,,,,,,,,,,,,5449,6551,40.0,48.0,5346,6355,48.0,57.0,2653,2853,73.4,78.9,284,2.0822640956081826,0,0.0
12047,14428,2347,2756,25,25,,,,,,,,,,,,,4090,4833,28.3,33.5,3989,4675,34.1,40.0,1797,1915,67.5,71.9,409,2.834765733296368,0,0.0
12049,26937,4894,6099,45,45,,,,,,,,,,,,,8484,10445,31.5,38.8,8148,9883,40.6,49.2,3129,3353,66.6,71.4,1205,4.473400898392546,0,0.0
12051,42022,6426,8023,87,87,,,,,,,,,,,,,15227,18600,36.2,44.3,14458,17383,46.9,56.4,4513,4809,78.1,83.2,1597,3.80039027176241,0,0.0
12053,193920,23770,28723,482,482,,,,,,,,,,,,,84711,99060,43.7,51.1,81718,94713,51.5,59.7,39890,42664,74.8,80.0,4953,2.5541460396039604,0,0.0
12055,106221,12493,16073,366,366,,,,,,,,,,,,,43417,51294,40.9,48.3,42440,49669,48.0,56.2,24900,27381,65.0,71.5,3580,3.3703316669961683,0,0.0
12057,1471968,205706,245205,1832,1832,,,,,,,,,,,,,704490,829953,47.9,56.4,663897,774944,57.9,67.6,162845,183081,76.1,85.5,39499,2.683414313354638,0,0.0
12059,19617,3143,3857,49,49,,,,,,,,,,,,,4525,5355,23.1,27.3,4441,5214,28.4,33.4,2074,2252,52.9,57.4,714,3.63970025997859,0,0.0
12061,159923,18847,22274,306,306,,,,,,,,,,,,,88114,100305,55.1,62.7,85678,96745,63.5,71.7,46052,49380,85.1,91.2,3427,2.1429062736441913,0,0.0
12063,46414,8761,10158,158,158,,,,,,,,,,,,,15431,18596,33.2,40.1,15192,18175,40.4,48.3,6277,6854,65.6,71.6,1397,3.0098677123281767,0,0.0
12065,14246,2091,2497,28,28,,,,,,,,,,,,,7035,8075,49.4,56.7,6862,7800,57.7,65.6,3495,3624,99.5,99.9,406,2.8499227853432543,0,0.0
12067,8422,2004,2224,26,26,,,,,,,,,,,,,2391,3137,28.4,37.2,2349,3016,34.8,44.7,1219,1326,83.8,91.1,220,2.612206126810734,0,0.0
12069,367118,45262,55332,663,663,,,,,,,,,,,,,199542,225639,54.4,61.5,191315,214423,64.3,72.0,90643,94961,91.2,95.5,10070,2.7429872683987164,0,0.0
12071,770577,103302,126166,1009,1009,,,,,,,,,,,,,390140,443730,50.6,57.6,377525,425770,59.3,66.8,184748,194507,82.2,86.6,22864,2.9671272306336682,0,0.0
12073,293582,43402,51071,332,332,,,,,,,,,,,,,136337,153521,46.4,52.3,128835,143796,53.9,60.2,35360,37057,86.7,90.9,7669,2.6122173702747444,0,0.0
12075,41503,5672,7071,56,56,,,,,,,,,,,,,14902,18291,35.9,44.1,14506,17592,43.4,52.6,7120,7798,68.2,74.7,1399,3.3708406621208105,0,0.0
12077,8354,1595,1834,16,16,,,,,,,,,,,,,2289,2746,27.4,32.9,2229,2647,32.3,38.4,828,885,65.9,70.5,239,2.8609049557098394,0,0.0
12079,18493,2893,3644,45,45,,,,,,,,,,,,,6253,7905,33.8,42.7,6076,7547,40.3,50.0,2734,2998,70.1,76.8,751,4.060996052560428,0,0.0
12081,403253,54605,65448,689,689,,,,,,,,,,,,,200999,231316,49.8,57.4,193597,220565,58.5,66.7,88571,94393,78.3,83.4,10843,2.6888826617532913,0,0.0
12083,365579,47244,57299,996,996,,,,,,,,,,,,,169122,194180,46.3,53.1,163316,185749,54.8,62.3,81643,86272,76.5,80.9,10055,2.7504315072802323,0,0.0
12085,161000,17003,20361,335,335,,,,,,,,,,,,,86014,96053,53.4,59.7,83128,91992,61.6,68.2,42293,44003,83.3,86.7,3358,2.085714285714286,0,0.0
12086,2716940,620499,679200,6472,6472,,,,,,,,,,,,,1832204,2116458,67.4,77.9,1739902,1990546,80.3,91.8,392593,425767,86.7,94.1,58701,2.160555625078213,0,0.0
12087,74228,9111,10796,52,52,,,,,,,,,,,,,46829,54039,63.1,72.8,45549,52173,72.3,82.8,16571,17493,94.0,99.2,1685,2.2700328716926226,0,0.0
12089,88625,13272,15202,127,127,,,,,,,,,,,,,42045,47860,47.4,54.0,40569,45853,57.0,64.4,17372,18241,85.9,90.2,1930,2.1777150916784205,0,0.0
12091,210738,28732,34767,367,367,,,,,,,,,,,,,92571,115098,43.9,54.6,89056,109923,54.3,67.1,29281,31085,85.2,90.4,6035,2.863745503895833,0,0.0
12093,42168,5935,7413,89,89,,,,,,,,,,,,,15397,18276,36.5,43.3,14925,17517,44.9,52.8,7069,7455,83.3,87.9,1478,3.5050275090115726,0,0.0
12095,1393452,199787,230196,1310,1310,,,,,,,,,,,,,766896,879680,55.0,63.1,717864,816667,66.0,75.1,147816,156872,86.2,91.4,30409,2.1822782557275024,0,0.0
12097,375751,62666,72567,529,529,,,,,,,,,,,,,209435,248144,55.7,66.0,194561,227945,68.2,79.9,45204,48219,89.0,95.0,9901,2.634989660706159,0,0.0
12099,1496770,197754,227656,2883,2883,,,,,,,,,,,,,816169,920376,54.5,61.5,777808,869190,64.1,71.7,296310,311583,81.3,85.5,29902,1.9977685282307902,0,0.0
12101,553947,65142,79942,802,802,,,,,,,,,,,,,259938,299162,46.9,54.0,247176,282249,55.9,63.9,97429,104260,77.7,83.1,14800,2.6717357436722287,0,0.0
12103,974996,114284,135724,1671,1671,,,,,,,,,,,,,528674,588973,54.2,60.4,510309,565124,62.2,68.9,195964,206301,79.1,83.3,21440,2.1989833804446377,0,0.0
12105,724777,107867,129823,1387,1387,,,,,,,,,,,,,315378,377949,43.5,52.1,300622,356017,53.2,63.0,112614,121793,76.0,82.2,21956,3.02934557801917,0,0.0
12107,74521,10360,12853,160,160,,,,,,,,,,,,,23230,28658,31.2,38.5,22481,27398,38.3,46.6,10488,11618,59.3,65.7,2493,3.3453657358328526,0,0.0
12109,264672,33917,41253,221,221,,,,,,,,,,,,,153542,170659,58.0,64.5,144033,158207,69.4,76.3,50839,52700,93.0,96.4,7336,2.7717325595453994,0,0.0
12111,328297,40193,48091,657,657,,,,,,,,,,,,,152138,176370,46.3,53.7,145214,166711,55.0,63.1,60682,64866,75.0,80.2,7898,2.405748453382151,0,0.0
12113,184313,26301,32645,291,291,,,,,,,,,,,,,71016,85886,38.5,46.6,67793,81225,47.0,56.4,24040,25725,79.8,85.4,6344,3.4419709949922144,0,0.0
12115,433742,46212,55941,844,844,,,,,,,,,,,,,257559,285083,59.4,65.7,249858,275093,67.0,73.8,135343,143569,83.6,88.7,9729,2.24303848831794,0,0.0
12117,471826,53437,63170,516,516,,,,,,,,,,,,,238956,268750,50.6,57.0,222763,248603,59.6,66.5,58248,61262,77.3,81.2,9733,2.0628367237074685,0,0.0
12119,132420,12311,14760,284,284,,,,,,,,,,,,,94105,101603,71.1,76.7,93468,100645,76.0,81.8,69665,72795,90.4,94.5,2449,1.8494185168403565,0,0.0
12121,44417,7772,9267,140,140,,,,,,,,,,,,,12829,15776,28.9,35.5,12483,15207,35.6,43.4,6178,6631,64.0,68.7,1495,3.365828399036405,0,0.0
12123,21569,3787,4605,48,48,,,,,,,,,,,,,6343,8059,29.4,37.4,6206,7792,35.9,45.0,2836,3157,62.7,69.8,818,3.792479948073624,0,0.0
12125,15237,2716,3079,74,74,,,,,,,,,,,,,4116,5124,27.0,33.6,4010,4929,32.8,40.3,1429,1537,61.7,66.3,363,2.382358732033865,0,0.0
12127,553284,65192,76793,846,846,,,,,,,,,,,,,271397,307529,49.1,55.6,261780,294321,57.3,64.5,113279,119409,82.2,86.6,11601,2.09675320450257,0,0.0
12129,33739,5263,6450,56,56,,,,,,,,,,,,,11769,14193,34.9,42.1,11310,13437,42.3,50.2,4415,4681,82.3,87.2,1187,3.5181837043184445,0,0.0
12131,74071,10161,12039,89,89,,,,,,,,,,,,,27214,33074,36.7,44.7,26443,31927,44.8,54.1,10702,11659,71.5,77.8,1878,2.5354052193166017,0,0.0
12133,25473,3880,4558,52,52,,,,,,,,,,,,,6276,7686,24.6,30.2,6137,7475,30.1,36.6,2555,2850,58.3,65.1,678,2.661641738311153,0,0.0
13001,18386,2462,2805,75,107,,,,,,,,,,,,,1725,2848,9.4,15.5,1638,2684,11.8,19.3,467,611,14.3,18.8,343,1.865549874904819,32,0.17404546937887524
13003,8165,1029,1190,23,37,,,,,,,,,,,,,874,1529,10.7,18.7,832,1436,13.8,23.8,144,219,12.2,18.5,161,1.971830985915493,14,0.17146356399265156
13005,11164,1677,1957,45,63,,,,,,,,,,,,,976,1542,8.7,13.8,941,1473,11.3,17.7,219,286,11.7,15.2,280,2.508061626657112,18,0.16123253314224292
13007,3038,222,243,11,14,,,,,,,,,,,,,835,1077,27.5,35.5,808,1016,33.0,41.5,297,322,41.3,44.8,21,0.6912442396313364,3,0.09874917709019092
13009,44890,4661,5302,147,197,,,,,,,,,,,,,4366,7101,9.7,15.8,3853,6250,10.5,17.1,822,1188,11.1,16.1,641,1.4279349521051459,50,0.11138338159946536
13011,19234,1991,2462,47,65,,,,,,,,,,,,,1931,2880,10.0,15.0,1845,2717,12.3,18.2,598,747,17.5,21.9,471,2.4487886035146094,18,0.09358427784132266
13013,83240,10966,13298,157,200,,,,,,,,,,,,,12925,17082,15.5,20.5,11845,15485,19.2,25.0,3459,4097,32.6,38.6,2332,2.8015377222489186,43,0.05165785679961557
13015,107738,13326,15701,259,361,,,,,,,,,,,,,12908,18782,12.0,17.4,12140,17354,14.8,21.2,3256,4057,21.0,26.1,2375,2.204421838162951,102,0.0946741168389983
13017,16700,1777,1870,86,107,,,,,,,,,,,,,1566,2439,9.4,14.6,1431,2160,11.4,17.1,377,487,12.6,16.3,93,0.5568862275449101,21,0.12574850299401197
13019,19397,1408,1550,53,71,,,,,,,,,,,,,2792,3704,14.4,19.1,2683,3498,18.2,23.7,1074,1212,32.1,36.3,142,0.7320719698922514,18,0.0927978553384544
13021,153159,17737,20409,500,657,,,,,,,,,,,,,29947,39622,19.6,25.9,27892,36277,24.0,31.3,8667,10379,35.4,42.4,2672,1.7445922211557923,157,0.10250785131791146
13023,12873,985,1103,53,85,,,,,,,,,,,,,870,1643,6.8,12.8,777,1473,7.5,14.3,189,249,8.6,11.3,118,0.9166472461741629,32,0.24858230404723064
13025,19109,1664,1902,51,88,,,,,,,,,,,,,1578,2587,8.3,13.5,1520,2456,10.4,16.7,591,761,18.0,23.2,238,1.245486420011513,37,0.19362604008582343
13027,15457,1271,1399,54,73,,,,,,,,,,,,,4039,4988,26.1,32.3,3895,4732,32.1,39.0,1606,1734,52.1,56.2,128,0.8281037717538979,19,0.12292165361971923
13029,39627,4043,4660,44,76,,,,,,,,,,,,,11225,13747,28.3,34.7,10443,12563,37.3,44.9,2685,2994,63.4,70.7,617,1.5570192040780275,32,0.08075302192949252
13031,79608,7301,7972,135,217,,,,,,,,,,,,,17445,21634,21.9,27.2,16736,20357,26.2,31.9,5598,6136,60.4,66.2,671,0.8428801125515024,82,0.10300472314340267
13033,22383,2101,2314,68,85,,,,,,,,,,,,,7535,9711,33.7,43.4,7227,9099,43.4,54.7,2277,2515,63.7,70.3,213,0.9516150650046911,17,0.07595049814591431
13035,24936,2892,3413,91,123,,,,,,,,,,,,,2548,3784,10.2,15.2,2406,3520,12.1,17.7,769,988,19.5,25.1,521,2.089348732755855,32,0.12832852101379533
13037,6189,574,613,17,21,,,,,,,,,,,,,872,1429,14.1,23.1,813,1297,15.8,25.2,209,275,20.4,26.8,39,0.6301502666020359,4,0.06463079657456779
13039,54666,5146,6078,68,97,,,,,,,,,,,,,20023,24714,36.6,45.2,19107,23396,46.1,56.4,5402,5969,69.5,76.8,932,1.704898840229759,29,0.05304942743204186
13043,10803,1021,1110,70,89,,,,,,,,,,,,,1493,2216,13.8,20.5,1422,2068,17.5,25.5,390,489,19.4,24.3,89,0.8238452281773582,19,0.1758770711839304
13045,119992,8734,10168,257,351,,,,,,,,,,,,,21796,28891,18.2,24.1,20862,27082,22.8,29.5,6702,7634,40.4,46.0,1434,1.1950796719781318,94,0.07833855590372692
13047,67580,7038,8587,79,119,,,,,,,,,,,,,8853,13445,13.1,19.9,8141,12279,15.6,23.5,1858,3109,15.1,25.3,1549,2.2920982539212784,40,0.05918910920390648
13049,13392,1579,1743,42,56,,,,,,,,,,,,,1178,1797,8.8,13.4,1118,1693,10.2,15.5,405,535,19.2,25.3,164,1.2246117084826762,14,0.10454002389486261
13051,289430,28960,33466,516,717,,,,,,,,,,,,,113649,131159,39.3,45.3,108459,123471,47.3,53.9,32628,34553,70.6,74.8,4506,1.556853125107971,201,0.06944684379642746
13053,10907,4375,5356,17,20,,,,,,,,,,,,,29677,39348,99.9,99.9,28533,37870,99.9,99.9,1824,2141,99.9,99.9,981,8.994223892912808,3,0.027505271843770055
13055,24789,2862,3726,77,106,,,,,,,,,,,,,2383,3916,9.6,15.8,2250,3642,11.7,18.9,533,741,12.2,17.0,864,3.4854169187946265,29,0.11698737343176409
13057,258773,27312,31992,359,476,,,,,,,,,,,,,67744,80871,26.2,31.3,63527,74860,32.3,38.0,19286,21398,51.3,56.9,4680,1.8085348935167116,117,0.045213372337917786
13059,128331,15276,17656,154,186,,,,,,,,,,,,,25839,31457,20.1,24.5,24107,28886,22.7,27.2,8060,8751,55.5,60.3,2380,1.854579174166803,32,0.02493551830812508
13061,2834,216,233,3,4,,,,,,,,,,,,,766,1104,27.0,39.0,741,1036,32.4,45.3,386,466,49.8,60.1,17,0.5998588567395907,1,0.035285815102328866
13063,292256,30087,35662,563,770,,,,,,,,,,,,,47603,65318,16.3,22.3,42515,57313,20.1,27.1,8955,11189,31.8,39.7,5575,1.9075741815394722,207,0.07082831490200373
13065,6618,934,1010,28,36,,,,,,,,,,,,,1702,2123,25.7,32.1,1663,2053,33.5,41.4,604,664,54.4,59.8,76,1.1483831973405862,8,0.12088244182532487
13067,760141,73530,86810,1186,1427,,,,,,,,,,,,,264900,306795,34.8,40.4,244679,280506,42.0,48.1,60070,65546,62.2,67.9,13280,1.7470442983604357,241,0.031704644269944654
13069,43273,5600,6366,192,241,,,,,,,,,,,,,9646,12610,22.3,29.1,9276,11916,28.4,36.4,2836,3164,46.6,52.0,766,1.7701569107757724,49,0.11323458045432487
13071,45600,4759,5558,135,203,,,,,,,,,,,,,7090,9854,15.5,21.6,6616,9050,19.5,26.7,1444,1772,19.7,24.2,799,1.7521929824561404,68,0.14912280701754385
13073,156714,13209,14841,222,313,,,,,,,,,,,,,35628,42937,22.7,27.4,33085,39480,28.2,33.6,8625,9773,39.4,44.6,1632,1.0413874956927907,91,0.0580675625662034
13075,17270,1546,1681,48,65,,,,,,,,,,,,,5160,6265,29.9,36.3,5015,6019,38.7,46.5,1855,2003,64.1,69.2,135,0.781702374059062,17,0.09843659525188188
13077,148509,10783,13039,250,387,,,,,,,,,,,,,33880,43218,22.8,29.1,32011,40207,28.4,35.7,10016,11336,47.3,53.5,2256,1.5190998525341899,137,0.09225030132853901
13079,12404,690,833,23,45,,,,,,,,,,,,,1751,2402,14.1,19.4,1697,2300,17.1,23.2,565,654,23.4,27.1,143,1.1528539180909385,22,0.17736214124475974
13081,22372,1699,1862,95,115,,,,,,,,,,,,,3092,4477,13.8,20.0,2825,3982,16.6,23.4,793,894,18.4,20.7,163,0.728589308063651,20,0.08939746111210442
13083,16116,1563,1850,15,22,,,,,,,,,,,,,2531,3634,15.7,22.5,2364,3370,18.1,25.9,647,897,20.0,27.7,287,1.7808389178456192,7,0.04343509555721023
13085,26108,3496,4238,50,77,,,,,,,,,,,,,2294,3702,8.8,14.2,2148,3456,10.3,16.6,563,843,10.7,16.0,742,2.842040753791941,27,0.10341657729431591
13087,26404,2898,3476,81,108,,,,,,,,,,,,,8136,10507,30.8,39.8,7868,9923,39.3,49.6,2909,3162,66.2,71.9,578,2.1890622632934402,27,0.10225723375246175
13089,759297,69399,81537,1116,1374,,,,,,,,,,,,,212709,254810,28.0,33.6,195916,231753,33.5,39.6,44782,50999,45.7,52.1,12138,1.5985839533147108,258,0.03397879880995184
13091,20605,1353,1535,112,134,,,,,,,,,,,,,1400,2575,6.8,12.5,1267,2281,7.6,13.7,243,351,6.3,9.1,182,0.8832807570977917,22,0.10677020140742538
13093,13390,943,1085,48,62,,,,,,,,,,,,,1738,2598,13.0,19.4,1607,2355,14.4,21.0,512,600,18.1,21.2,142,1.0604929051530994,14,0.10455563853622106
13095,87956,7375,9155,325,425,,,,,,,,,,,,,15510,22672,17.6,25.8,14153,20398,21.1,30.4,2470,3183,17.0,21.9,1780,2.023739142298422,100,0.11369321024148438
13097,146343,14951,17852,250,307,,,,,,,,,,,,,34837,43748,23.8,29.9,31814,39448,29.2,36.3,8300,9352,47.8,53.9,2901,1.9823291855435519,57,0.03894959102929419
13099,10190,1428,1544,50,57,,,,,,,,,,,,,1295,2213,12.7,21.7,1186,2005,15.5,26.2,311,404,15.8,20.6,116,1.138370951913641,7,0.06869479882237488
13101,4006,385,414,9,11,,,,,,,,,,,,,441,639,11.0,16.0,425,606,14.3,20.5,99,115,17.9,20.8,29,0.7239141288067898,2,0.04992511233150274
13103,64296,5897,7066,89,175,,,,,,,,,,,,,11548,14990,18.0,23.3,10889,13769,23.0,29.1,3388,3809,44.4,49.9,1169,1.818153539878064,86,0.13375637675749658
13105,19194,1730,2070,75,90,,,,,,,,,,,,,2856,3945,14.9,20.6,2717,3701,18.1,24.6,1026,1193,25.1,29.2,340,1.7713868917370013,15,0.07814942169427946
13107,22646,2353,2702,87,143,,,,,,,,,,,,,5045,6863,22.3,30.3,4918,6578,28.9,38.6,1712,1893,45.9,50.8,349,1.5411110129824253,56,0.24728428861609114
13109,10654,1025,1125,38,54,,,,,,,,,,,,,1812,2366,17.0,22.2,1694,2197,21.6,28.0,540,621,31.1,35.8,100,0.9386146048432513,16,0.1501783367749202
13111,26188,2683,3254,81,111,,,,,,,,,,,,,4495,5787,17.2,22.1,4386,5592,20.0,25.5,2006,2395,25.0,29.9,571,2.1803879639529558,30,0.1145562853215213
13113,114421,8382,9953,186,246,,,,,,,,,,,,,34553,41381,30.2,36.2,32673,38889,37.1,44.1,10500,12108,49.0,56.5,1571,1.3729997115914037,60,0.05243792660438206
13115,98498,12623,15689,250,393,,,,,,,,,,,,,12372,18790,12.6,19.1,11215,16825,14.8,22.2,1908,2837,11.4,16.9,3066,3.112753558447887,143,0.1451806128043209
13117,244252,22366,27568,219,288,,,,,,,,,,,,,47860,58219,19.6,23.8,41944,50622,23.5,28.3,8052,9756,26.7,32.3,5202,2.1297676170512423,69,0.028249512798257537
13119,23349,2837,3321,61,84,,,,,,,,,,,,,2271,3642,9.7,15.6,2176,3453,11.9,18.9,559,799,12.5,17.8,484,2.0728939140862566,23,0.09850528930575185
13121,1063937,98757,113590,1526,1830,,,,,,,,,,,,,280535,329652,26.4,31.0,257963,300181,30.9,35.9,57049,65225,44.7,51.1,14833,1.3941614964043925,304,0.028573120400925994
13123,31369,3061,3562,95,137,,,,,,,,,,,,,3131,4574,10.0,14.6,2980,4286,11.7,16.8,1063,1360,13.3,17.0,501,1.597118173993433,42,0.13389014632280277
13125,2971,166,187,19,21,,,,,,,,,,,,,287,443,9.7,14.9,272,414,11.7,17.8,97,115,17.8,21.1,21,0.7068327162571525,2,0.06731740154830024
13127,85292,10943,12434,246,341,,,,,,,,,,,,,33932,39425,39.8,46.2,32749,37614,48.8,56.1,13409,14279,74.5,79.3,1491,1.7481123669277305,95,0.11138207569291375
13129,57963,7613,8819,133,202,,,,,,,,,,,,,6266,9759,10.8,16.8,5772,8846,13.1,20.1,1053,1554,11.9,17.5,1206,2.080637648154857,69,0.11904145748149682
13131,24633,2064,2436,74,93,,,,,,,,,,,,,3125,5032,12.7,20.4,2831,4447,15.3,24.0,802,1017,17.6,22.3,372,1.5101692851053465,19,0.07713230219624082
13133,18324,1945,2226,65,73,,,,,,,,,,,,,6656,7560,36.3,41.3,6512,7323,43.8,49.2,3369,3585,62.8,66.9,281,1.5335079676926435,8,0.04365858982754857
13135,936250,97703,114401,1257,1522,,,,,,,,,,,,,254792,301871,27.2,32.2,230656,270247,33.6,39.3,44286,50626,45.2,51.7,16698,1.783497997329773,265,0.028304405874499332
13137,45328,5363,6536,169,211,,,,,,,,,,,,,6380,9271,14.1,20.5,6049,8611,17.2,24.4,1909,2443,22.5,28.7,1173,2.5878044475820685,42,0.09265795975997176
13139,204441,29254,34674,518,671,,,,,,,,,,,,,51285,63189,25.1,30.9,47681,57812,31.0,37.6,12561,14268,39.9,45.3,5420,2.6511316223262456,153,0.07483821738301026
13141,8457,939,1005,71,82,,,,,,,,,,,,,775,1302,9.2,15.4,687,1149,9.6,16.0,205,283,10.2,14.0,66,0.7804185881518269,11,0.13006976469197115
13143,29792,2016,2408,93,128,,,,,,,,,,,,,3199,4746,10.7,15.9,3034,4448,13.4,19.6,979,1198,20.3,24.8,392,1.3157894736842106,35,0.1174812030075188
13145,35236,2751,3235,68,95,,,,,,,,,,,,,6008,7715,17.1,21.9,5672,7220,20.5,26.0,1925,2233,28.3,32.8,484,1.3735951867408331,27,0.07662617777273244
13147,26205,2033,2327,59,73,,,,,,,,,,,,,6065,7310,23.1,27.9,5931,7071,28.5,34.0,2724,2928,47.1,50.6,294,1.1219232970807098,14,0.05342491890860523
13149,11923,906,1044,24,42,,,,,,,,,,,,,1171,1743,9.8,14.6,1114,1649,12.0,17.8,329,414,15.1,19.0,138,1.1574268221085298,18,0.15096871592719954
13151,234561,25050,29438,362,518,,,,,,,,,,,,,40250,52780,17.2,22.5,36744,47693,21.0,27.2,9796,11627,35.0,41.5,4388,1.8707287230187457,156,0.06650721987031093
13153,157863,13854,16234,281,408,,,,,,,,,,,,,46888,58858,29.7,37.3,44376,55176,37.8,46.9,11758,13061,57.4,63.7,2380,1.5076363682433502,127,0.08044950368357373
13155,9416,857,905,31,40,,,,,,,,,,,,,947,1398,10.1,14.8,864,1250,11.6,16.8,301,353,17.7,20.8,48,0.5097706032285472,9,0.0955819881053526
13157,72977,10734,13070,165,224,,,,,,,,,,,,,14800,18769,20.3,25.7,14028,17573,25.7,32.2,5011,5648,46.8,52.8,2336,3.201008536936295,59,0.08084739027364786
13159,14219,851,1045,43,60,,,,,,,,,,,,,1731,2447,12.2,17.2,1656,2283,15.2,20.9,628,727,24.9,28.8,194,1.364371615444124,17,0.11955833743582531
13161,15115,1642,1816,45,60,,,,,,,,,,,,,1063,1868,7.0,12.4,1018,1730,9.1,15.5,256,344,10.5,14.1,174,1.1511743301356268,15,0.09923916639100232
13163,15362,1738,1864,70,89,,,,,,,,,,,,,3766,5177,24.5,33.7,3577,4826,30.3,40.9,1258,1416,43.4,48.9,126,0.8202057023825022,19,0.12368181226402812
13165,8676,845,900,45,58,,,,,,,,,,,,,1392,2025,16.0,23.3,1330,1877,19.1,27.0,510,581,33.8,38.6,55,0.6339326878745966,13,0.14983863531581373
13167,9643,939,1025,50,63,,,,,,,,,,,,,890,1593,9.2,16.5,857,1476,10.9,18.9,202,290,11.3,16.2,86,0.891838639427564,13,0.13481281758788757
13169,28735,2152,2629,65,98,,,,,,,,,,,,,5290,7376,18.4,25.7,4964,6817,22.4,30.7,1714,2020,32.6,38.4,477,1.6599965199234383,33,0.11484252653558379
13171,19077,1989,2318,65,98,,,,,,,,,,,,,1793,2868,9.4,15.0,1663,2634,11.0,17.4,590,761,17.8,22.9,329,1.724589820202338,33,0.17298317345494574
13173,10423,678,784,14,17,,,,,,,,,,,,,876,1271,8.4,12.2,816,1155,10.3,14.6,245,296,16.7,20.1,106,1.016981675141514,3,0.02878250023985417
13175,47546,4925,5866,187,252,,,,,,,,,,,,,8626,12285,18.1,25.8,8166,11345,22.7,31.6,2505,2828,29.1,32.9,941,1.9791359946157405,65,0.1367097126992807
13177,29992,2251,2650,63,82,,,,,,,,,,,,,3766,5860,12.6,19.5,3229,4997,14.6,22.6,465,618,11.9,15.8,399,1.330354761269672,19,0.06335022672712723
13179,61435,5513,6662,75,130,,,,,,,,,,,,,21255,26368,34.6,42.9,20226,24764,45.9,56.2,3194,3507,54.1,59.4,1149,1.8702693904126313,55,0.08952551477170993
13181,7921,626,701,28,33,,,,,,,,,,,,,1197,1676,15.1,21.2,1138,1568,17.7,24.3,355,445,18.3,22.9,75,0.9468501451836889,5,0.06312334301224592
