,Higher education [x],Vaccination [y]
1354,31.4,34.6
1355,42.4,40.4
1356,12.2,31.5
1357,15.6,63.0
1358,15.6,38.3
1359,24.4,73.0
1360,14.9,48.5
1361,10.3,41.8
1362,16.2,41.4
1363,18.0,61.4
1364,13.7,41.7
1365,19.1,51.8
1366,28.2,51.0
1367,17.8,55.3
1368,14.2,46.4
1369,21.4,58.4
1370,29.8,72.1
1371,38.9,72.6
1372,26.4,51.4
1373,20.9,58.8
1374,21.8,63.0
1375,10.5,47.8
1376,24.3,62.5
1377,35.5,53.1
1378,10.1,51.2
1379,16.9,59.2
1380,17.9,44.9
1381,26.6,63.3
1382,16.7,49.0
1383,12.1,48.5
1384,14.3,48.0
1385,18.1,34.4
1386,43.7,61.1
1387,15.5,35.6
1388,24.5,53.5
1389,19.1,51.8
1390,20.5,44.3
1391,18.8,39.5
1392,26.4,57.0
1393,21.2,49.9
1394,13.8,54.9
1395,18.7,43.6
1396,16.3,57.9
1397,17.5,58.2
1398,14.2,44.9
1399,20.3,75.5
1400,42.7,84.1
1401,18.0,52.6
1402,13.2,77.4
1403,35.8,69.8
1404,18.0,36.3
1405,24.0,75.1
1406,21.3,49.6
1407,15.9,49.0
1408,15.0,44.7
1409,22.3,59.0
1410,15.3,54.1
1411,13.4,46.4
1412,20.7,60.9
1413,22.3,51.8
1414,21.3,44.6
1415,28.1,58.9
1416,35.5,41.8
1417,16.5,49.4
1418,15.4,38.4
1419,33.4,71.2
1420,24.1,48.4
1421,36.3,66.1
1422,5.7,50.8
1423,32.3,69.7
1424,19.6,35.9
1425,22.2,43.6
1426,23.0,49.3
1427,32.8,39.6
1428,21.1,46.8
1429,36.6,68.2
1430,15.9,43.1
1431,18.4,45.0
1432,19.9,59.9
1433,18.4,39.5
1434,27.0,55.4
1435,29.5,70.8
1436,17.7,54.8
1437,35.7,69.9
1438,9.9,36.5
1439,18.3,40.2
1440,18.0,55.1
1441,15.2,49.0
1442,21.5,52.5
1443,42.9,51.6
1444,9.3,30.7
1445,20.1,59.8
1446,33.1,65.9
1447,16.4,42.2
1448,14.1,51.3
1449,33.8,58.0
1450,10.6,37.4
1451,44.3,55.1
1452,13.8,44.7
1453,38.1,70.8
1454,32.6,54.2
1455,16.0,60.7
1456,23.0,47.7
1457,18.2,85.1
1458,21.9,54.8
1459,29.6,63.0
1460,20.0,55.5
1461,20.3,55.3
1462,18.1,39.0
1463,12.6,57.4
1464,19.5,45.5
1465,19.3,75.7
1466,14.2,53.8
1467,17.1,51.1
1468,15.3,43.6
1469,23.7,46.0
1470,20.0,58.1
1471,28.6,57.4
1472,22.4,60.2
1473,26.3,64.9
1474,15.5,48.7
1475,13.9,34.9
1476,19.1,71.5
1477,19.1,54.7
1478,14.5,42.7
1479,13.9,48.7
1480,23.0,57.9
1481,34.9,46.5
1482,9.2,66.5
1483,16.0,58.5
1484,9.3,48.6
1485,24.7,43.2
1486,17.7,49.7
1487,19.5,56.3
1488,17.2,33.4
1489,11.8,44.7
1490,13.1,51.4
1491,20.7,44.6
1492,15.7,57.5
1493,18.9,56.1
1494,14.0,49.3
1495,19.3,51.5
1496,15.8,42.1
1497,41.4,52.0
1498,18.0,78.4
1499,33.0,79.6
1500,49.2,79.4
1501,34.5,63.2
1502,15.8,34.2
1503,15.4,38.9
1504,16.0,63.5
1505,20.7,45.5
1506,32.9,58.1
1507,8.5,70.1
1508,23.5,56.3
1509,20.8,54.0
1510,19.8,28.7
1511,27.0,52.3
1512,29.9,44.1
1513,22.1,57.2
1514,17.1,43.4
1515,23.0,91.9
1516,16.4,36.6
1517,19.3,46.8
1518,43.4,68.6
1519,19.3,62.3
1520,25.0,70.5
1521,43.0,77.4
1522,12.9,51.4
1523,29.4,41.9
1524,15.5,50.4
1525,19.4,42.0
1526,38.2,39.0
1527,11.1,54.5
1528,15.0,44.0
1529,14.4,46.2
1530,22.4,38.5
1531,18.1,43.1
1532,17.7,51.0
1533,9.6,41.4
1534,25.8,52.8
1535,20.3,46.1
1536,21.0,48.3
1537,33.7,63.1
1538,18.9,53.3
1539,19.5,47.5
1540,8.2,53.0
1541,20.2,35.9
1542,37.3,63.2
1543,18.8,52.5
1544,32.5,44.6
1545,14.0,45.1
1546,26.5,56.2
1547,18.6,54.7
1548,13.2,41.0
1549,19.0,23.9
1550,14.4,52.2
1551,23.2,42.6
1552,32.7,44.4
1553,27.5,59.8
1554,13.6,41.2
1555,24.4,60.0
1556,14.3,48.3
1557,19.9,48.3
1558,9.7,38.3
1559,21.1,53.3
1560,21.4,65.0
1561,22.7,37.6
1562,25.2,54.5
1563,51.0,56.3
1564,14.0,43.9
1565,33.0,38.4
1566,29.7,53.9
1567,25.0,57.3
1568,25.8,61.2
1569,21.9,60.2
1570,14.8,64.3
1571,15.0,56.8
1572,31.9,67.9
1573,12.2,60.2
1574,39.5,76.5
1575,25.4,59.3
1576,20.3,35.2
1577,53.2,67.8
1578,36.6,56.3
1579,38.7,61.5
1580,26.5,37.4
1581,42.6,70.8
1582,15.5,49.1
1583,17.1,81.0
1584,20.0,52.4
1585,18.3,58.1
1586,22.6,64.9
1587,16.5,52.4
1588,20.0,61.9
1589,20.7,56.1
1590,15.0,39.5
1591,32.1,73.6
1592,11.9,44.7
1593,17.7,47.5
1594,16.8,50.7
1595,17.2,43.9
1596,25.5,49.8
1597,25.1,31.9
1598,11.9,55.6
1599,19.0,48.7
1600,27.2,62.4
1601,34.4,80.0
1602,15.0,45.5
1603,22.1,50.3
1604,33.2,73.5
1605,12.9,60.5
1606,14.7,56.8
1607,17.5,49.1
1608,12.9,49.4
1609,46.5,79.8
1610,17.9,39.4
1611,32.4,57.0
1612,16.7,59.8
1613,12.0,31.7
1614,37.6,68.0
1615,26.3,49.6
1616,21.1,45.1
1617,20.1,39.7
1618,31.6,61.8
1619,30.4,46.5
1620,14.5,49.6
1621,29.3,72.6
1622,21.8,63.5
1623,20.3,51.4
1624,12.4,40.3
1625,17.6,63.0
1626,19.2,42.4
1627,20.5,58.0
1628,18.7,54.2
1629,12.2,45.8
1630,14.7,59.4
1631,13.0,48.3
1632,25.8,95.0
1633,40.8,68.0
1634,13.3,50.9
1635,41.9,73.5
1636,22.0,43.8
1637,20.7,45.2
1638,20.7,55.3
1639,42.0,66.6
1640,50.8,71.2
1641,51.0,74.6
1642,38.6,64.4
1643,17.3,49.5
1644,35.3,59.6
1645,34.6,61.0
1646,18.1,40.8
1647,22.1,50.0
1648,17.9,55.5
1649,25.6,30.5
1650,19.9,46.8
1651,23.9,35.1
1652,12.5,47.5
1653,17.4,46.7
1654,43.8,62.7
1655,35.2,77.7
1656,25.9,46.5
1657,12.2,39.9
1658,21.8,61.1
1659,18.5,51.5
1660,19.3,54.9
1661,16.7,42.3
1662,14.7,48.3
1663,18.2,47.3
1664,19.4,52.6
1665,17.7,52.1
1666,12.5,35.7
1667,32.2,80.4
1668,13.0,30.2
1669,17.2,38.9
1670,15.9,53.3
1671,15.8,74.1
1672,24.1,73.9
1673,16.0,29.0
1674,16.7,38.8
1675,20.3,53.7
1676,20.7,43.9
1677,27.7,53.0
1678,26.2,50.5
1679,16.2,38.5
1680,47.7,62.3
1681,23.5,46.6
1682,19.1,53.3
1683,19.6,48.5
1684,23.4,50.7
1685,13.0,24.3
1686,18.9,41.7
1687,22.9,57.2
1688,29.4,37.6
1689,17.2,47.4
1690,17.6,42.1
1691,11.3,50.1
1692,20.4,43.4
1693,18.7,67.4
1694,19.7,50.4
1695,19.7,43.8
1696,15.3,43.9
1697,26.4,78.9
1698,18.4,43.9
1699,26.9,57.8
1700,13.8,49.5
1701,34.7,85.7
1702,15.2,45.2
1703,17.3,33.5
1704,15.1,59.1
1705,16.1,45.0
1706,17.4,45.5
1707,21.9,40.5
1708,27.5,61.7
1709,41.4,69.0
1710,20.3,41.6
1711,29.5,44.9
1712,35.2,58.9
1713,19.2,48.7
1714,19.4,32.0
1715,14.1,40.1
1716,16.8,79.2
1717,32.3,64.3
1718,25.9,57.0
1719,9.2,37.0
1720,17.2,52.8
1721,17.2,31.5
1722,39.3,85.5
1723,33.2,82.4
1724,31.1,58.6
1725,12.3,36.3
1726,11.7,48.0
1727,45.9,91.5
1728,15.6,47.2
1729,36.6,72.7
1730,30.4,56.1
1731,15.3,39.4
1732,17.5,47.2
1733,29.2,69.5
1734,15.6,84.0
1735,20.8,33.3
1736,27.7,69.2
1737,17.9,52.4
1738,16.4,54.5
1739,16.7,41.6
1740,24.5,54.8
1741,25.2,68.6
1742,34.7,72.8
1743,17.6,58.7
1744,18.2,34.5
1745,10.7,32.7
1746,16.4,32.2
1747,17.0,60.8
1748,28.3,47.2
1749,43.5,72.0
1750,21.9,58.0
1751,14.9,42.2
1752,44.1,66.7
1753,18.4,48.0
1754,19.0,57.5
1755,27.6,81.9
1756,18.6,45.2
1757,24.8,44.2
1758,31.8,52.0
1759,21.7,45.4
1760,50.6,57.4
1761,32.0,46.0
1762,12.3,46.4
1763,17.5,57.7
1764,23.2,22.1
1765,21.9,58.2
1766,10.4,34.8
1767,24.0,67.1
1768,12.3,37.1
1769,25.4,57.3
1770,17.5,52.8
1771,19.6,69.9
1772,14.8,46.6
1773,14.9,51.0
1774,21.7,33.0
1775,23.3,51.5
1776,14.6,44.7
1777,21.0,31.2
1778,19.4,51.4
1779,16.5,36.4
1780,13.3,35.5
1781,36.7,69.6
1782,19.3,46.3
1783,41.2,42.6
1784,22.7,54.7
1785,35.5,54.4
1786,20.3,46.9
1787,21.3,53.9
1788,19.9,57.6
1789,13.7,49.2
1790,25.8,51.3
1791,20.4,34.3
1792,34.3,57.1
1793,12.1,46.5
1794,15.7,43.3
1795,30.1,57.0
1796,19.4,44.2
1797,23.0,58.5
1798,39.1,54.1
1799,14.7,67.5
1800,12.5,36.8
1801,18.2,35.8
1802,28.0,52.4
1803,32.0,49.4
1804,15.7,41.4
1805,23.7,55.1
1806,23.2,73.5
1807,14.0,35.1
1808,13.5,35.8
1809,19.6,42.6
1810,22.3,54.8
1811,32.0,47.0
1812,21.5,43.6
1813,15.4,28.7
1814,18.9,39.0
1815,38.0,69.3
1816,22.6,39.1
1817,22.9,42.2
1818,25.4,52.7
1819,19.8,51.9
1820,29.7,49.6
1821,14.7,36.3
1822,16.7,57.1
1823,19.7,67.9
1824,12.4,51.4
1825,25.4,48.6
1826,25.5,45.4
1827,14.5,41.5
1828,29.8,58.3
1829,17.9,39.4
1830,27.6,46.2
1831,23.5,69.7
1832,19.3,41.5
1833,15.6,50.4
1834,21.4,41.1
1835,7.5,50.1
1836,25.3,54.7
1837,16.5,49.5
1838,11.0,35.8
1839,15.3,35.7
1840,24.1,53.5
1841,17.1,87.5
1842,12.2,65.7
1843,26.8,48.5
1844,23.9,81.2
1845,18.4,33.8
1846,12.5,48.9
1847,20.8,44.1
1848,19.7,51.7
1849,63.0,79.0
1850,17.3,40.6
1851,15.8,50.6
1852,45.0,67.1
1853,20.8,47.0
1854,20.3,52.2
1855,15.4,35.8
1856,17.2,38.2
1857,23.8,73.1
1858,18.8,39.7
1859,18.4,42.2
1860,42.7,56.4
1861,27.5,45.2
1862,11.5,45.2
1863,37.5,43.5
1864,23.9,51.4
1865,16.3,50.8
1866,18.0,42.7
1867,11.5,40.8
1868,14.5,42.8
1869,10.8,51.1
1870,45.6,70.9
1871,46.4,77.9
1872,33.5,65.7
1873,17.0,53.5
1874,29.9,54.2
1875,24.8,55.1
1876,17.4,37.2
1877,43.7,59.0
1878,20.8,45.5
1879,30.8,73.4
1880,16.6,43.2
1881,22.5,76.9
1882,12.8,40.9
1883,21.9,41.0
1884,18.7,62.4
1885,50.5,82.7
1886,21.6,33.4
1887,14.4,50.0
1888,16.6,34.2
1889,27.6,65.8
1890,15.3,43.6
1891,15.9,56.8
1892,16.1,40.7
1893,32.6,37.8
1894,15.1,48.7
1895,16.5,53.5
1896,13.4,59.3
1897,32.6,47.8
1898,79.1,56.1
1899,27.5,49.0
1900,33.3,45.0
1901,44.0,71.0
1902,11.9,37.5
1903,15.9,46.2
1904,26.4,47.3
1905,16.4,45.0
1906,23.1,57.3
1907,40.7,34.9
1908,26.5,41.1
1909,38.6,63.3
1910,22.4,60.7
1911,28.9,46.2
1912,14.9,26.6
1913,21.9,61.1
1914,32.1,44.8
1915,34.7,67.7
1916,16.7,37.7
1917,15.4,95.0
1918,11.1,43.3
1919,12.6,36.3
1920,24.4,66.3
1921,23.6,57.2
1922,17.3,71.4
1923,32.5,60.9
1924,11.3,50.6
1925,21.7,60.1
1926,20.4,52.8
1927,24.6,82.6
1928,16.1,47.4
1929,26.6,61.4
1930,25.4,64.8
1931,38.3,77.5
1932,14.0,42.9
1933,25.6,42.3
1934,28.4,34.1
1935,14.1,39.9
1936,14.5,44.0
1937,59.8,74.7
1938,12.5,50.2
1939,14.8,57.7
1940,21.8,38.3
1941,11.8,48.7
1942,22.4,49.8
1943,26.0,38.9
1944,22.5,54.3
1945,53.5,86.7
1946,34.4,56.7
1947,19.7,45.1
1948,35.0,48.5
1949,25.3,54.3
1950,30.1,54.5
1951,14.9,48.5
1952,27.8,46.6
1953,19.2,38.0
1954,25.3,69.2
1955,12.2,50.4
1956,19.4,47.2
1957,26.0,59.4
1958,29.4,61.8
1959,10.9,39.2
1960,29.2,52.5
1961,14.3,41.3
1962,53.4,81.5
1963,13.0,86.5
1964,50.3,76.4
1965,22.3,46.5
1966,21.5,56.4
1967,18.5,46.1
1968,21.1,57.9
1969,34.1,58.7
1970,24.7,18.9
1971,13.2,44.4
1972,18.2,46.1
1973,21.1,40.4
1974,26.1,55.0
1975,17.8,51.7
1976,25.1,48.8
1977,24.6,58.1
1978,21.1,45.0
1979,24.2,55.0
1980,29.7,54.9
1981,45.8,60.3
1982,15.7,54.9
1983,35.1,57.9
1984,15.4,34.8
1985,25.5,43.2
1986,21.0,54.8
1987,25.1,45.6
1988,10.4,46.6
1989,16.9,45.3
1990,26.8,54.8
1991,28.5,60.1
1992,19.5,32.8
1993,18.7,37.1
1994,14.4,34.3
1995,22.0,47.6
1996,31.6,57.0
1997,21.2,51.0
1998,27.4,67.7
1999,18.8,45.2
2000,19.0,33.6
2001,18.7,54.9
2002,19.8,69.7
2003,17.2,52.2
2004,16.1,61.5
2005,33.8,54.9
2006,16.8,39.5
2007,28.2,51.1
2008,25.5,66.0
2009,19.1,52.2
2010,13.5,46.2
2011,16.9,53.4
2012,22.1,57.7
2013,26.1,42.1
2014,20.1,49.2
2015,15.3,47.4
2016,26.2,52.8
2017,12.6,45.1
2018,27.4,33.3
2019,9.2,63.0
2020,32.1,51.7
2021,24.9,74.3
2022,13.4,41.7
2023,17.8,53.0
2024,14.7,54.7
2025,27.4,49.3
2026,16.7,46.2
2027,28.8,44.4
2028,44.4,74.3
2029,22.4,39.4
2030,35.9,70.6
2031,20.8,61.5
2032,18.1,81.5
2033,13.4,42.0
2034,15.8,38.4
2035,14.0,42.8
2036,17.7,54.2
2037,15.4,51.4
2038,23.2,43.5
2039,21.9,42.8
2040,20.9,82.6
2041,36.6,63.4
2042,16.5,49.6
2043,11.6,45.7
2044,21.8,56.4
2045,14.9,61.6
2046,19.4,55.3
2047,25.6,69.8
2048,33.9,72.6
2049,16.6,44.7
2050,23.1,66.2
2051,30.3,51.6
2052,18.3,47.6
2053,33.1,50.9
2054,12.9,54.1
2055,29.7,50.4
2056,20.1,42.0
2057,18.4,40.7
2058,19.8,50.3
2059,39.1,59.9
2060,26.3,58.4
2061,18.2,34.1
2062,21.2,59.6
2063,8.5,38.3
2064,14.8,39.2
2065,17.0,53.1
2066,41.2,72.5
2067,15.3,69.6
2068,34.8,59.3
2069,28.8,67.9
2070,23.4,47.3
2071,27.4,52.4
2072,18.3,54.1
2073,27.8,62.6
2074,13.2,34.0
2075,19.6,45.4
2076,16.3,48.0
2077,6.8,52.3
2078,33.5,58.3
2079,27.6,70.0
2080,28.9,57.5
2081,15.3,38.6
2082,26.7,71.0
2083,14.5,47.4
2084,15.3,37.5
2085,20.7,57.2
2086,34.4,75.5
2087,20.4,82.6
2088,20.8,61.0
2089,16.6,53.2
2090,19.0,71.0
2091,11.7,27.7
2092,30.7,61.4
2093,54.1,83.6
2094,32.2,70.0
2095,11.3,34.9
2096,20.9,56.2
2097,23.7,59.7
2098,17.4,35.6
2099,55.3,78.2
2100,13.6,34.3
2101,18.1,43.4
2102,14.6,60.3
2103,23.9,38.8
2104,19.4,34.5
2105,18.0,49.6
2106,11.4,37.1
2107,32.6,83.8
2108,18.2,58.3
2109,11.6,58.6
2110,23.1,28.7
2111,22.4,51.5
2112,31.3,65.0
2113,34.6,53.9
2114,21.7,85.1
2115,16.2,46.1
2116,16.0,56.5
2117,36.1,61.2
2118,25.5,57.7
2119,13.8,43.5
2120,13.8,41.0
2121,24.6,60.7
2122,13.2,35.2
2123,17.4,79.2
2124,33.4,62.9
2125,25.8,60.5
2126,25.6,65.8
2127,22.2,45.8
2128,16.6,45.3
2129,29.2,60.6
2130,25.3,48.6
2131,15.7,39.4
2132,36.5,51.3
2133,15.5,58.6
2134,17.8,51.5
2135,23.9,60.5
2136,13.9,46.4
2137,41.9,68.4
2138,16.9,45.5
2139,24.6,49.5
2140,13.9,37.1
2141,15.7,47.3
2142,38.4,67.4
2143,15.6,38.5
2144,16.2,42.9
2145,26.7,54.4
2146,13.0,49.3
2147,50.0,39.4
2148,18.5,34.6
2149,14.3,40.5
2150,18.2,52.2
2151,49.1,66.5
2152,16.0,62.5
2153,18.1,38.1
2154,17.5,76.5
2155,10.3,33.4
2156,15.7,48.1
2157,17.9,48.3
2158,35.0,71.7
2159,36.1,81.6
2160,19.9,58.9
2161,23.1,49.6
2162,21.3,84.4
2163,33.8,62.8
2164,13.3,22.1
2165,26.9,59.5
2166,14.6,38.9
2167,20.1,85.2
2168,13.6,36.5
2169,24.5,86.0
2170,26.8,22.7
2171,18.6,34.6
2172,18.5,49.6
2173,17.8,37.7
2174,14.8,47.2
2175,11.3,48.7
2176,20.1,67.5
2177,14.2,45.5
2178,23.8,40.4
2179,20.2,46.1
2180,16.3,67.0
2181,33.4,57.8
2182,19.5,46.5
2183,17.5,41.9
2184,14.8,40.4
2185,15.7,34.3
2186,19.4,44.4
2187,26.9,69.6
2188,24.3,44.5
2189,18.3,53.6
2190,18.2,63.4
2191,34.1,64.8
2192,26.3,42.3
2193,25.7,62.9
2194,24.8,42.5
2195,17.4,35.8
2196,13.4,43.8
2197,18.1,43.4
2198,18.7,36.9
2199,15.9,42.7
2200,15.1,36.5
2201,28.3,66.1
2202,16.0,47.7
2203,17.5,39.4
2204,25.1,41.8
2205,31.7,63.2
2206,19.7,60.0
2207,26.2,40.3
2208,22.0,67.9
2209,40.5,66.6
2210,50.6,39.8
2211,33.6,68.0
2212,33.9,71.1
2213,12.5,40.6
2214,9.5,34.6
2215,27.7,52.8
2216,15.2,47.2
2217,13.6,42.2
2218,23.9,34.4
2219,22.3,61.4
2220,14.4,36.6
2221,15.1,44.0
2222,19.3,36.4
2223,14.3,41.7
2224,19.4,38.4
2225,19.9,41.9
2226,15.3,52.3
2227,16.7,38.9
2228,23.9,37.6
2229,22.0,57.0
2230,28.7,70.9
2231,14.9,45.6
2232,24.2,67.5
2233,25.1,47.0
2234,12.6,44.2
2235,25.2,49.2
2236,25.6,44.2
2237,24.8,41.2
2238,29.9,56.6
2239,42.2,52.5
2240,24.9,60.5
2241,21.2,48.1
2242,26.8,47.0
2243,29.5,49.5
2244,23.8,47.6
2245,22.4,44.7
2246,16.6,43.4
2247,16.4,52.8
2248,20.5,39.5
2249,17.2,53.8
2250,7.0,35.5
2251,18.4,50.0
2252,15.1,26.7
2253,29.7,37.9
2254,18.4,28.9
2255,54.2,79.4
2256,42.5,59.7
2257,22.0,63.3
2258,21.3,50.9
2259,23.1,41.9
2260,23.6,41.7
2261,18.2,54.0
2262,14.8,32.9
2263,36.9,50.0
2264,17.0,43.9
2265,24.6,50.0
2266,22.4,47.5
2267,29.8,62.6
2268,22.3,41.6
2269,31.2,46.1
2270,12.5,95.0
2271,17.4,47.4
2272,14.5,41.5
2273,15.1,45.3
2274,28.9,52.9
2275,34.0,64.5
2276,26.4,70.9
2277,20.5,60.0
2278,22.9,54.4
2279,21.7,58.7
2280,30.6,38.7
2281,42.2,65.0
2282,20.4,58.7
2283,13.2,37.2
2284,18.2,48.3
2285,19.2,81.3
2286,32.3,59.0
2287,15.1,48.6
2288,21.8,44.0
2289,36.4,78.7
2290,18.5,35.1
2291,23.9,62.2
2292,10.5,47.1
2293,19.2,59.7
2294,18.0,54.4
2295,19.3,62.8
2296,17.8,52.1
2297,17.6,53.1
2298,19.2,56.3
2299,22.7,48.7
2300,22.6,63.7
2301,19.7,73.9
2302,22.2,50.0
2303,23.1,57.3
2304,32.5,65.0
2305,19.7,27.3
2306,16.8,50.2
2307,26.9,59.6
2308,46.5,72.3
2309,10.5,51.5
2310,14.5,52.6
2311,27.2,56.3
2312,22.4,52.6
2313,22.5,74.0
2314,21.7,43.2
2315,13.2,37.1
2316,16.8,52.5
2317,23.1,52.6
2318,15.7,52.2
2319,13.3,44.0
2320,14.1,43.4
2321,23.7,52.2
2322,11.6,42.3
2323,39.8,61.8
2324,19.1,50.5
2325,17.5,41.5
2326,32.0,43.0
2327,17.0,60.9
2328,10.8,40.3
2329,25.1,61.6
2330,23.3,64.4
2331,19.6,53.3
2332,20.1,49.8
2333,15.8,30.6
2334,17.2,44.9
2335,13.3,39.2
2336,9.1,35.0
2337,14.5,34.6
2338,3.3,68.0
2339,13.9,55.1
2340,54.0,71.8
2341,24.5,56.6
2342,14.0,45.7
2343,44.0,78.6
2344,9.4,31.2
2345,29.0,50.7
2346,25.3,64.3
2347,26.0,46.2
2348,10.6,44.3
2349,28.7,60.3
2350,36.0,78.7
2351,40.0,73.2
2352,15.8,64.5
2353,23.5,40.4
2354,15.0,48.5
2355,30.3,63.6
2356,12.3,40.0
2357,31.0,58.9
2358,11.5,52.1
2359,8.1,62.2
2360,11.0,37.4
2361,45.3,62.9
2362,21.5,43.1
2363,13.1,75.5
2364,28.2,49.4
2365,17.5,42.3
2366,26.1,71.6
2367,15.6,42.8
2368,23.4,62.1
2369,18.8,47.6
2370,17.8,85.0
2371,24.6,57.7
2372,23.4,42.0
2373,35.9,69.3
2374,15.1,54.3
2375,22.6,56.1
2376,17.7,38.7
2377,15.7,41.9
2378,33.7,52.7
2379,15.3,44.2
2380,25.7,43.8
2381,33.5,95.0
2382,23.5,42.6
2383,43.6,75.3
2384,14.8,39.1
2385,10.3,56.4
2386,25.8,48.0
2387,12.3,52.8
2388,18.3,52.9
2389,23.0,58.4
2390,40.9,74.4
2391,22.8,43.1
2392,59.2,87.9
2393,21.7,57.7
2394,35.5,63.0
2395,9.5,36.1
2396,19.7,66.0
2397,19.5,55.8
2398,22.0,61.7
2399,40.1,56.9
2400,18.3,38.8
2401,15.0,50.8
2402,15.0,61.8
2403,20.1,48.9
2404,28.7,37.3
2405,34.3,42.9
2406,11.1,34.2
2407,18.5,44.9
2408,22.2,42.8
2409,25.9,61.3
2410,19.8,37.6
2411,18.9,41.5
2412,13.9,42.3
2413,23.2,48.0
2414,11.4,47.1
2415,30.5,47.8
2416,19.7,31.2
2417,31.3,65.6
2418,22.1,49.0
2419,16.7,47.9
2420,20.7,39.5
2421,20.3,49.3
2422,30.7,46.3
2423,21.5,32.4
2424,22.5,48.1
2425,10.2,68.7
2426,23.8,65.8
2427,24.9,48.8
2428,21.0,73.1
2429,13.4,42.5
2430,21.0,37.1
2431,18.9,45.7
2432,25.4,57.9
2433,24.2,58.0
2434,24.0,76.9
2435,23.9,56.2
2436,27.6,51.2
2437,28.3,57.1
2438,10.6,48.7
2439,24.8,51.1
2440,28.0,56.3
2441,6.6,54.1
2442,24.9,37.9
2443,40.6,74.9
2444,29.4,62.0
2445,10.2,37.0
2446,23.8,58.8
2447,24.0,64.9
2448,23.4,83.7
2449,18.0,60.9
2450,31.9,41.8
2451,30.8,65.5
2452,30.3,58.3
2453,31.4,54.7
2454,26.7,62.0
2455,36.4,40.5
2456,36.4,70.8
2457,21.0,60.4
2458,19.2,65.3
2459,14.3,38.4
2460,33.0,54.4
2461,17.0,76.4
2462,13.5,45.2
2463,14.9,48.4
2464,24.3,57.3
2465,18.7,54.9
2466,22.7,43.8
2467,19.1,44.0
2468,8.8,25.5
2469,18.3,41.3
2470,10.0,42.9
2471,20.5,77.9
2472,36.5,67.8
2473,17.9,49.4
2474,13.4,37.8
2475,13.9,37.6
2476,22.2,49.6
2477,28.3,57.2
2478,17.7,42.6
2479,20.4,53.2
2480,19.0,38.5
2481,20.8,68.6
2482,30.4,49.0
2483,8.2,50.1
2484,16.3,35.3
2485,23.7,51.6
2486,12.8,41.1
2487,28.6,60.2
2488,11.5,34.1
2489,24.0,51.3
2490,10.3,44.8
2491,17.9,46.0
2492,31.0,55.3
2493,16.5,53.8
2494,56.7,71.4
2495,18.6,89.8
2496,19.0,50.1
2497,18.9,58.7
2498,16.2,48.8
2499,14.6,48.3
2500,16.5,50.4
2501,19.1,56.6
2502,30.9,55.9
2503,21.5,57.9
2504,19.6,40.1
2505,12.1,32.7
2506,43.8,66.2
2507,14.0,42.3
2508,16.2,51.2
2509,23.3,50.1
2510,22.8,56.3
2511,25.2,48.5
2512,26.3,65.8
2513,10.8,37.1
2514,28.4,58.7
2515,18.3,30.6
2516,23.9,81.5
2517,28.1,39.3
2518,13.7,40.4
2519,14.3,62.5
2520,25.0,52.6
2521,12.9,55.8
2522,33.2,59.8
2523,22.2,52.2
2524,14.3,46.7
2525,21.0,57.4
2526,14.2,55.4
2527,22.6,51.4
2528,20.4,49.7
2529,21.5,58.8
2530,36.6,63.7
2531,22.6,66.2
2532,17.9,45.1
2533,54.3,73.1
2534,26.7,57.9
2535,14.5,41.9
2536,18.4,41.4
2537,22.5,48.6
2538,41.8,79.1
2539,15.8,28.2
2540,1.5,54.0
2541,17.3,58.3
2542,19.7,55.3
2543,24.3,61.0
2544,21.9,52.8
2545,13.8,49.3
2546,30.8,56.1
2547,19.4,50.1
2548,27.4,66.6
2549,16.9,42.9
2550,16.4,52.5
2551,11.6,35.0
2552,30.4,59.8
2553,17.0,40.7
2554,15.3,42.9
2555,27.3,58.5
2556,16.3,46.7
2557,39.7,63.7
2558,10.8,40.5
2559,20.6,52.8
2560,15.6,34.6
2561,15.7,54.1
2562,12.3,56.6
2563,34.4,41.5
2564,19.9,46.5
2565,33.1,50.5
2566,19.9,54.3
2567,31.4,64.8
2568,33.0,62.9
2569,25.9,51.2
2570,9.9,42.9
2571,27.6,56.4
2572,16.2,82.3
2573,27.7,71.6
2574,12.5,45.9
2575,11.0,44.5
2576,32.1,56.5
2577,19.3,43.3
2578,45.6,56.9
2579,17.4,43.2
2580,16.0,39.7
2581,18.0,41.6
2582,16.7,85.5
2583,35.0,58.2
2584,17.5,51.0
2585,24.3,58.3
2586,22.7,56.4
2587,12.7,39.1
2588,17.8,47.9
2589,21.6,58.1
2590,17.0,45.7
2591,56.1,76.7
2592,30.7,85.6
2593,33.7,75.4
2594,27.4,45.3
2595,14.8,47.3
2596,22.2,33.7
2597,47.7,68.4
2598,35.2,38.0
2599,19.7,46.9
2600,12.0,33.9
2601,42.0,79.9
2602,15.6,48.7
2603,23.1,56.7
2604,23.2,49.1
2605,13.8,41.0
2606,10.9,51.7
2607,18.3,35.5
2608,37.1,70.8
2609,20.1,37.2
2610,28.4,56.1
2611,23.5,53.0
2612,16.7,44.8
2613,19.0,36.1
2614,11.5,33.4
2615,20.1,55.0
2616,14.6,39.5
2617,55.6,76.8
2618,43.0,72.3
2619,25.4,56.6
2620,17.9,38.5
2621,15.2,53.2
2622,15.2,46.3
2623,20.9,44.2
2624,23.1,59.2
