outcome,month,mmwr_week,age_group,vaccine_product,one_boosted_with_outcome,one_booster_population,two_boosted_with_outcome,two_booster_population,vaccinated_with_outcome,fully_vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_one_booster_ir,crude_two_booster_ir,crude_vax_ir,crude_unvax_ir,crude_irr,crude_one_booster_irr,crude_two_booster_irr,crude_one_two_booster_irr,age_adj_one_booster_ir,age_adj_two_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_one_booster_irr,age_adj_two_booster_irr,age_adj_vax_irr,age_adj_one_two_booster_irr,continuity_correction
death,JUL 2022,202229,all_ages,Janssen,15,1597735,1,336383,28,2094327,525,8145255.35,0.93882903,0.297280184,1.336944995,6.445470123,4.821043609,6.865435471,21.68146576,3.158061255,1.244830597,0.348309191,1.789968112,8.808933438,7.076411411,25.29055699,4.921279535,3.573924059,1
death,JUL 2022,202229,all_ages,Moderna,194,11314660,45,4956669,117,8457131,525,8145255.35,1.714589745,0.907867764,1.383447886,6.445470123,4.658990187,3.759190875,7.099569322,1.888589741,1.518463388,0.582409683,1.430660102,8.808933438,5.801215561,15.12497764,6.157251068,2.607208349,1
death,JUL 2022,202229,all_ages,Pfizer,194,12487870,69,5359864,148,9945809,525,8145255.35,1.553507524,1.287346097,1.488063967,6.445470123,4.331446943,4.14897902,5.00678888,1.206752036,1.519656859,0.931003635,1.744454805,8.808933438,5.796659544,9.461760523,5.049677074,1.632278117,1
death,JUL 2022,202229,all_ages,all_types,405,25429363,116,10670361,293,20518207,525,8145255.35,1.592647051,1.087123482,1.42800002,6.445470123,4.513634477,4.04701727,5.928921812,1.465010257,1.501581302,0.756145084,1.610607336,8.808933438,5.866437885,11.64979265,5.469324051,1.985837552,1
death,JUL 2022,202230,50-64,all_types,31,12864999,4,3660610,28,12420723,66,5603030.05,0.240963874,0.109271406,0.225429711,1.177934072,5.225283148,4.888426017,10.7798931,2.205186918,,,,,,,,,1
death,JUL 2022,202230,65+,all_types,335,12294540,101,7432227,200,7979635,390,2516727.3,2.724786775,1.358946652,2.506380304,15.49631539,6.182747034,5.687166252,11.40318155,2.005072657,,,,,,,,,1
death,JUL 2022,202230,all_ages,Janssen,17,1588558,0,352916,17,2087566,456,8119757.35,1.070152931,0,0.814345511,5.615931368,6.896251401,5.247783942,,,1.389817601,0,1.162335814,7.726208806,5.559153088,,6.647139935,,1
death,JUL 2022,202230,all_ages,Moderna,168,11188795,46,5152026,108,8402343,456,8119757.35,1.501502172,0.892852637,1.285355763,5.615931368,4.369164964,3.740208619,6.289874874,1.68169092,1.330812543,0.575876502,1.328434076,7.726208806,5.805632692,13.41643353,5.816027267,2.310933923,1
death,JUL 2022,202230,all_ages,Pfizer,180,12353405,59,5570048,102,9889589,456,8119757.35,1.457088147,1.059236832,1.031387654,5.615931368,5.445024812,3.854215258,5.301865641,1.375601851,1.430347854,0.80511954,1.224951526,7.726208806,5.401629248,9.596349892,6.307358816,1.776565819,1
death,JUL 2022,202230,all_ages,all_types,366,25159539,105,11092837,228,20400358,456,8119757.35,1.454716638,0.946556774,1.117627446,5.615931368,5.024868877,3.860498477,5.933010597,1.53685091,1.376899172,0.680789698,1.268584716,7.726208806,5.611310519,11.34889207,6.09041612,2.022502949,1
