outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,SEP 2021,202135,65-79,all_types,28303,24268902,29613,3821443.45,116.622499,774.9166091,6.644657896,,,,1
case,SEP 2021,202135,80+,all_types,9074,7119473,7128,1683825,127.4532539,423.321901,3.321389514,,,,0
case,SEP 2021,202135,all_ages_adj,Janssen,17705,9806151,496343,66065989.45,180.5499426,751.2836849,4.16108515,181.128274,749.9015412,4.140168317,1
case,SEP 2021,202135,all_ages_adj,Moderna,47937,45949830,496343,66065989.45,104.3246515,751.2836849,7.20140134,108.9279906,749.9015412,6.884378728,1
case,SEP 2021,202135,all_ages_adj,Pfizer,92128,65456066,496343,66065989.45,140.7478415,751.2836849,5.337798982,142.5592877,749.9015412,5.260278396,1
case,SEP 2021,202135,all_ages_adj,all_types,157922,121300316,496343,66065989.45,130.1909222,751.2836849,5.770630335,131.3707145,749.9015412,5.708285472,1
case,SEP 2021,202136,12-17,all_types,4748,6907517,69574,9350173,68.73671104,744.0931842,10.82526605,,,,0
case,SEP 2021,202136,18-29,all_types,22604,18138761,106655,17990158,124.6171114,592.851936,4.757387885,,,,0
case,SEP 2021,202136,30-49,all_types,48559,35248055,153809,20980347,137.7636298,733.1098957,5.321505369,,,,0
case,SEP 2021,202136,50-64,all_types,36341,31404639,68348,10896854,115.7185727,627.2269042,5.42027861,,,,0
case,SEP 2021,202136,65-79,all_types,25959,24394331.1,26646,3733255.45,106.4140677,713.7470328,6.707262005,,,,1
case,SEP 2021,202136,80+,all_types,8451,7145407,6500,1664009,118.2717793,390.6228873,3.302756494,,,,0
case,SEP 2021,202136,all_ages_adj,Janssen,16431,9928651,431532,64614796.45,165.49076,667.853222,4.03559221,161.8968381,671.994723,4.150758785,1
case,SEP 2021,202136,all_ages_adj,Moderna,44776,46392829,431532,64614796.45,96.51491613,667.853222,6.919689192,96.98529832,671.994723,6.928830809,1
case,SEP 2021,202136,all_ages_adj,Pfizer,85285,66828606,431532,64614796.45,127.6175056,667.853222,5.233241466,129.5031139,671.994723,5.189023665,1
case,SEP 2021,202136,all_ages_adj,all_types,146662,123238710.1,431532,64614796.45,119.0064387,667.853222,5.611908307,119.7574472,671.994723,5.61129799,1
case,SEP 2021,202137,12-17,all_types,4611,7315412,58165,9121534,63.03130979,637.6668661,10.1166685,,,,0
case,SEP 2021,202137,18-29,all_types,20301,18556630,91470,17598119,109.4002521,519.7714597,4.751099287,,,,0
case,SEP 2021,202137,30-49,all_types,45101,35921746,132228,20411602,125.5534739,647.8080456,5.15961865,,,,0
case,SEP 2021,202137,50-64,all_types,34117,31770260,59985,10626915,107.3865936,564.4629697,5.256363487,,,,0
case,SEP 2021,202137,65-79,all_types,24992,24519664.1,24509,3640241.45,101.9263555,673.2795156,6.605548802,,,,1
case,SEP 2021,202137,80+,all_types,8050,7171591,6024,1643160,112.2484537,366.610677,3.266064387,,,,0
case,SEP 2021,202137,all_ages_adj,Janssen,15012,10036716,372381,63041571.45,149.5708357,590.6911764,3.949240328,141.7715746,598.4472229,4.221207422,1
case,SEP 2021,202137,all_ages_adj,Moderna,42332,46910521,372381,63041571.45,90.23988457,590.6911764,6.545788253,90.44351678,598.4472229,6.616806203,1
case,SEP 2021,202137,all_ages_adj,Pfizer,79672,68218632,372381,63041571.45,116.789208,590.6911764,5.057754793,118.0487537,598.4472229,5.069492089,1
case,SEP 2021,202137,all_ages_adj,all_types,137172,125255303.1,372381,63041571.45,109.513926,590.6911764,5.393753998,109.4600269,598.4472229,5.467267276,1
case,SEP 2021,202138,12-17,all_types,4245,7633801,48424,8942354,55.60794681,541.5128947,9.738048709,,,,0
case,SEP 2021,202138,18-29,all_types,16492,18918262,73594,17278028,87.17502697,425.9398121,4.886030173,,,,0
case,SEP 2021,202138,30-49,all_types,40725,36494880,108958,19951785,111.5909958,546.1065263,4.893822503,,,,0
case,SEP 2021,202138,50-64,all_types,30477,32066622,49690,10411777,95.04275193,477.248024,5.021403677,,,,0
case,SEP 2021,202138,65-79,all_types,22323,24618907.1,20652,3567317.25,90.67421194,578.9224381,6.384642621,,,,1
case,SEP 2021,202138,80+,all_types,7326,7192891,5190,1623404,101.8505633,319.6986086,3.138898778,,,,0
case,SEP 2021,202138,all_ages_adj,Janssen,13226,10114777,306508,61774665.25,130.7591853,496.1710416,3.794540632,124.6717373,504.4973894,4.046605914,1
case,SEP 2021,202138,all_ages_adj,Moderna,37574,47394184,306508,61774665.25,79.27976986,496.1710416,6.258482365,76.59260461,504.4973894,6.586763722,1
case,SEP 2021,202138,all_ages_adj,Pfizer,70659,69326163,306508,61774665.25,101.9225599,496.1710416,4.868117933,102.7032085,504.4973894,4.912187232,1
case,SEP 2021,202138,all_ages_adj,all_types,121588,126925363.1,306508,61774665.25,95.79488057,496.1710416,5.179515216,95.31992916,504.4973894,5.292674825,1
case,SEP 2021,202139,12-17,all_types,3971,7928507,40264,8798747,50.08509168,457.6106121,9.13666316,,,,0
case,SEP 2021,202139,18-29,all_types,15187,19328666,61593,16997456,78.57241674,362.3659917,4.611872801,,,,0
case,SEP 2021,202139,30-49,all_types,39460,37142859,93652,19536703,106.2384562,479.3644045,4.512155217,,,,0
case,SEP 2021,202139,50-64,all_types,29392,32390949,43767,10211657,90.74139816,428.5984145,4.723295246,,,,0
case,SEP 2021,202139,65-79,all_types,21646,24724337.1,18713,3422099.25,87.54936447,546.828091,6.245940154,,,,1
case,SEP 2021,202139,80+,all_types,6953,7214900,4687,1580866,96.37001206,296.4830669,3.076507521,,,,0
case,SEP 2021,202139,all_ages_adj,Janssen,12397,10207027,262676,60547528.25,121.4555423,433.8343903,3.571960422,113.5690454,445.5064853,3.922780929,1
case,SEP 2021,202139,all_ages_adj,Moderna,36213,47927515,262676,60547528.25,75.55785022,433.8343903,5.741751373,77.20760532,445.5064853,5.770240943,1
case,SEP 2021,202139,all_ages_adj,Pfizer,67885,70504770,262676,60547528.25,96.28426559,433.8343903,4.505766208,96.81317339,445.5064853,4.601713483,1
case,SEP 2021,202139,all_ages_adj,all_types,116609,128730218.1,262676,60547528.25,90.58401494,433.8343903,4.789304057,89.75671102,445.5064853,4.963489418,1
case,OCT 2021,202140,12-17,all_types,3738,8177687,33516,8675884,45.70974653,386.312219,8.451418971,,,,0
case,OCT 2021,202140,18-29,all_types,14174,19715331,53894,16750557,71.89328954,321.7445247,4.47530676,,,,0
case,OCT 2021,202140,30-49,all_types,37242,37732974,82462,19173377,98.69881976,430.0859468,4.357559166,,,,0
case,OCT 2021,202140,50-64,all_types,27788,32685970,39224,10032442,85.01506916,390.9716099,4.598850695,,,,0
case,OCT 2021,202140,65-79,all_types,20325,24822605.1,16901,3298271.25,81.88101095,512.4199533,6.258104869,,,,1
case,OCT 2021,202140,80+,all_types,6614,7235069,4318,1541275,91.41585243,280.1576617,3.064650761,,,,0
case,OCT 2021,202140,all_ages_adj,Janssen,11562,10291331,230315,59471806.25,112.3469841,387.2675382,3.447066616,104.0689598,400.7224845,3.850547611,1
case,OCT 2021,202140,all_ages_adj,Moderna,34846,48358016,230315,59471806.25,72.05837394,387.2675382,5.374358552,69.72974138,400.7224845,5.746794361,1
case,OCT 2021,202140,all_ages_adj,Pfizer,63376,71628807,230315,59471806.25,88.47836877,387.2675382,4.37697421,88.96745698,400.7224845,4.504146776,1
case,OCT 2021,202140,all_ages_adj,all_types,109881,130369636.1,230315,59471806.25,84.2841963,387.2675382,4.594782358,83.35459916,400.7224845,4.807443003,1
case,OCT 2021,202141,12-17,all_types,3302,8368261,27563,8571212,39.45861631,321.5764585,8.149714525,,,,0
case,OCT 2021,202141,18-29,all_types,12951,20034295,45592,16530259,64.64415144,275.8093506,4.26657856,,,,0
case,OCT 2021,202141,30-49,all_types,33664,38213896,70716,18852981,88.09360867,375.0918754,4.257878421,,,,0
case,OCT 2021,202141,50-64,all_types,25395,32927009,34344,9869511,77.12513457,347.9807662,4.511898335,,,,0
case,OCT 2021,202141,65-79,all_types,17921,24932598.1,15218,3198964.95,71.87778798,475.7163719,6.618405843,,,,1
case,OCT 2021,202141,80+,all_types,5975,7260436,4061,1506887,82.29533323,269.4959874,3.27474204,,,,0
case,OCT 2021,202141,all_ages_adj,Janssen,10442,10366543,197494,58529814.95,100.7278897,337.4246103,3.349862796,91.16436216,352.4813873,3.866438364,1
case,OCT 2021,202141,all_ages_adj,Moderna,32308,48701874,197494,58529814.95,66.33830969,337.4246103,5.086421584,63.43026062,352.4813873,5.556990998,1
case,OCT 2021,202141,all_ages_adj,Pfizer,56344,72576077,197494,58529814.95,77.63439735,337.4246103,4.346328713,78.52826317,352.4813873,4.48859268,1
case,OCT 2021,202141,all_ages_adj,all_types,99208,131736495.1,197494,58529814.95,75.30790911,337.4246103,4.480599903,74.46936755,352.4813873,4.733239973,1
case,OCT 2021,202142,12-17,all_types,3288,8531349,23915,8479519,38.54021211,282.0325068,7.317876353,,,,0
case,OCT 2021,202142,18-29,all_types,12150,20321919,42073,16330156,59.7876608,257.6399148,4.309248954,,,,0
case,OCT 2021,202142,30-49,all_types,32686,38648855,64964,18562828,84.57171629,349.9682268,4.138123739,,,,0
case,OCT 2021,202142,50-64,all_types,24762,33144051,31246,9713858,74.71023986,321.6641627,4.305489626,,,,0
case,OCT 2021,202142,65-79,all_types,16420,25033137.1,14043,3131548.25,65.59305745,448.4363286,6.836643175,,,,1
case,OCT 2021,202142,80+,all_types,5536,7284949,3760,1474963,75.9922959,254.9216489,3.354572274,,,,0
case,OCT 2021,202142,all_ages_adj,Janssen,10040,10438515,180001,57692872.25,96.18226347,311.9986802,3.243827593,88.25249885,327.1717117,3.707223205,1
case,OCT 2021,202142,all_ages_adj,Moderna,31518,48959174,180001,57692872.25,64.37608608,311.9986802,4.846499674,61.57088014,327.1717117,5.313741024,1
case,OCT 2021,202142,all_ages_adj,Pfizer,53181,73473828,180001,57692872.25,72.38087554,311.9986802,4.310512658,73.42615942,327.1717117,4.455792244,1
case,OCT 2021,202142,all_ages_adj,all_types,94842,132964260.1,180001,57692872.25,71.32894202,311.9986802,4.374082544,70.73785585,327.1717117,4.625129045,1
case,OCT 2021,202143,12-17,all_types,3326,8665231,23868,8398979,38.38328142,284.1773982,7.40367649,,,,0
case,OCT 2021,202143,18-29,all_types,13443,20573113,43428,16137470,65.34256629,269.1128163,4.118491691,,,,0
case,OCT 2021,202143,30-49,all_types,34730,39020048,64917,18256366,89.00552865,355.585553,3.995095118,,,,0
case,OCT 2021,202143,50-64,all_types,25754,33330116,31585,9519227,77.26945805,331.8021516,4.29409187,,,,0
case,OCT 2021,202143,65-79,all_types,16290,25116224.1,13550,3015619.2,64.85847528,449.3272891,6.927811471,,,,1
case,OCT 2021,202143,80+,all_types,5637,7306658,3799,1416109,77.14881414,268.2703097,3.47730957,,,,0
case,OCT 2021,202143,all_ages_adj,Janssen,10523,10506668,181147,56743770.2,100.1554441,319.2368067,3.18741342,97.98460791,334.1596251,3.410327726,1
case,OCT 2021,202143,all_ages_adj,Moderna,33939,49200926,181147,56743770.2,68.98040903,319.2368067,4.627934383,66.5575651,334.1596251,5.020610724,1
case,OCT 2021,202143,all_ages_adj,Pfizer,54561,74210631,181147,56743770.2,73.52181118,319.2368067,4.342069402,75.27215395,334.1596251,4.439352504,1
case,OCT 2021,202143,all_ages_adj,all_types,99180,134011390.1,181147,56743770.2,74.00863458,319.2368067,4.313507586,73.85988419,334.1596251,4.524237057,1
case,NOV 2021,202144,12-17,all_types,3991,8777372,25329,8316457,45.46919055,304.5647924,6.698267305,,,,0
case,NOV 2021,202144,18-29,all_types,17544,20793354,46091,15945676,84.37311268,289.0501475,3.425856157,,,,0
case,NOV 2021,202144,30-49,all_types,39624,39348882,67025,17945684,100.6991762,373.4881323,3.708949234,,,,0
case,NOV 2021,202144,50-64,all_types,27372,33494341,32031,9318827,81.72126748,343.723518,4.206047319,,,,0
case,NOV 2021,202144,65-79,all_types,16039,25191618.1,13511,2928953.2,63.66800233,461.2910852,7.245257716,,,,1
case,NOV 2021,202144,80+,all_types,5537,7327478,3631,1373304.05,75.56488058,264.3988416,3.498964593,,,,1
case,NOV 2021,202144,all_ages_adj,Janssen,11996,10577152,187618,55828901.25,113.4142726,336.0589154,2.96310956,109.0856234,350.0868041,3.209284534,1
case,NOV 2021,202144,all_ages_adj,Moderna,36744,49422479,187618,55828901.25,74.34673603,336.0589154,4.520156947,73.529144,350.0868041,4.761197875,1
case,NOV 2021,202144,all_ages_adj,Pfizer,61223,74839938,187618,55828901.25,81.80525216,336.0589154,4.108035933,85.0117817,350.0868041,4.118097482,1
case,NOV 2021,202144,all_ages_adj,all_types,110107,134933045.1,187618,55828901.25,81.60121186,336.0589154,4.118307899,83.20065724,350.0868041,4.207740849,1
case,NOV 2021,202145,12-17,all_types,4476,8873580,27435,8214009,50.44187352,334.0025559,6.621533512,,,,0
case,NOV 2021,202145,18-29,all_types,18470,20985394,49489,15762950,88.0135965,313.95773,3.567150332,,,,0
case,NOV 2021,202145,30-49,all_types,44858,39647310,73871,17653522,113.1426066,418.4490778,3.698421754,,,,0
case,NOV 2021,202145,50-64,all_types,31231,33653250,35720,9131183,92.80232964,391.1869908,4.215271236,,,,0
case,NOV 2021,202145,65-79,all_types,16654,25299901.1,14750,2852618.2,65.82634428,517.0688457,7.855044229,,,,1
case,NOV 2021,202145,80+,all_types,5983,7358632,3976,1336090.9,81.30587316,297.5845431,3.660062078,,,,1
case,NOV 2021,202145,all_ages_adj,Janssen,13366,10656468,205241,54950373.1,125.4261731,373.5024685,2.977867054,122.4463991,390.7527468,3.191214685,1
case,NOV 2021,202145,all_ages_adj,Moderna,40734,49684146,205241,54950373.1,81.98591156,373.5024685,4.555690867,82.32546163,390.7527468,4.746438575,1
case,NOV 2021,202145,all_ages_adj,Pfizer,67453,75383641,205241,54950373.1,89.47962596,373.5024685,4.174162157,93.04631867,390.7527468,4.199550851,1
case,NOV 2021,202145,all_ages_adj,all_types,121672,135818067.1,205241,54950373.1,89.58454689,373.5024685,4.169273402,91.49460524,390.7527468,4.270773624,1
case,NOV 2021,202146,12-17,all_types,5044,8957975,28700,8105626,56.30736857,354.0750585,6.288254405,,,,0
case,NOV 2021,202146,18-29,all_types,19808,21163995,51311,15569083,93.5929157,329.5698276,3.521311684,,,,0
case,NOV 2021,202146,30-49,all_types,49021,39929114,79543,17339867,122.770067,458.7290087,3.736489032,,,,0
case,NOV 2021,202146,50-64,all_types,34618,33807481,39674,8921881,102.3974546,444.6820127,4.34270573,,,,0
case,NOV 2021,202146,65-79,all_types,17878,25401505.1,16782,2775678.2,70.38165624,604.6089925,8.59043428,,,,1
case,NOV 2021,202146,80+,all_types,5965,7388443,4601,1302497.9,80.73419528,353.2443315,4.375399176,,,,1
case,NOV 2021,202146,all_ages_adj,Janssen,14561,10749400,220611,54014633.1,135.4587233,408.4282117,3.015148835,123.7177737,432.4856613,3.49574397,1
case,NOV 2021,202146,all_ages_adj,Moderna,43201,49940126,220611,54014633.1,86.50558871,408.4282117,4.721408382,86.78224556,432.4856613,4.983573062,1
case,NOV 2021,202146,all_ages_adj,Pfizer,74464,75864991,220611,54014633.1,98.15331027,408.4282117,4.161125188,102.0070186,432.4856613,4.239763766,1
case,NOV 2021,202146,all_ages_adj,all_types,132334,136648513.1,220611,54014633.1,96.8426198,408.4282117,4.217442821,98.96252533,432.4856613,4.370196292,1
case,NOV 2021,202147,12-17,all_types,4109,9030192,20811,8019696,45.50290847,259.4986144,5.702901708,,,,0
case,NOV 2021,202147,18-29,all_types,17841,21325251,44401,15370375,83.6613834,288.8738889,3.452894001,,,,0
case,NOV 2021,202147,30-49,all_types,45034,40181258,70569,17034480,112.0771281,414.2715246,3.696307459,,,,0
case,NOV 2021,202147,50-64,all_types,31582,33944408,36335,8705109,93.04036176,417.3985645,4.486209604,,,,0
case,NOV 2021,202147,65-79,all_types,16112,25484089.1,15914,2718257.2,63.22376263,585.448647,9.259946304,,,,1
case,NOV 2021,202147,80+,all_types,5552,7413738,4496,1277057.9,74.88799847,352.0592136,4.701143318,,,,1
case,NOV 2021,202147,all_ages_adj,Janssen,13039,10837267,192526,53124975.1,120.3163122,362.4020522,3.012077461,111.293823,391.2453408,3.515427273,1
case,NOV 2021,202147,all_ages_adj,Moderna,38651,50161900,192526,53124975.1,77.05250399,362.4020522,4.70331311,75.06980578,391.2453408,5.211753736,1
case,NOV 2021,202147,all_ages_adj,Pfizer,68427,76285667,192526,53124975.1,89.69837021,362.4020522,4.040230066,93.264728,391.2453408,4.194997929,1
case,NOV 2021,202147,all_ages_adj,all_types,120230,137378936.1,192526,53124975.1,87.51705568,362.4020522,4.140930581,89.23932379,391.2453408,4.384225744,1
case,DEC 2021,202148,12-17,all_types,7418,9097842,35566,7940065,81.53581915,447.9308419,5.493669488,,,,0
case,DEC 2021,202148,18-29,all_types,30336,21477301,72032,15180065,141.2467982,474.5170722,3.359489053,,,,0
case,DEC 2021,202148,30-49,all_types,66555,40420060,104155,16730776,164.6583404,622.5353803,3.780770404,,,,0
case,DEC 2021,202148,50-64,all_types,46132,34080630,51834,8493225.3,135.3613475,610.2981867,4.508659215,,,,1
case,DEC 2021,202148,65-79,all_types,22396,25561774.1,21485,2653507.2,87.61520195,809.6831243,9.241354311,,,,1
case,DEC 2021,202148,80+,all_types,7088,7438044,5697,1252527.9,95.29387027,454.8401676,4.773026495,,,,1
case,DEC 2021,202148,all_ages_adj,Janssen,19348,10919346,290769,52250166.4,177.1900991,556.4939215,3.140660366,164.8827936,587.841111,3.565205915,1
case,DEC 2021,202148,all_ages_adj,Moderna,55861,50372261,290769,52250166.4,110.8963523,556.4939215,5.018144512,112.1828184,587.841111,5.240028014,1
case,DEC 2021,202148,all_ages_adj,Pfizer,104535,76689664,290769,52250166.4,136.309112,556.4939215,4.082587828,142.2139576,587.841111,4.133498011,1
case,DEC 2021,202148,all_ages_adj,all_types,179925,138075651.1,290769,52250166.4,130.3089999,556.4939215,4.270571657,134.7502763,587.841111,4.362448281,1
case,DEC 2021,202149,5-11,all_types,31,90201,46924,17184327,34.36768994,273.062774,7.945333961,,,,0
case,DEC 2021,202149,12-17,all_types,7437,9159030,32908,7861879,81.19855487,418.5767804,5.154978203,,,,0
case,DEC 2021,202149,18-29,all_types,28863,21613649,64164,14952481,133.5406159,429.1194217,3.213400049,,,,0
case,DEC 2021,202149,30-49,all_types,59564,40631408,94279,16373906,146.5959536,575.7880862,3.927721552,,,,0
case,DEC 2021,202149,50-64,all_types,41027,34205323,48279,8254594.3,119.9433199,584.8742924,4.876255657,,,,1
case,DEC 2021,202149,65-79,all_types,18784,25621605.1,20422,2591506.2,73.31312744,788.0359306,10.74890621,,,,1
case,DEC 2021,202149,80+,all_types,6025,7456079,5476,1227784.9,80.80654725,446.0064625,5.519434721,,,,1
case,DEC 2021,202149,all_ages_adj,Janssen,17147,10991840,312452,68446478.4,155.99754,456.49098,2.926270376,127.2039505,520.691935,4.093362926,1
case,DEC 2021,202149,all_ages_adj,Moderna,50213,50550742,312452,68446478.4,99.33187529,456.49098,4.595614234,144.9180014,520.691935,3.593010737,1
case,DEC 2021,202149,all_ages_adj,Pfizer,94211,77140090,312452,68446478.4,122.1297512,456.49098,3.737754114,117.0246946,520.691935,4.449419302,1
case,DEC 2021,202149,all_ages_adj,all_types,161731,138777295.1,312452,68446478.4,116.539957,456.49098,3.917034053,111.9633508,520.691935,4.650556911,1
case,DEC 2021,202150,5-11,all_types,680,870206,55206,16774461,78.14241685,329.1074449,4.211636371,,,,0
case,DEC 2021,202150,12-17,all_types,16179,9251793,39922,7777851,174.8742109,513.278025,2.93512704,,,,0
case,DEC 2021,202150,18-29,all_types,74961,21742854,97522,14722211,344.7615479,662.4140898,1.921368824,,,,0
case,DEC 2021,202150,30-49,all_types,110705,40833066,123710,16055101,271.1160607,770.5339256,2.842081445,,,,0
case,DEC 2021,202150,50-64,all_types,56971,34326626,53149,8053021.65,165.9673747,659.9882915,3.976614637,,,,1
case,DEC 2021,202150,65-79,all_types,22762,25679137.1,20768,2538484.2,88.64005014,818.1260297,9.229755945,,,,1
case,DEC 2021,202150,80+,all_types,6080,7471888,5254,1206880.9,81.37166938,435.3370743,5.349983324,,,,1
case,DEC 2021,202150,all_ages_adj,Janssen,26295,11059175,395531,67128010.75,237.7663795,589.2190094,2.478142665,251.0790395,654.450329,2.60655103,1
case,DEC 2021,202150,all_ages_adj,Moderna,86416,50721080,395531,67128010.75,170.374921,589.2190094,3.458367029,241.4279079,654.450329,2.710748458,1
case,DEC 2021,202150,all_ages_adj,Pfizer,175433,78300490,395531,67128010.75,224.0509606,589.2190094,2.62984371,225.4355274,654.450329,2.903048763,1
case,DEC 2021,202150,all_ages_adj,all_types,288338,140175570.1,395531,67128010.75,205.6977545,589.2190094,2.864489265,211.6494943,654.450329,3.092142181,1
case,DEC 2021,202151,5-11,all_types,4153,1851428,70932,16382808,224.3133408,432.9660703,1.930184218,,,,0
case,DEC 2021,202151,12-17,all_types,42882,9355587,56677,7681605,458.3571293,737.8275764,1.609722047,,,,0
case,DEC 2021,202151,18-29,all_types,171014,21890596,182905,14446436,781.2213062,1266.09082,1.620655773,,,,0
case,DEC 2021,202151,30-49,all_types,250589,41063806,218891,15721521,610.242996,1392.301674,2.281552894,,,,0
case,DEC 2021,202151,50-64,all_types,125100,34467006,82355,7843255.65,362.9558077,1050.0104,2.892942825,,,,1
case,DEC 2021,202151,65-79,all_types,44212,25743339.1,28866,2486774.2,171.7415127,1160.780902,6.75888365,,,,1
case,DEC 2021,202151,80+,all_types,10052,7489513,7421,1187012.9,134.2143341,625.1827592,4.658092322,,,,1
case,DEC 2021,202151,all_ages_adj,Janssen,50221,11138459,648047,65749412.75,450.8792464,985.6316169,2.186021257,382.465109,1098.619619,2.872470176,1
case,DEC 2021,202151,all_ages_adj,Moderna,193929,50917226,648047,65749412.75,380.8711024,985.6316169,2.587835125,470.3516432,1098.619619,2.335741003,1
case,DEC 2021,202151,all_ages_adj,Pfizer,403497,79710546,648047,65749412.75,506.2027802,985.6316169,1.947108264,518.4738207,1098.619619,2.118949068,1
case,DEC 2021,202151,all_ages_adj,all_types,648002,141861275.1,648047,65749412.75,456.785687,985.6316169,2.157755037,482.3685119,1098.619619,2.277552518,1
case,DEC 2021,202152,5-11,all_types,16087,2493473,140657,16065802,645.1643952,875.5056237,1.357027186,,,,0
case,DEC 2021,202152,12-17,all_types,89549,9441608,101548,7594212,948.45073,1337.17626,1.409853161,,,,0
case,DEC 2021,202152,18-29,all_types,334652,22029080,377825,14215881,1519.137431,2657.767042,1.749523768,,,,0
case,DEC 2021,202152,30-49,all_types,544871,41266625,469082,15446755,1320.367246,3036.767269,2.299941383,,,,1
case,DEC 2021,202152,50-64,all_types,320870,34587954,193249,7680042.65,927.6929188,2516.249047,2.712372808,,,,1
case,DEC 2021,202152,65-79,all_types,128100,25796014.1,66833,2449444.2,496.588347,2728.49653,5.494483603,,,,1
case,DEC 2021,202152,80+,all_types,31874,7503572,17189,1173759.9,424.784356,1464.439192,3.447488523,,,,1
case,DEC 2021,202152,all_ages_adj,Janssen,106208,11204081,1366383,64625896.75,947.9403085,2114.296387,2.23041089,836.2003115,2405.335327,2.876506137,1
case,DEC 2021,202152,all_ages_adj,Moderna,461516,51097317,1366383,64625896.75,903.2098496,2114.296387,2.340869498,979.1065962,2405.335327,2.456663387,1
case,DEC 2021,202152,all_ages_adj,Pfizer,897250,80721656,1366383,64625896.75,1111.53567,2114.296387,1.902139935,1136.635174,2405.335327,2.116189418,1
case,DEC 2021,202152,all_ages_adj,all_types,1466003,143118326.1,1366383,64625896.75,1024.329336,2114.296387,2.064078721,1068.102836,2405.335327,2.251969797,1
case,JAN 2022,202201,5-11,all_types,36972,2824682,275620,15740368,1308.8907,1751.039112,1.337803922,,,,0
case,JAN 2022,202201,12-17,all_types,172467,9510497,182784,7485261,1813.438351,2441.918859,1.346568444,,,,0
case,JAN 2022,202201,18-29,all_types,459886,22155818,486763,13981465,2075.689555,3481.487813,1.67726807,,,,0
case,JAN 2022,202201,30-49,all_types,717177,41441205,604205,15162034,1730.589156,3984.986447,2.302676191,,,,1
case,JAN 2022,202201,50-64,all_types,429674,34693469,264898,7526599.05,1238.486702,3519.491317,2.841767547,,,,1
case,JAN 2022,202201,65-79,all_types,174585,25841365.7,93119,2412185.2,675.6028378,3860.358649,5.713946764,,,,1
case,JAN 2022,202201,80+,all_types,46051,7515675,26506,1161011.9,612.7327219,2283.008469,3.725945077,,,,1
case,JAN 2022,202201,all_ages_adj,Janssen,145291,11250943,1933895,63468924.15,1291.36731,3046.995086,2.359510777,1215.961261,3361.157503,2.76419785,1
case,JAN 2022,202201,all_ages_adj,Moderna,632550,51262343,1933895,63468924.15,1233.94672,3046.995086,2.469308469,1403.164073,3361.157503,2.39541303,1
case,JAN 2022,202201,all_ages_adj,Pfizer,1257159,81374375,1933895,63468924.15,1544.907718,3046.995086,1.972282907,1598.334481,3361.157503,2.102912465,1
case,JAN 2022,202201,all_ages_adj,all_types,2036812,143982711.7,1933895,63468924.15,1414.622614,3046.995086,2.153927879,1526.362744,3361.157503,2.202069932,1
case,JAN 2022,202202,5-11,all_types,43232,3110243,290834,15414802,1389.987856,1886.719012,1.357363666,,,,0
case,JAN 2022,202202,12-17,all_types,169105,9574896,204396,7363852,1766.128844,2775.666866,1.571610631,,,,0
case,JAN 2022,202202,18-29,all_types,325618,22267968,373272,13727089,1462.270828,2719.236395,1.859598334,,,,0
case,JAN 2022,202202,30-49,all_types,582330,41592808,509042,14854695,1400.073782,3426.80883,2.447591602,,,,1
case,JAN 2022,202202,50-64,all_types,358908,34780580,232434,7381079.05,1031.920687,3149.051764,3.051641278,,,,1
case,JAN 2022,202202,65-79,all_types,161451,25874460.7,87439,2379272.1,623.9782227,3675.031536,5.889679163,,,,1
case,JAN 2022,202202,80+,all_types,44752,7523970,26163,1149068.95,594.7923769,2276.886866,3.828036394,,,,1
case,JAN 2022,202202,all_ages_adj,Janssen,120909,11286260,1723580,62269858.1,1071.293768,2767.920231,2.58371729,1000.189234,3014.035628,3.013465377,1
case,JAN 2022,202202,all_ages_adj,Moderna,525253,51391555,1723580,62269858.1,1022.06092,2767.920231,2.708175389,1256.95288,3014.035628,2.397890704,1
case,JAN 2022,202202,all_ages_adj,Pfizer,1037420,81952826,1723580,62269858.1,1265.87459,2767.920231,2.186567495,1316.315565,3014.035628,2.289751567,1
case,JAN 2022,202202,all_ages_adj,all_types,1685396,144724925.7,1723580,62269858.1,1164.551297,2767.920231,2.376812629,1277.750505,3014.035628,2.358860838,1
case,JAN 2022,202203,5-11,all_types,40115,3422268,217532,15136779,1172.175879,1437.108912,1.226018158,,,,0
case,JAN 2022,202203,12-17,all_types,116866,9656585,144305,7245954,1210.220798,1991.525202,1.645588314,,,,0
case,JAN 2022,202203,18-29,all_types,224578,22392572,262748,13521261,1002.91293,1943.221124,1.937577097,,,,1
case,JAN 2022,202203,30-49,all_types,444262,41759377,383859,14617042,1063.861657,2626.105884,2.468465582,,,,1
case,JAN 2022,202203,50-64,all_types,269767,34871667,178346,7277149.05,773.5993808,2450.767447,3.168005957,,,,1
case,JAN 2022,202203,65-79,all_types,133352,25909140.7,72484,2353437.1,514.6909407,3079.920853,5.984019941,,,,1
case,JAN 2022,202203,80+,all_types,38861,7532414,22689,1139720.95,515.9169424,1990.750455,3.858664625,,,,1
case,JAN 2022,202203,all_ages_adj,Janssen,92159,11326017,1281963,61291343.1,813.6929337,2091.589016,2.570489345,764.177665,2313.291793,3.027164884,1
