outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,MAY 2022,202219,18-29,all_types,3,22298034,6,12030665.45,0.0134541,0.0498726,3.706866273,,,,1
death,MAY 2022,202219,30-49,all_types,16,41091104,26,13019462.3,0.0389379,0.199701028,5.128709809,,,,1
death,MAY 2022,202219,50-64,all_types,60,33652661,43,6505362.6,0.178291993,0.660993132,3.707362966,,,,1
death,MAY 2022,202219,65-79,all_types,211,24885181.55,112,2084882.1,0.847894156,5.372006407,6.335704016,,,,1
death,MAY 2022,202219,80+,all_types,353,7163821,202,1057170.95,4.927537972,19.10760034,3.877717523,,,,1
death,MAY 2022,202219,all_ages_adj,Janssen,42,10959895,393,54493290.4,0.38321535,0.721189704,1.881943675,0.3573201,1.40606665,3.93503374,1
death,MAY 2022,202219,all_ages_adj,Moderna,278,50094278,393,54493290.4,0.554953602,0.721189704,1.299549552,0.285488864,1.40606665,4.925119084,1
death,MAY 2022,202219,all_ages_adj,Pfizer,320,83240415,393,54493290.4,0.384428646,0.721189704,1.876004072,0.313486537,1.40606665,4.485253703,1
death,MAY 2022,202219,all_ages_adj,all_types,643,144364411.6,393,54493290.4,0.445400631,0.721189704,1.619193271,0.305114999,1.40606665,4.608317047,1
death,MAY 2022,202220,5-11,all_types,0,5347735,1,13390099,0,0.0074682,,,,,0
death,MAY 2022,202220,12-17,all_types,0,9963841,1,6362918,0,0.0157161,,,,,0
death,MAY 2022,202220,18-29,all_types,1,22323274,5,11997579.45,0.00447963,0.0416751,9.303240747,,,,1
death,MAY 2022,202220,30-49,all_types,18,41117950,23,12986022.3,0.0437765,0.177113511,4.045858044,,,,1
death,MAY 2022,202220,50-64,all_types,54,33683761,57,6484297.6,0.160314639,0.879046637,5.483258673,,,,1
death,MAY 2022,202220,65-79,all_types,200,24921219.55,131,2071408.1,0.802528944,6.324200432,7.880339372,,,,1
death,MAY 2022,202220,80+,all_types,420,7177761,206,1050211.95,5.851406866,19.61508817,3.352200355,,,,1
death,MAY 2022,202220,all_ages_adj,Janssen,53,10967120,424,54342536.4,0.483262698,0.780235941,1.614517205,0.54382829,1.544075642,2.839270539,1
death,MAY 2022,202220,all_ages_adj,Moderna,302,50147257,424,54342536.4,0.602226359,0.780235941,1.295585835,0.30446364,1.544075642,5.071461546,1
death,MAY 2022,202220,all_ages_adj,Pfizer,338,83354932,424,54342536.4,0.405494902,0.780235941,1.924157212,0.336957603,1.544075642,4.582403335,1
death,MAY 2022,202220,all_ages_adj,all_types,693,144535541.6,424,54342536.4,0.479466844,0.780235941,1.627299051,0.330831005,1.544075642,4.66726401,1
death,MAY 2022,202221,5-11,all_types,1,5370915,1,13361564,0.0186188,0.00748415,0.401967539,,,,0
death,MAY 2022,202221,12-17,all_types,0,9976769,2,6347890,0,0.0315065,,,,,0
death,MAY 2022,202221,18-29,all_types,1,22346801,6,11966513.45,0.00447491,0.0501399,11.20466764,,,,1
death,MAY 2022,202221,30-49,all_types,24,41143055,23,12954697.3,0.0583331,0.177541779,3.043587984,,,,1
death,MAY 2022,202221,50-64,all_types,74,33713654,69,6463020.6,0.219495638,1.067612255,4.863933809,,,,1
death,MAY 2022,202221,65-79,all_types,232,24954796.55,151,2058199.1,0.929680992,7.336510836,7.891428246,,,,1
death,MAY 2022,202221,80+,all_types,423,7189760,233,1043805.95,5.883367456,22.32215672,3.794112281,,,,1
death,MAY 2022,202221,all_ages_adj,Janssen,40,10972678,485,54195690.4,0.364541819,0.894905105,2.454876389,0.394126055,1.775674604,4.505346911,1
death,MAY 2022,202221,all_ages_adj,Moderna,315,50196700,485,54195690.4,0.627531292,0.894905105,1.426072479,0.318662204,1.775674604,5.572278683,1
death,MAY 2022,202221,all_ages_adj,Pfizer,396,83463431,485,54195690.4,0.474459287,0.894905105,1.88615784,0.392898041,1.775674604,4.519428503,1
death,MAY 2022,202221,all_ages_adj,all_types,755,144695750.6,485,54195690.4,0.521784501,0.894905105,1.71508564,0.361051358,1.775674604,4.918066547,1
death,JUN 2022,202222,5-11,all_types,0,5394500,0,13338753,0,0,,,,,0
death,JUN 2022,202222,12-17,all_types,1,9990001,2,6334641,0.01001,0.0315724,3.154085922,,,,0
death,JUN 2022,202222,18-29,all_types,2,22370284,4,11940308.45,0.0089404,0.0335,3.74701945,,,,1
death,JUN 2022,202222,30-49,all_types,25,41168630,19,12929915.3,0.0607258,0.146946052,2.41982705,,,,1
death,JUN 2022,202222,50-64,all_types,78,33745273,71,6446674.6,0.231143485,1.101343009,4.764759038,,,,1
death,JUN 2022,202222,65-79,all_types,241,24988246.55,170,2048894.1,0.964453426,8.297158941,8.602964866,,,,1
death,JUN 2022,202222,80+,all_types,479,7201776,242,1039559.95,6.651137164,23.27908073,3.500015134,,,,1
death,JUN 2022,202222,all_ages_adj,Janssen,45,10978090,508,54078746.4,0.40990737,0.939370887,2.291666255,0.445954168,1.897671801,4.255306792,1
death,JUN 2022,202222,all_ages_adj,Moderna,361,50247589,508,54078746.4,0.718442431,0.939370887,1.307510312,0.371961673,1.897671801,5.101793921,1
death,JUN 2022,202222,all_ages_adj,Pfizer,418,83573666,508,54078746.4,0.50015755,0.939370887,1.878149971,0.413786923,1.897671801,4.586108686,1
death,JUN 2022,202222,all_ages_adj,all_types,826,144858710.6,508,54078746.4,0.570210792,0.939370887,1.647409873,0.394337771,1.897671801,4.812300369,1
death,JUN 2022,202223,5-11,all_types,0,5422023,1,13310492,0,0.00751287,,,,,0
death,JUN 2022,202223,12-17,all_types,2,10003933,1,6319847,0.0199921,0.0158232,0.791469556,,,,0
death,JUN 2022,202223,18-29,all_types,2,22392842,3,11910221.45,0.0089314,0.0251884,2.820204741,,,,1
death,JUN 2022,202223,30-49,all_types,23,41193730,20,12900931.3,0.0558337,0.155027568,2.776592941,,,,1
death,JUN 2022,202223,50-64,all_types,74,33778384,76,6428050.6,0.219075016,1.182318011,5.396863755,,,,1
death,JUN 2022,202223,65-79,all_types,274,25021461.55,135,2037958.1,1.095059933,6.624277506,6.049237406,,,,1
death,JUN 2022,202223,80+,all_types,496,7213524,274,1034520.95,6.875973519,26.48568886,3.851918392,,,,1
death,JUN 2022,202223,all_ages_adj,Janssen,55,10983380,510,53942021.4,0.500756598,0.945459563,1.88806212,0.511871785,1.859010204,3.631788778,1
death,JUN 2022,202223,all_ages_adj,Moderna,355,50296842,510,53942021.4,0.705809721,0.945459563,1.339538881,0.363486666,1.859010204,5.114383493,1
death,JUN 2022,202223,all_ages_adj,Pfizer,460,83689545,510,53942021.4,0.549650497,0.945459563,1.720110449,0.451252249,1.859010204,4.119669667,1
death,JUN 2022,202223,all_ages_adj,all_types,871,145025897.6,510,53942021.4,0.600582389,0.945459563,1.574237908,0.412815787,1.859010204,4.503243973,1
death,JUN 2022,202224,5-11,all_types,0,5445205,0,13282823,0,0,,,,,0
death,JUN 2022,202224,12-17,all_types,0,10016498,0,6304838,0,0,,,,,0
death,JUN 2022,202224,18-29,all_types,1,22412862,5,11882459.45,0.00446172,0.0420788,9.431070266,,,,1
death,JUN 2022,202224,30-49,all_types,26,41215098,25,12874017.3,0.063083679,0.194189579,3.078285589,,,,1
death,JUN 2022,202224,50-64,all_types,81,33802755,81,6411872.6,0.239625439,1.263281494,5.271900599,,,,1
death,JUN 2022,202224,65-79,all_types,263,25042830.55,177,2029343.4,1.050200773,8.722032949,8.305110008,,,,1
death,JUN 2022,202224,80+,all_types,504,7220914,263,1030310.95,6.979725835,25.52627437,3.657203016,,,,1
death,JUN 2022,202224,all_ages_adj,Janssen,58,10987263,551,53815664.7,0.527883969,1.023865455,1.939565349,0.619147248,2.060815045,3.328473237,1
death,JUN 2022,202224,all_ages_adj,Moderna,363,50332713,551,53815664.7,0.721200941,1.023865455,1.419667385,0.371129555,2.060815045,5.552818459,1
death,JUN 2022,202224,all_ages_adj,Pfizer,450,83781646,551,53815664.7,0.537110479,1.023865455,1.906247401,0.441941537,2.060815045,4.663094265,1
death,JUN 2022,202224,all_ages_adj,all_types,875,145156162.6,551,53815664.7,0.602799071,1.023865455,1.698518633,0.41512614,2.060815045,4.964310481,1
death,JUN 2022,202225,5-11,all_types,0,5470134,3,13255243,0,0.0226326,,,,,0
death,JUN 2022,202225,12-17,all_types,0,10029956,0,6291077,0,0,,,,,0
death,JUN 2022,202225,18-29,all_types,2,22434928,13,11856061.45,0.0089147,0.109648554,12.29978713,,,,1
death,JUN 2022,202225,30-49,all_types,12,41238367,35,12849025.3,0.0290991,0.272394203,9.360910077,,,,1
death,JUN 2022,202225,50-64,all_types,91,33827695,79,6396545.6,0.269010348,1.235041614,4.591056156,,,,1
death,JUN 2022,202225,65-79,all_types,299,25064563.55,194,2021434.4,1.192919236,9.597145473,8.045092394,,,,1
death,JUN 2022,202225,80+,all_types,493,7228552,235,1026763.4,6.820176434,22.88745392,3.355844843,,,,1
death,JUN 2022,202225,all_ages_adj,Janssen,66,10992168,559,53696150.15,0.600427504,1.041042977,1.733836257,0.64368073,2.088990234,3.245382588,1
death,JUN 2022,202225,all_ages_adj,Moderna,393,50369609,559,53696150.15,0.780232382,1.041042977,1.334272969,0.390864583,2.088990234,5.344537025,1
death,JUN 2022,202225,all_ages_adj,Pfizer,433,83879791,559,53696150.15,0.516214925,1.041042977,2.016685158,0.419383695,2.088990234,4.981095492,1
death,JUN 2022,202225,all_ages_adj,all_types,897,145294195.6,559,53696150.15,0.61736809,1.041042977,1.686259775,0.418010097,2.088990234,4.997463574,1
death,JUN 2022,202226,5-11,all_types,0,5495018,1,13228692,0,0.00755933,,,,,0
death,JUN 2022,202226,12-17,all_types,0,10042618,0,6277920,0,0,,,,,0
death,JUN 2022,202226,18-29,all_types,3,22456356,5,11829709.45,0.0133592,0.0422665,3.163835947,,,,1
death,JUN 2022,202226,30-49,all_types,21,41260613,46,12824017.3,0.050896,0.358701949,7.047743953,,,,1
death,JUN 2022,202226,50-64,all_types,83,33849874,80,6382286.6,0.245200322,1.25346925,5.112021227,,,,1
death,JUN 2022,202226,65-79,all_types,321,25082846.55,214,2014127.9,1.279759055,10.62494591,8.302301805,,,,1
death,JUN 2022,202226,80+,all_types,507,7234781,297,1023578.4,7.007814058,29.01585262,4.140499788,,,,1
death,JUN 2022,202226,all_ages_adj,Janssen,52,10996671,643,53580331.65,0.47287038,1.200067227,2.537835475,0.514758823,2.429347708,4.719390134,1
death,JUN 2022,202226,all_ages_adj,Moderna,433,50402372,643,53580331.65,0.859086553,1.200067227,1.396910734,0.434669387,2.429347708,5.588955149,1
death,JUN 2022,202226,all_ages_adj,Pfizer,450,83971475,643,53580331.65,0.535896267,1.200067227,2.23936478,0.436091067,2.429347708,5.570734862,1
death,JUN 2022,202226,all_ages_adj,all_types,935,145422106.6,643,53580331.65,0.64295589,1.200067227,1.866484536,0.437500532,2.429347708,5.552788007,1
death,JUL 2022,202227,5-11,all_types,0,5518483,0,13205089,0,0,,,,,0
death,JUL 2022,202227,12-17,all_types,1,10054658,3,6266842,0.0099456,0.047871,4.813265437,,,,0
death,JUL 2022,202227,18-29,all_types,2,22475757,4,11807901.45,0.0088985,0.0338756,3.806901183,,,,1
death,JUL 2022,202227,30-49,all_types,38,41280759,24,12803576.3,0.092052571,0.187447627,2.036310614,,,,1
death,JUL 2022,202227,50-64,all_types,99,33869848,102,6369028.6,0.292295377,1.601500109,5.479046998,,,,1
death,JUL 2022,202227,65-79,all_types,308,25098509.55,214,2007751.9,1.227164503,10.65868746,8.685622371,,,,1
death,JUL 2022,202227,80+,all_types,518,7240118,317,1021149.4,7.154579525,31.04344967,4.338962137,,,,1
death,JUL 2022,202227,all_ages_adj,Janssen,63,11000977,664,53481338.65,0.572676409,1.241554562,2.16798622,0.598029607,2.507325682,4.192644732,1
death,JUL 2022,202227,all_ages_adj,Moderna,459,50431432,664,53481338.65,0.910146672,1.241554562,1.364125806,0.475106162,2.507325682,5.277400885,1
death,JUL 2022,202227,all_ages_adj,Pfizer,441,84055413,664,53481338.65,0.524653897,1.241554562,2.366425884,0.43194352,2.507325682,5.804753553,1
death,JUL 2022,202227,all_ages_adj,all_types,966,145538132.6,664,53481338.65,0.663743572,1.241554562,1.870533462,0.458760372,2.507325682,5.465436498,1
death,JUL 2022,202228,5-11,all_types,0,5541680,1,13173530,0,0.00759098,,,,,0
death,JUL 2022,202228,12-17,all_types,1,10066737,0,6252770,0.0099337,0,0,,,,0
death,JUL 2022,202228,18-29,all_types,2,22495324,6,11779719.45,0.0088907,0.050935,5.728996542,,,,1
death,JUL 2022,202228,30-49,all_types,34,41300289,40,12775640.3,0.082323879,0.313095853,3.803220359,,,,1
death,JUL 2022,202228,50-64,all_types,93,33887679,89,6350465.6,0.274436027,1.401472043,5.106734917,,,,1
death,JUL 2022,202228,65-79,all_types,350,25112302.55,207,1997468.9,1.393739181,10.36311504,7.435476579,,,,1
death,JUL 2022,202228,80+,all_types,566,7244806,332,1017493.4,7.81249353,32.62920428,4.176541606,,,,1
death,JUL 2022,202228,all_ages_adj,Janssen,42,11004662,675,53347087.65,0.381656429,1.265298688,3.315281997,0.415453942,2.542997682,6.121009868,1
death,JUL 2022,202228,all_ages_adj,Moderna,485,50456963,675,53347087.65,0.961215204,1.265298688,1.316353177,0.489974609,2.542997682,5.190060128,1
death,JUL 2022,202228,all_ages_adj,Pfizer,516,84137528,675,53347087.65,0.613281626,1.265298688,2.063160926,0.502143235,2.542997682,5.064287449,1
death,JUL 2022,202228,all_ages_adj,all_types,1046,145648817.6,675,53347087.65,0.718165803,1.265298688,1.761847588,0.492904869,2.542997682,5.159205849,1
death,JUL 2022,202229,5-11,all_types,1,5561639,0,13139145,0.0179803,0,0,,,,0
death,JUL 2022,202229,12-17,all_types,0,10076775,0,6238551,0,0,,,,,0
death,JUL 2022,202229,18-29,all_types,4,22512869,8,11753018.45,0.0177676,0.068067621,3.830993561,,,,1
death,JUL 2022,202229,30-49,all_types,27,41317599,26,12749146.3,0.065347456,0.203935223,3.120782884,,,,1
death,JUL 2022,202229,50-64,all_types,88,33903618,91,6330949.6,0.259559319,1.437383106,5.537782698,,,,1
death,JUL 2022,202229,65-79,all_types,310,25123868.55,193,1986856.9,1.233886411,9.713834952,7.872552015,,,,1
death,JUL 2022,202229,80+,all_types,529,7248410,316,1013651.4,7.298152284,31.17442545,4.271550419,,,,1
death,JUL 2022,202229,all_ages_adj,Janssen,65,11008259,634,53211318.65,0.590465758,1.191475829,2.017857618,0.623123512,2.398023054,3.848391223,1
death,JUL 2022,202229,all_ages_adj,Moderna,409,50479829,634,53211318.65,0.810224615,1.191475829,1.470550027,0.417666499,2.398023054,5.741478096,1
death,JUL 2022,202229,all_ages_adj,Pfizer,482,84207921,634,53211318.65,0.572392709,1.191475829,2.081570591,0.468814305,2.398023054,5.115080805,1
death,JUL 2022,202229,all_ages_adj,all_types,959,145744778.6,634,53211318.65,0.657999559,1.191475829,1.810754753,0.453118853,2.398023054,5.292260602,1
death,JUL 2022,202230,5-11,all_types,0,5584802,1,13102259,0,0.00763227,,,,,0
death,JUL 2022,202230,12-17,all_types,0,10087841,0,6223619,0,0,,,,,0
death,JUL 2022,202230,18-29,all_types,0,22532475,3,11726915.45,0,0.0255822,,,,,1
death,JUL 2022,202230,30-49,all_types,16,41337585,24,12723777.3,0.0387057,0.188623232,4.873268059,,,,1
death,JUL 2022,202230,50-64,all_types,71,33925556,76,6314462.6,0.209281758,1.203586193,5.751032505,,,,1
death,JUL 2022,202230,65-79,all_types,254,25141354.55,188,1978245.9,1.01028765,9.503368616,9.406596842,,,,1
death,JUL 2022,202230,80+,all_types,448,7253799,263,1010188.4,6.176074082,26.03474758,4.215420222,,,,1
death,JUL 2022,202230,all_ages_adj,Janssen,45,11012345,555,53079467.65,0.408632312,1.045602046,2.558784549,0.440080425,2.143679206,4.871107835,1
death,JUL 2022,202230,all_ages_adj,Moderna,360,50511313,555,53079467.65,0.712711626,1.045602046,1.467075896,0.360000181,2.143679206,5.954661474,1
death,JUL 2022,202230,all_ages_adj,Pfizer,382,84292213,555,53079467.65,0.453185397,1.045602046,2.307228021,0.371136574,2.143679206,5.775984787,1
death,JUL 2022,202230,all_ages_adj,all_types,789,145863412.6,555,53079467.65,0.540917003,1.045602046,1.933017524,0.368679733,2.143679206,5.814475317,1
