outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
death,MAR 2022,202212,all_ages,Moderna,35,24060320,42,21567643,237,38167688.45,0.145467724,0.194736161,0.620944075,4.268603756,3.188642889,0.0618133,0.14756997,1.059349315,17.13789854,7.178623889,1
death,MAR 2022,202212,all_ages,Pfizer,36,32507322,29,38885824,237,38225899.45,0.110744281,0.074577306,0.619998492,5.598469613,8.313500767,0.0621835,0.09254057,1.059349315,17.0358549,11.4474043,1
death,MAR 2022,202212,all_ages,all_types,78,59961367,80,67128655,237,38225899.45,0.130083759,0.119174144,0.619998492,4.766148346,5.202458106,0.065211986,0.12255637,1.059349315,16.24470261,8.643771963,1
death,MAR 2022,202213,12-17,all_types,0,2130438,0,6923058,1,5968995,0,0,0.0167532,,,,,,,,0
death,MAR 2022,202213,18-49,all_types,1,22333565,6,35865259,12,23142564.55,0.00447757,0.0167293,0.0518525,11.58051345,3.099506014,,,,,,1
death,MAR 2022,202213,50-64,all_types,4,16393513,9,14505637,31,6019649.6,0.0243999,0.0620448,0.514980141,21.10583409,8.300127765,,,,,,1
death,MAR 2022,202213,65+,all_types,67,19460427,51,9624526,123,2973960.3,0.344288437,0.529896226,4.135899191,12.01289019,7.805111628,,,,,,1
death,MAR 2022,202213,all_ages,Janssen,2,3371764,3,6628168,167,38047535.45,0.0593161,0.0452614,0.438924619,7.399751145,9.697553713,0.0497945,0.0482554,0.755264282,15.16763274,15.65138417,1
death,MAR 2022,202213,all_ages,Moderna,37,24173408,28,21494049,167,38047535.45,0.153060752,0.130268615,0.438924619,2.867649701,3.369381167,0.061523,0.098637732,0.755264282,12.27612238,7.65695103,1
death,MAR 2022,202213,all_ages,Pfizer,33,32729003,35,38762173,167,38105169.45,0.100828003,0.090294215,0.438260746,4.346617357,4.853696819,0.0578607,0.114140481,0.755247323,13.05285288,6.616822703,1
death,MAR 2022,202213,all_ages,all_types,72,60317943,66,66918480,167,38105169.45,0.119367466,0.098627464,0.438260746,3.671525932,4.443597422,0.0594716,0.101501387,0.755247323,12.69930029,7.440758664,1
