outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
case,SEP 2021,202138,18-49,all_types,132,319803,48206,51230638,161473,34072004,41.27541017,94.09603683,473.9169437,11.48182275,5.036523956,,,,,,0
case,SEP 2021,202138,50-64,all_types,145,412535,25721,29381214,44157,9516862,35.14853285,87.54233232,463.9869739,13.2007494,5.300144074,,,,,,0
case,SEP 2021,202138,65+,all_types,258,972306,24968,28334432,23071,4724620.55,26.53485631,88.118936,488.3143473,18.40275077,5.541537034,,,,,,1
case,SEP 2021,202138,all_ages,Janssen,12,29243,9238,9282707,228701,48313486.55,41.03546148,99.51838402,473.3688589,11.53560462,4.756597121,42.79106568,98.73166718,474.362129,11.08554137,4.804559089,0
case,SEP 2021,202138,all_ages,Moderna,190,750807,31989,43028131,228701,48313486.55,25.30610397,74.34438647,473.3688589,18.70571857,6.367244138,34.56279031,76.21770805,474.362129,13.72464794,6.223778451,0
case,SEP 2021,202138,all_ages,Pfizer,333,920344,57541,56569407,228701,48313486.55,36.18212321,101.7175237,473.3688589,13.08294862,4.653759171,40.050119,101.7329772,474.362129,11.84421272,4.662815758,0
case,SEP 2021,202138,all_ages,all_types,535,1704644,98895,108946284,228701,48313486.55,31.3848522,90.77409194,473.3688589,15.08271748,5.21480137,37.52770597,91.75423194,474.362129,12.64031778,5.169920983,0
case,SEP 2021,202139,18-49,all_types,143,398128,46167,52129277,137039,33428110,35.91809669,88.56251737,409.9513852,11.41350525,4.628949102,,,,,,0
case,SEP 2021,202139,50-64,all_types,167,505826,24898,29586377,38901,9331038,33.01530566,84.15359542,416.8989559,12.62744499,4.954024292,,,,,,0
case,SEP 2021,202139,65+,all_types,297,1235602,23925,28190101,20847,4539529.55,24.03686624,84.87021739,459.2326092,19.10534446,5.410998385,,,,,,1
case,SEP 2021,202139,all_ages,Janssen,15,33216,8748,9359249,196787,47298677.55,45.15895954,93.46903795,416.0518014,9.213051091,4.451225888,46.76693718,92.78241312,419.7460673,8.975273828,4.523983082,0
case,SEP 2021,202139,all_ages,Moderna,208,886117,30983,43381288,196787,47298677.55,23.47319824,71.42019389,416.0518014,17.72454683,5.825408457,29.08829461,72.8914879,419.7460673,14.43006793,5.758505957,0
case,SEP 2021,202139,all_ages,Pfizer,383,1215171,55183,57099331,196787,47298677.55,31.51819785,96.64386436,416.0518014,13.20036772,4.304999642,35.2124571,96.2840581,419.7460673,11.92038562,4.359455507,0
case,SEP 2021,202139,all_ages,all_types,607,2139556,94990,109905755,196787,47298677.55,28.37037217,86.42859512,416.0518014,14.66501035,4.813821176,33.308631,87.04306801,419.7460673,12.60172078,4.822280244,0
case,OCT 2021,202140,18-49,all_types,195,483007,43696,52940318,120535,32865940,40.37208571,82.53822729,366.7474595,9.084184112,4.443364869,,,,,,0
case,OCT 2021,202140,50-64,all_types,170,605909,23633,29756722,34865,9165362,28.05701846,79.42071039,380.3995958,13.55809051,4.789677578,,,,,,0
case,OCT 2021,202140,65+,all_types,344,1572617,22811,27962757,19022,4384362.55,21.8743661,81.57636245,433.8601058,19.8341796,5.31845369,,,,,,1
case,OCT 2021,202140,all_ages,Janssen,15,36609,8411,9430184,174422,46415664.55,40.9735311,89.19232117,375.7826193,9.171350606,4.213172326,38.07239832,88.95666257,380.9328363,10.00548568,4.282229406,0
case,OCT 2021,202140,all_ages,Moderna,245,1018229,29889,43640026,174422,46415664.55,24.06138501,68.4898767,375.7826193,15.6176637,5.486688506,36.45795503,69.52174465,380.9328363,10.44855193,5.479333671,0
case,OCT 2021,202140,all_ages,Pfizer,447,1600901,51714,57523816,174422,46415664.55,27.92177655,89.90015544,375.7826193,13.45840651,4.179999661,33.74692147,89.32700004,380.9328363,11.28792849,4.264475871,0
case,OCT 2021,202140,all_ages,all_types,709,2661533,90140,110659797,174422,46415664.55,26.63878299,81.45686369,375.7826193,14.10659862,4.613271396,34.73440805,81.74459608,380.9328363,10.96701679,4.660036927,0
case,OCT 2021,202141,18-49,all_types,204,747895,39841,53407098,102463,32367768,27.2765562,74.59869847,316.5587445,11.60552462,4.243488841,,,,,,0
case,OCT 2021,202141,50-64,all_types,190,871807,21465,29711255,30443,9014636,21.79381446,72.24534945,337.70637,15.49551459,4.67443749,,,,,,0
case,OCT 2021,202141,65+,all_types,465,2759081,20017,26898519,17014,4253506.55,16.85343779,74.41673648,399.999384,23.73399356,5.375126658,,,,,,1
case,OCT 2021,202141,all_ages,Janssen,7,40136,7720,9494097,149920,45635910.55,17.44070162,81.31368365,328.5132217,18.83600952,4.040073047,18.28185674,80.94474948,335.0386269,18.32629101,4.139102648,0
case,OCT 2021,202141,all_ages,Moderna,217,1131760,27761,43838471,149920,45635910.55,19.1736764,63.3256575,328.5132217,17.13355409,5.187679602,24.288704,63.92266187,335.0386269,13.79401004,5.24131219,0
case,OCT 2021,202141,all_ages,Pfizer,633,3199094,45740,56619957,149920,45635910.55,19.78685215,80.78423656,328.5132217,16.60260152,4.066551046,24.68881146,80.45989979,335.0386269,13.57046399,4.164044794,0
case,OCT 2021,202141,all_ages,all_types,859,4378783,81323,110016872,149920,45635910.55,19.6173229,73.91866222,328.5132217,16.74607812,4.444252802,24.39411237,74.09225053,335.0386269,13.73440533,4.521911866,0
case,OCT 2021,202142,18-49,all_types,238,1117209,38144,53688094,93722,31914563,21.30308653,71.04740951,293.6653088,13.78510614,4.133371095,,,,,,0
case,OCT 2021,202142,50-64,all_types,257,1252198,20866,29526057,27315,8868102,20.52391076,70.66978161,308.0140486,15.00757103,4.358497246,,,,,,0
case,OCT 2021,202142,65+,all_types,607,3995297,18133,25774634,15402,4141791.25,15.19286301,70.35211441,371.8680897,24.47649857,5.285812556,,,,,,1
case,OCT 2021,202142,all_ages,Janssen,8,48854,7654,9548126,136439,44924456.25,16.37532239,80.16232714,303.707627,18.54666551,3.788657812,17.36578027,79.64732842,309.8797196,17.84427275,3.890648008,0
case,OCT 2021,202142,all_ages,Moderna,228,1260727,26695,43940922,136439,44924456.25,18.08480345,60.75202519,303.707627,16.79352655,4.999135848,20.49137004,61.09354705,309.8797196,15.12245004,5.072216864,0
case,OCT 2021,202142,all_ages,Pfizer,864,5044872,42601,55437148,136439,44924456.25,17.12630172,76.84558376,303.707627,17.73340398,3.952180621,20.0595625,76.47212381,309.8797196,15.44797997,4.052191886,0
case,OCT 2021,202142,all_ages,all_types,1102,6364704,77143,108988785,136439,44924456.25,17.31423802,70.78067711,303.707627,17.54091786,4.29082681,20.1052887,70.85272794,309.8797196,15.41284606,4.373575,0
case,OCT 2021,202143,18-49,all_types,447,1504810,41240,53865053,95147,31444496,29.70474678,76.56169948,302.5871364,10.18649102,3.95219984,,,,,,0
case,OCT 2021,202143,50-64,all_types,358,1672359,21845,29274554,27628,8679466,21.40688692,74.62111976,318.3145138,14.86972464,4.265742927,,,,,,0
case,OCT 2021,202143,65+,all_types,799,5059784,18077,24805595,15029,3967269.25,15.79118792,72.87468815,378.824805,23.98963313,5.198304303,,,,,,1
case,OCT 2021,202143,all_ages,Janssen,38,76815,8195,9581275,137804,44091231.25,49.46950465,85.53141414,312.542871,6.317889641,3.654129587,49.68814711,85.13735458,318.7454887,6.414920001,3.743897027,0
case,OCT 2021,202143,all_ages,Moderna,303,1470540,29096,43950655,137804,44091231.25,20.60467583,66.20151622,312.542871,15.16854104,4.721083274,30.79494198,66.92109754,318.7454887,10.35057929,4.7630045,0
case,OCT 2021,202143,all_ages,Pfizer,1261,6677760,43552,54351834,137804,44091231.25,18.88357773,80.12977078,312.542871,16.5510411,3.900458817,24.61386733,79.97043048,318.7454887,12.94983371,3.985791834,0
case,OCT 2021,202143,all_ages,all_types,1604,8236953,81162,107945202,137804,44091231.25,19.47322026,75.18814963,312.542871,16.04988116,4.156810249,25.65923254,75.54184925,318.7454887,12.4222534,4.219455731,0
case,NOV 2021,202144,18-49,all_types,678,1928117,48441,53944151,98124,30980321,35.1638412,89.79842875,316.7300946,9.007266663,3.527122902,,,,,,0
case,NOV 2021,202144,50-64,all_types,472,2144830,23029,28952592,27793,8494189,22.0064061,79.54037414,327.20016,14.86840507,4.11363617,,,,,,0
case,NOV 2021,202144,65+,all_types,976,6096627,17370,23857167,14704,3821957.25,16.00885211,72.80830955,384.7243451,24.03197572,5.284071934,,,,,,1
case,NOV 2021,202144,all_ages,Janssen,19,125804,9584,9596277,140621,43296467.25,15.10285842,99.87206497,324.7863138,21.50495654,3.252023616,16.47047604,99.75105332,330.4226814,20.06151375,3.312473106,0
case,NOV 2021,202144,all_ages,Moderna,336,1852728,31256,43772004,140621,43296467.25,18.13541977,71.40637198,324.7863138,17.90894934,4.548422008,25.97274215,74.17135503,330.4226814,12.72190204,4.454855668,0
case,NOV 2021,202144,all_ages,Pfizer,1767,8177673,47703,53325385,140621,43296467.25,21.6076138,89.45645681,324.7863138,15.03110509,3.630663738,30.31153129,89.93661381,330.4226814,10.90089043,3.673950657,0
case,NOV 2021,202144,all_ages,all_types,2126,10169574,88840,106753910,140621,43296467.25,20.90549712,83.21943431,324.7863138,15.53592875,3.902770027,29.24406144,84.8330415,330.4226814,11.2987959,3.894976244,0
case,NOV 2021,202145,18-49,all_types,873,2636873,53359,53688105,106638,30544963,33.10739653,99.38700574,349.1181181,10.54501878,3.512713916,,,,,,0
case,NOV 2021,202145,50-64,all_types,709,2992046,26188,28252118,30919,8320464,23.69615975,92.69393537,371.6018722,15.68194493,4.008912457,,,,,,0
case,NOV 2021,202145,65+,all_types,1279,8149109,17991,21931189,15917,3702102.6,15.69496739,82.03385599,429.9448643,27.39380425,5.241066132,,,,,,1
case,NOV 2021,202145,all_ages,Janssen,101,368802,10712,9426115,153474,42567529.6,27.38596862,113.6417283,360.5424168,13.1652242,3.172623491,28.4222634,113.7064783,367.422887,12.9272916,3.231327649,0
case,NOV 2021,202145,all_ages,Moderna,560,3773803,34340,42090833,153474,42567529.6,14.83914237,81.58546066,360.5424168,24.29671525,4.419199376,20.85661681,83.79645212,367.422887,17.61661014,4.384706962,0
case,NOV 2021,202145,all_ages,Pfizer,2192,9618858,52280,52296989,153474,42567529.6,22.78856804,99.96751438,360.5424168,15.82119667,3.606595793,30.40518787,100.0147767,367.422887,12.08421696,3.673686021,0
case,NOV 2021,202145,all_ages,all_types,2861,13778028,97538,103871412,153474,42567529.6,20.76494546,93.90264186,360.5424168,17.36303221,3.839534327,28.24119274,95.08006793,367.422887,13.01017596,3.864352382,0
case,NOV 2021,202146,18-49,all_types,1308,3550602,57757,53199767,113297,30075543,36.83882339,108.566265,376.7080781,10.22584446,3.469844691,,,,,,0
case,NOV 2021,202146,50-64,all_types,1015,4004939,28934,27381976,34448,8123542,25.34370686,105.6680497,424.051479,16.73202272,4.013052955,,,,,,0
case,NOV 2021,202146,65+,all_types,1710,10171049,18559,20028760,18158,3588641.6,16.81242515,92.6617524,505.9853288,30.09591563,5.460562915,,,,,,1
case,NOV 2021,202146,all_ages,Janssen,188,652659,11563,9227498,165903,41787726.6,28.80524133,125.3102412,397.0137011,13.78268964,3.168246245,31.88331869,124.7216584,408.2850022,12.80559926,3.273569381,0
case,NOV 2021,202146,all_ages,Moderna,1020,6030012,35970,40069259,165903,41787726.6,16.91538922,89.76956624,397.0137011,23.47056257,4.422586827,24.2807715,91.33824527,408.2850022,16.81515771,4.470033347,0
case,NOV 2021,202146,all_ages,Pfizer,2821,11023776,57466,51259596,165903,41787726.6,25.59014262,112.1077895,397.0137011,15.51432155,3.541356964,33.86808817,111.7770113,408.2850022,12.05515352,3.652674172,0
case,NOV 2021,202146,all_ages,all_types,4033,17726590,105250,100610503,165903,41787726.6,22.75113262,104.6113446,397.0137011,17.45028293,3.795130467,31.10652197,105.272688,408.2850022,13.1253826,3.878356389,0
case,NOV 2021,202147,18-49,all_types,1581,4579814,53165,52546735,100310,29620246,34.5210526,101.1766002,338.6535007,9.810057203,3.347152405,,,,,,0
case,NOV 2021,202147,50-64,all_types,1139,5002607,26379,26509071,31498,7925410,22.7681287,99.50933399,397.430543,17.45556468,3.99390215,,,,,,0
case,NOV 2021,202147,65+,all_types,1964,11789475,16559,18506378,17228,3518440.75,16.65892671,89.47726022,489.6487173,29.39257287,5.472325774,,,,,,1
case,NOV 2021,202147,all_ages,Janssen,248,906317,10458,9053634,149036,41064096.75,27.36349423,115.5116277,362.9350498,13.26347603,3.141978492,29.14752202,114.9740565,376.2383256,12.90807244,3.272375848,0
case,NOV 2021,202147,all_ages,Moderna,1313,8054558,32172,38244120,149036,41064096.75,16.30132901,84.12273573,362.9350498,22.26413868,4.314351485,21.83613977,85.29544241,376.2383256,17.23007498,4.411001513,0
case,NOV 2021,202147,all_ages,Pfizer,3114,12388195,53280,50212760,149036,41064096.75,25.1368339,106.1084872,362.9350498,14.43837563,3.420414893,32.84482925,105.7093252,376.2383256,11.45502455,3.559178198,0
case,NOV 2021,202147,all_ages,all_types,4684,21371896,96103,97562184,149036,41064096.75,21.91663295,98.50435493,362.9350498,16.55979962,3.684456896,29.10517039,98.84772745,376.2383256,12.92685528,3.806241532,0
case,DEC 2021,202148,18-49,all_types,2846,5845384,80663,51640618,153432,29147007,48.68799039,156.2006868,526.4073941,10.81185298,3.370070931,,,,,,0
case,DEC 2021,202148,50-64,all_types,2088,6203291,37832,25434249,44939,7720002.3,33.65955265,148.7443172,582.1112255,17.29408681,3.913502288,,,,,,1
case,DEC 2021,202148,65+,all_types,3478,13305590,21537,17081772,22964,3435239.75,26.13938954,126.0817672,668.4831823,25.57378708,5.301981384,,,,,,1
case,DEC 2021,202148,all_ages,Janssen,522,1163601,15125,8871697,221335,40302249.05,44.86073835,170.4859848,549.1877134,12.24205694,3.2213071,49.2412016,169.5164447,561.8526217,11.41021347,3.314443166,0
case,DEC 2021,202148,all_ages,Moderna,2405,10126723,45565,36362280,221335,40302249.05,23.74904498,125.308424,549.1877134,23.12462307,4.382687898,30.04541469,127.8656013,561.8526217,18.70011207,4.394087354,0
case,DEC 2021,202148,all_ages,Pfizer,5469,14038547,79043,48873180,221335,40302249.05,38.95702312,161.7308307,549.1877134,14.09727103,3.395689684,47.670287,161.1625889,561.8526217,11.78622276,3.486247184,0
case,DEC 2021,202148,all_ages,all_types,8412,25354265,140032,94156639,221335,40302249.05,33.17784996,148.7223859,549.1877134,16.55284215,3.692703759,41.81237413,149.5659331,561.8526217,13.43747236,3.756554787,0
case,DEC 2021,202149,18-49,all_types,3772,7320643,74579,50481429,141480,28606342,51.52552856,147.7355168,494.5756434,9.598652497,3.347709842,,,,,,0
case,DEC 2021,202149,50-64,all_types,2517,7502964,33924,24247974,42923,7499770.3,33.54674233,139.904472,572.324195,17.06049993,4.090821307,,,,,,1
case,DEC 2021,202149,65+,all_types,3450,14449514,18191,16007370,22385,3363314.75,23.87623556,113.6414039,665.5636378,27.87556841,5.856700241,,,,,,1
case,DEC 2021,202149,all_ages,Janssen,669,1401535,13604,8699029,206788,39469427.05,47.73337805,156.3852701,523.919437,10.97595558,3.350184046,51.58473824,155.1392498,539.3975598,10.45653382,3.476860694,0
case,DEC 2021,202149,all_ages,Moderna,2899,12002041,41313,34646230,206788,39469427.05,24.1542251,119.2424111,523.919437,21.6905918,4.39373401,34.63863709,122.0346154,539.3975598,15.57213577,4.420037363,0
case,DEC 2021,202149,all_ages,Pfizer,6158,15841599,71578,47344525,206788,39469427.05,38.87233858,151.1853799,523.919437,13.47795003,3.465410725,47.68858552,150.5723892,539.3975598,11.3108316,3.582313881,0
case,DEC 2021,202149,all_ages,all_types,9739,29273121,126694,90736773,206788,39469427.05,33.26942829,139.6280646,523.919437,15.74777398,3.752250227,43.18534609,140.3482167,539.3975598,12.49029147,3.843280466,0
case,DEC 2021,202150,18-49,all_types,15714,8868544,149089,49243709,202989,28093971,177.188048,302.7574548,722.5358067,4.077790883,2.38651698,,,,,,0
case,DEC 2021,202150,50-64,all_types,6633,8826317,44551,23038342,48049,7316026.65,75.15025803,193.3776311,656.7636,8.739339254,3.396274927,,,,,,1
case,DEC 2021,202150,65+,all_types,6292,15483415,19053,15041449,22733,3300984.75,40.63703001,126.6699771,688.6732815,16.94693932,5.436752239,,,,,,1
case,DEC 2021,202150,all_ages,Janssen,2038,1628354,20049,8534934,273771,38710982.4,125.1570604,234.9051557,707.2179083,5.650643326,3.010652986,153.5833942,234.6906483,703.4816287,4.580453716,2.997484705,0
case,DEC 2021,202150,all_ages,Moderna,8730,13844007,67721,32963809,273771,38710982.4,63.05977742,205.4404574,707.2179083,11.21503972,3.442447106,109.3274497,222.5963018,703.4816287,6.434629459,3.160347334,0
case,DEC 2021,202150,all_ages,Pfizer,17845,17675809,124697,45779828,273771,38710982.4,100.9571896,272.3841601,707.2179083,7.00512674,2.596398807,145.9615005,272.9722537,703.4816287,4.819638236,2.577117708,0
case,DEC 2021,202150,all_ages,all_types,28639,33178276,212693,87323500,273771,38710982.4,86.31852963,243.5690278,707.2179083,8.193118109,2.903562553,133.3222963,250.6765449,703.4816287,5.276548998,2.806332077,0
case,DEC 2021,202151,18-49,all_types,46797,10853946,332050,47603314,378260,27535764,431.1519516,697.5354699,1373.704394,3.186125887,1.969368517,,,,,,0
case,DEC 2021,202151,50-64,all_types,22955,10404693,89905,21587405,76632,7125363.65,220.6215984,416.4696961,1075.481951,4.874780888,2.582377448,,,,,,1
case,DEC 2021,202151,65+,all_types,18124,16611705,30332,13986931,32788,3243403.3,109.1037916,216.8595813,1010.913444,9.265612398,4.66160378,,,,,,1
case,DEC 2021,202151,all_ages,Janssen,5700,1907497,36691,8325752,487680,37904530.95,298.8209156,440.6929248,1286.600804,4.305591533,2.919495031,346.0715351,438.9241844,1251.680516,3.616825972,2.851700956,0
case,DEC 2021,202151,all_ages,Moderna,28104,15972554,145748,31012610,487680,37904530.95,175.9518234,469.9636696,1286.600804,7.312233426,2.737660137,283.3399871,511.5386023,1251.680516,4.417592196,2.446893569,0
case,DEC 2021,202151,all_ages,Pfizer,54013,19957494,269508,43796995,487680,37904530.95,270.6401916,615.3572865,1286.600804,4.753916248,2.090819159,366.1371264,613.906069,1251.680516,3.418611296,2.038879528,0
case,DEC 2021,202151,all_ages,all_types,87876,37870344,452287,83177650,487680,37904530.95,232.044367,543.7602529,1286.600804,5.544632783,2.366117783,333.7823865,558.9058705,1251.680516,3.749989714,2.239519358,0
case,DEC 2021,202152,12-17,all_types,462,146626,81163,8593129,95636,7022475,315.0873651,944.5104339,1361.856041,4.322153763,1.441864475,,,,,,0
case,DEC 2021,202152,18-49,all_types,112276,12767287,683031,45998983,797766,27068084,879.4037449,1484.882829,2947.256998,3.351426481,1.984841458,,,,,,0
case,DEC 2021,202152,50-64,all_types,70723,11757086,219706,20344699,181541,6975972.65,601.5351083,1079.917673,2602.375455,4.326223722,2.409790598,,,,,,1
case,DEC 2021,202152,65+,all_types,63867,17505890,80103,13151838,77168,3201123.3,364.8314939,609.0631591,2410.653785,6.607581379,3.957970121,,,,,,1
case,DEC 2021,202152,all_ages,Janssen,14672,2161277,74484,8139345,1152111,44267654.95,678.8579159,915.1104911,2602.602287,3.833795299,2.844030652,699.3616526,854.727503,2638.328833,3.77248141,3.086748494,0
case,DEC 2021,202152,all_ages,Moderna,84238,17771342,333270,29395930,1152111,44267654.95,474.0103477,1133.728377,2602.602287,5.490602261,2.295613606,618.0865538,1138.03679,2638.328833,4.268542677,2.318315943,0
case,DEC 2021,202152,all_ages,Pfizer,148291,22209322,655652,50510840,1152111,44267654.95,667.6971048,1298.042163,2602.602287,3.897878646,2.005021379,746.0290638,1316.598439,2638.328833,3.536496044,2.003897889,0
case,DEC 2021,202152,all_ages,all_types,247328,42176889,1064003,88088649,1152111,44267654.95,586.4064559,1207.877533,2602.602287,4.438222432,2.154690535,691.9841421,1221.814195,2638.328833,3.812701293,2.159353561,0
case,JAN 2022,202201,12-17,all_types,2167,308258,152812,8493413,170074,6923470,702.9825666,1799.182496,2456.484971,3.494375377,1.365333965,,,,,,0
case,JAN 2022,202201,18-49,all_types,198281,14747418,856578,44296550,1012647,26588560,1344.513324,1933.735246,3808.581585,2.832684152,1.969546552,,,,,,0
case,JAN 2022,202201,50-64,all_types,114875,12995851,274480,19202566,247479,6835061.65,883.9359577,1429.392301,3620.728132,4.096143052,2.533054172,,,,,,1
case,JAN 2022,202201,65+,all_types,95710,18280680,104322,12429465,110391,3163287.6,523.5582046,839.3120701,3489.755405,6.665458347,4.157875871,,,,,,1
case,JAN 2022,202201,all_ages,Janssen,25483,2429024,95589,7914470,1540591,43510379.25,1049.104496,1207.775126,3540.743672,3.375015248,2.931624933,1060.080816,1134.32713,3585.538399,3.38232552,3.16093859,0
case,JAN 2022,202201,all_ages,Moderna,142651,19441842,426269,27875568,1540591,43510379.25,733.731917,1529.184984,3540.743672,4.825663966,2.315444966,987.588031,1543.631855,3585.538399,3.63060131,2.322793733,0
case,JAN 2022,202201,all_ages,Pfizer,242699,24424259,865508,48591506,1540591,43510379.25,993.6800949,1781.191964,3540.743672,3.563263157,1.987850689,1135.475198,1766.068544,3585.538399,3.157742596,2.030237395,0
case,JAN 2022,202201,all_ages,all_types,411033,46332207,1388192,84421994,1540591,43510379.25,887.1431486,1644.348746,3540.743672,3.991175131,2.153280245,1069.244544,1661.450378,3585.538399,3.353338036,2.158077332,0
case,JAN 2022,202202,12-17,all_types,2926,467357,145748,8393641,184457,6816098,626.0738579,1736.409742,2706.196419,4.322487491,1.558501058,,,,,,0
case,JAN 2022,202202,18-49,all_types,173499,16268154,623680,43024773,805271,26083350,1066.494699,1449.583476,3087.298986,2.8948095,2.129783511,,,,,,1
case,JAN 2022,202202,50-64,all_types,103409,13867803,215315,18412133,214083,6706472.05,745.6768747,1169.4191,3192.185077,4.280922724,2.729718608,,,,,,1
case,JAN 2022,202202,65+,all_types,91802,18770230,92114,11979200,103826,3131305.6,489.0829787,768.9495125,3315.741523,6.779507093,4.312040608,,,,,,1
case,JAN 2022,202202,all_ages,Janssen,22806,2629541,72849,7747261,1307637,42737225.65,867.2996542,940.3194239,3059.714289,3.527862918,3.253909482,880.110119,903.3605967,3101.580132,3.52408189,3.433379919,0
case,JAN 2022,202202,all_ages,Moderna,132668,20633455,331416,26805366,1307637,42737225.65,642.975207,1236.379313,3059.714289,4.758681604,2.474737532,836.6759345,1256.152037,3101.580132,3.707026824,2.469112051,0
case,JAN 2022,202202,all_ages,Pfizer,215923,26072196,671839,47217897,1307637,42737225.65,828.1734304,1422.848205,3059.714289,3.694533267,2.150415117,917.2410147,1384.861055,3101.580132,3.381423292,2.239632721,0
case,JAN 2022,202202,all_ages,all_types,371636,49373544,1076857,81809747,1307637,42737225.65,752.7027025,1316.294255,3059.714289,4.064970511,2.324491106,874.5733531,1324.778159,3101.580132,3.546392216,2.341207176,0
case,JAN 2022,202203,12-17,all_types,2909,678500,98786,8257764,127740,6713377,428.7398674,1196.280252,1902.76816,4.438048114,1.590570568,,,,,,0
case,JAN 2022,202203,18-49,all_types,150906,17772892,428314,41789571,580820,25692930,849.0795983,1024.930359,2260.621891,2.662438122,2.205634628,,,,,,1
case,JAN 2022,202203,50-64,all_types,86266,14683472,149683,17680234,161214,6623082.05,587.5040998,846.612098,2434.123551,4.143160111,2.875134382,,,,,,1
case,JAN 2022,202203,65+,all_types,79884,19230838,71295,11559016,85396,3106404.6,415.3953145,616.7912563,2749.030181,6.617865163,4.456986303,,,,,,1
case,JAN 2022,202203,all_ages,Janssen,19655,2825069,51616,7588317,955170,42135793.65,695.7352192,680.2035287,2266.885034,3.258258273,3.332656974,709.6269402,649.8177365,2329.408622,3.282582003,3.584710745,1
case,JAN 2022,202203,all_ages,Moderna,117035,21778304,237362,25798902,955170,42135793.65,537.3926271,920.0469074,2266.885034,4.218303191,2.463879847,691.5072337,913.2041921,2329.408622,3.368596175,2.55080807,1
case,JAN 2022,202203,all_ages,Pfizer,183013,27722797,458454,45861261,955170,42135793.65,660.153447,999.6541526,2266.885034,3.433875933,2.267669301,719.335683,975.5122426,2329.408622,3.238277591,2.38788251,1
case,JAN 2022,202203,all_ages,all_types,319965,52365702,748078,79286585,955170,42135793.65,611.0201674,943.5114402,2266.885034,3.710000348,2.402604714,691.901021,948.1561638,2329.408622,3.366678978,2.456777387,1
case,JAN 2022,202204,12-17,all_types,3112,1075944,52473,7945214,72908,6633749,289.2343839,660.4353262,1099.046708,3.799848044,1.664124653,,,,,,0
case,JAN 2022,202204,18-49,all_types,105875,19253082,241154,40582339,367159,25357225,549.911957,594.2338612,1447.946295,2.633051122,2.436660699,,,,,,1
case,JAN 2022,202204,50-64,all_types,60834,15448765,89314,16998553,110958,6542537.05,393.7790497,525.4211932,1695.947599,4.306850759,3.227786813,,,,,,1
case,JAN 2022,202204,65+,all_types,60040,19673100,49201,11156468,66034,3083013.6,305.1883028,441.0087494,2141.865349,7.018176415,4.856741169,,,,,,1
case,JAN 2022,202204,all_ages,Janssen,13360,3017979,29803,7435052,617059,41616524.65,442.68035,400.8445402,1482.725925,3.349427922,3.699004917,469.8409491,371.0646318,1562.510571,3.325615986,4.210885213,1
case,JAN 2022,202204,all_ages,Moderna,85183,22866599,141040,24845106,617059,41616524.65,372.5215105,567.6771916,1482.725925,3.980242437,2.611917383,454.5296486,552.8325256,1562.510571,3.437642795,2.826372363,1
case,JAN 2022,202204,all_ages,Pfizer,131080,29525572,260842,44365491,617059,41616524.65,443.9541425,587.9389456,1482.725925,3.339817749,2.521904589,475.3623589,578.8095104,1562.510571,3.286988425,2.699524702,1
case,JAN 2022,202204,all_ages,all_types,229861,55450891,432142,76682574,617059,41616524.65,414.5307602,563.5465497,1482.725925,3.576877924,2.631062022,457.2352712,565.2672523,1562.510571,3.417301047,2.764197935,1
case,FEB 2022,202205,12-17,all_types,2325,1420371,25534,7677595,36587,6577052,163.6896276,332.5781055,556.2826628,3.398398977,1.672637656,,,,,,0
case,FEB 2022,202205,18-49,all_types,63489,20369840,120483,39696171,195063,25104751,311.6813878,303.5129005,776.9963542,2.492918681,2.560010968,,,,,,1
case,FEB 2022,202205,50-64,all_types,36420,15997844,46086,16517840,62792,6489058.7,227.6556766,279.0074247,967.6596083,4.250540214,3.468221713,,,,,,1
case,FEB 2022,202205,65+,all_types,39128,19985475,29264,10875694,41968,3067657.6,195.7821868,269.0770814,1368.079671,6.987763766,5.084341125,,,,,,1
case,FEB 2022,202205,all_ages,Janssen,7942,3161458,15570,7320214,336410,41238519.3,251.2132061,212.6986998,815.7664381,3.247307141,3.835314644,237.7133049,202.0972525,878.7960347,3.696873572,4.348381899,1
case,FEB 2022,202205,all_ages,Moderna,53209,23647644,72933,24179077,336410,41238519.3,225.007616,301.6368243,815.7664381,3.625505895,2.704465677,266.5067591,291.3808975,878.7960347,3.297462465,3.015969963,1
case,FEB 2022,202205,all_ages,Pfizer,80029,30922842,132576,43231896,336410,41238519.3,258.8022149,306.6624698,815.7664381,3.152084453,2.660144356,271.7198642,303.9446829,878.7960347,3.234198712,2.891302544,1
case,FEB 2022,202205,all_ages,all_types,141362,57773530,221367,74767300,336410,41238519.3,244.6829889,296.0746209,815.7664381,3.333972834,2.755273099,263.417377,296.8390194,878.7960347,3.336135394,2.960513873,1
case,FEB 2022,202206,12-17,all_types,1716,1649947,13533,7527175,19301,6518177,104.0033407,179.7885661,296.1104002,2.84712393,1.64699239,,,,,,0
case,FEB 2022,202206,18-49,all_types,41537,21238722,66143,39056142,109617,24880704,195.5720311,169.3536448,440.5703311,2.252726674,2.601481247,,,,,,1
