countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster,Infections per 10k inhabitants,Deaths per 10k inhabitants
20173,Sedgwick County ,KS,516042,997.51,517.33,47567,102,48.6,29.2,921.77,1.98
20175,Seward County ,KS,21428,639.5,33.51,1574,6,42.2,16.6,734.55,2.8
20177,Shawnee County ,KS,176875,544.02,325.13,16288,48,57.3,35.7,920.88,2.71
20179,Sheridan County ,KS,2521,895.96,2.81,163,2,33.7,37.0,646.57,7.93
20181,Sherman County ,KS,5917,1056.07,5.6,291,5,41.4,33.3,491.8,8.45
20183,Smith County ,KS,3583,895.47,4.0,125,4,42.6,37.3,348.87,11.16
20185,Stafford County ,KS,4156,792.05,5.25,258,7,43.5,36.4,620.79,16.84
20187,Stanton County ,KS,2006,680.35,2.95,87,0,47.7,26.6,433.7,0.0
20189,Stevens County ,KS,5485,727.29,7.54,379,2,34.6,28.4,690.98,3.65
20191,Sumner County ,KS,22836,1181.94,19.32,1563,2,40.8,28.4,684.45,0.88
20193,Thomas County ,KS,7777,1074.69,7.24,502,3,39.2,35.0,645.49,3.86
20195,Trego County ,KS,2803,889.48,3.15,179,1,38.0,35.8,638.6,3.57
20197,Wabaunsee County ,KS,6931,794.3,8.73,416,3,44.6,40.5,600.2,4.33
20199,Wallace County ,KS,1518,913.65,1.66,70,0,35.8,34.4,461.13,0.0
20201,Washington County ,KS,5406,894.76,6.04,346,3,50.1,40.7,640.03,5.55
20203,Wichita County ,KS,2119,718.57,2.95,134,0,47.9,36.0,632.37,0.0
20205,Wilson County ,KS,8525,570.42,14.95,859,1,40.6,22.8,1007.62,1.17
20207,Woodson County ,KS,3138,497.82,6.3,248,2,40.2,34.9,790.31,6.37
20209,Wyandotte County ,KS,165429,151.6,1091.22,14340,59,51.4,21.1,866.84,3.57
21001,Adair County ,KY,19202,405.28,47.38,997,10,36.5,31.5,519.22,5.21
21003,Allen County ,KY,21315,344.34,61.9,1795,12,37.1,28.9,842.13,5.63
21005,Anderson County ,KY,22747,201.83,112.7,1603,3,51.7,32.3,704.71,1.32
21007,Ballard County ,KY,7888,246.66,31.98,363,1,35.6,40.8,460.19,1.27
21009,Barren County ,KY,44249,487.54,90.76,2550,18,42.8,31.8,576.28,4.07
21011,Bath County ,KY,12500,278.79,44.84,483,1,50.0,32.8,386.4,0.8
21013,Bell County ,KY,26032,359.0,72.51,1743,6,43.3,26.0,669.56,2.3
21015,Boone County ,KY,133581,246.36,542.22,11112,17,57.8,29.3,831.85,1.27
21017,Bourbon County ,KY,19788,289.72,68.3,1574,4,53.1,33.4,795.43,2.02
21019,Boyd County ,KY,46718,159.86,292.24,4608,25,45.9,30.1,986.34,5.35
21021,Boyle County ,KY,30060,180.17,166.84,1708,11,53.8,37.9,568.2,3.66
21023,Bracken County ,KY,8303,205.61,40.38,573,4,44.3,35.0,690.11,4.82
21025,Breathitt County ,KY,12630,492.41,25.65,736,6,48.8,30.3,582.74,4.75
21027,Breckinridge County ,KY,20477,567.17,36.1,1310,10,40.5,34.0,639.74,4.88
21029,Bullitt County ,KY,81676,297.02,274.98,6324,19,42.2,30.3,774.28,2.33
21031,Butler County ,KY,12879,426.09,30.23,596,6,42.1,31.8,462.77,4.66
21033,Caldwell County ,KY,12747,344.79,36.97,896,4,48.5,31.5,702.91,3.14
21035,Calloway County ,KY,39001,385.02,101.3,1969,7,42.7,30.9,504.86,1.79
21037,Campbell County ,KY,93584,151.31,618.49,7002,19,59.1,31.4,748.2,2.03
21039,Carlisle County ,KY,4760,189.43,25.13,201,4,38.9,30.6,422.27,8.4
21041,Carroll County ,KY,10631,128.57,82.69,1012,7,43.4,29.4,951.93,6.58
21043,Carter County ,KY,26797,409.5,65.44,2157,18,45.7,32.0,804.94,6.72
21045,Casey County ,KY,16159,444.23,36.38,527,4,33.7,29.4,326.13,2.48
21047,Christian County ,KY,70461,717.5,98.2,2804,14,31.8,24.4,397.95,1.99
21049,Clark County ,KY,36263,252.46,143.64,2739,2,51.1,33.6,755.32,0.55
21051,Clay County ,KY,19901,469.25,42.41,1433,6,41.4,20.8,720.06,3.01
21053,Clinton County ,KY,10218,197.25,51.8,630,1,38.1,27.0,616.56,0.98
21055,Crittenden County ,KY,8806,359.95,24.46,412,2,39.0,29.5,467.86,2.27
21057,Cumberland County ,KY,6614,305.18,21.67,445,4,41.4,30.8,672.82,6.05
21059,Daviess County ,KY,101511,458.35,221.47,9542,45,50.9,37.7,940.0,4.43
21061,Edmonson County ,KY,12150,302.88,40.11,559,2,32.8,31.9,460.08,1.65
21063,Elliott County ,KY,7517,234.32,32.08,334,2,33.6,35.9,444.33,2.66
21065,Estill County ,KY,14106,253.08,55.74,778,5,48.1,32.2,551.54,3.54
21067,Fayette County ,KY,323152,283.65,1139.26,30011,49,62.2,35.2,928.7,1.52
21069,Fleming County ,KY,14581,348.54,41.83,763,4,48.4,33.9,523.28,2.74
21071,Floyd County ,KY,35589,393.35,90.48,2269,9,54.6,31.2,637.56,2.53
21073,Franklin County ,KY,50991,207.75,245.44,3797,14,57.9,38.2,744.64,2.75
21075,Fulton County ,KY,5969,205.5,29.05,244,1,54.9,18.6,408.78,1.68
21077,Gallatin County ,KY,8869,101.23,87.61,640,1,38.8,29.4,721.61,1.13
21079,Garrard County ,KY,17666,230.08,76.78,1213,9,45.2,32.3,686.63,5.09
21081,Grant County ,KY,25069,257.97,97.18,1367,4,45.6,29.7,545.29,1.6
21083,Graves County ,KY,37266,551.74,67.54,2783,9,42.6,31.9,746.79,2.42
21085,Grayson County ,KY,26427,496.7,53.21,1841,15,47.9,34.0,696.64,5.68
21087,Green County ,KY,10941,286.03,38.25,544,1,40.8,32.9,497.21,0.91
21089,Greenup County ,KY,35098,344.4,101.91,3352,11,49.5,30.9,955.04,3.13
21091,Hancock County ,KY,8722,187.65,46.48,666,1,55.8,37.3,763.59,1.15
21093,Hardin County ,KY,110958,623.28,178.02,9723,51,56.3,25.5,876.28,4.6
21095,Harlan County ,KY,26010,465.83,55.84,1771,22,43.8,30.2,680.89,8.46
21097,Harrison County ,KY,18886,306.36,61.65,1717,5,46.2,35.9,909.14,2.65
21099,Hart County ,KY,19035,412.09,46.19,877,11,33.5,32.8,460.73,5.78
21101,Henderson County ,KY,45210,436.67,103.53,3855,12,47.2,28.9,852.69,2.65
21103,Henry County ,KY,16126,286.28,56.33,1446,6,50.3,30.5,896.69,3.72
21105,Hickman County ,KY,4380,242.27,18.08,169,0,35.0,29.5,385.84,0.0
21107,Hopkins County ,KY,44686,542.0,82.45,3950,12,48.4,34.8,883.95,2.69
21109,Jackson County ,KY,13329,345.2,38.61,747,6,34.1,28.7,560.43,4.5
21111,Jefferson County ,KY,766757,380.42,2015.55,69998,174,60.0,34.6,912.91,2.27
21113,Jessamine County ,KY,54115,172.12,314.4,4777,11,50.4,32.3,882.75,2.03
21115,Johnson County ,KY,22188,261.95,84.7,1152,10,47.7,29.3,519.2,4.51
21117,Kenton County ,KY,166998,160.25,1042.11,11863,27,56.5,30.4,710.37,1.62
21119,Knott County ,KY,14806,351.52,42.12,739,9,45.6,35.5,499.12,6.08
21121,Knox County ,KY,31145,386.3,80.62,2115,10,34.4,25.9,679.08,3.21
21123,LaRue County ,KY,14398,261.52,55.06,839,7,41.2,29.5,582.72,4.86
21125,Laurel County ,KY,60813,433.95,140.14,2602,18,38.3,27.4,427.87,2.96
21127,Lawrence County ,KY,15317,415.6,36.86,802,7,45.3,30.3,523.6,4.57
21129,Lee County ,KY,7403,208.86,35.44,405,5,47.2,32.0,547.08,6.75
21131,Leslie County ,KY,9877,400.84,24.64,627,4,49.0,28.4,634.81,4.05
21133,Letcher County ,KY,21553,337.91,63.78,1329,6,50.5,35.7,616.62,2.78
21135,Lewis County ,KY,13275,482.84,27.49,1019,8,36.1,28.2,767.61,6.03
21137,Lincoln County ,KY,24549,334.1,73.48,953,8,38.4,29.8,388.2,3.26
21139,Livingston County ,KY,9194,313.13,29.36,462,4,46.6,28.3,502.5,4.35
21141,Logan County ,KY,27102,552.13,49.09,2063,11,48.0,32.2,761.2,4.06
21143,Lyon County ,KY,8210,213.84,38.39,481,3,56.1,39.8,585.87,3.65
21145,McCracken County ,KY,65418,248.74,263.0,5464,4,52.3,31.6,835.24,0.61
21147,McCreary County ,KY,17231,426.8,40.37,571,3,36.7,26.7,331.38,1.74
21149,McLean County ,KY,9207,252.47,36.47,718,4,48.0,36.5,779.84,4.34
21151,Madison County ,KY,92987,437.29,212.64,6922,16,45.0,30.5,744.41,1.72
21153,Magoffin County ,KY,12161,308.44,39.43,712,3,48.1,35.1,585.48,2.47
21155,Marion County ,KY,19273,343.01,56.19,1541,9,47.0,35.4,799.56,4.67
21157,Marshall County ,KY,31100,301.25,103.24,2386,6,51.0,32.3,767.2,1.93
21159,Martin County ,KY,11195,229.61,48.76,558,6,52.3,19.1,498.44,5.36
21161,Mason County ,KY,17070,240.13,71.09,1260,12,48.0,37.7,738.14,7.03
21163,Meade County ,KY,28572,305.42,93.55,1545,11,35.3,29.7,540.74,3.85
21165,Menifee County ,KY,6489,203.59,31.87,225,4,42.2,33.2,346.74,6.16
21167,Mercer County ,KY,21933,248.8,88.16,1820,3,51.5,33.5,829.8,1.37
21169,Metcalfe County ,KY,10071,289.65,34.77,441,6,37.8,33.2,437.89,5.96
21171,Monroe County ,KY,10650,329.37,32.33,807,3,43.4,31.7,757.75,2.82
21173,Montgomery County ,KY,28157,197.37,142.66,952,16,43.3,33.9,338.1,5.68
21175,Morgan County ,KY,13309,381.13,34.92,870,1,45.9,27.8,653.69,0.75
21177,Muhlenberg County ,KY,30622,467.08,65.56,3078,10,48.4,35.9,1005.16,3.27
21179,Nelson County ,KY,46233,417.51,110.74,4027,19,48.6,29.9,871.02,4.11
21181,Nicholas County ,KY,7269,195.17,37.24,396,2,50.1,35.6,544.78,2.75
21183,Ohio County ,KY,23994,587.27,40.86,1879,2,37.3,32.9,783.11,0.83
21185,Oldham County ,KY,66799,187.22,356.79,5522,11,54.1,33.0,826.66,1.65
21187,Owen County ,KY,10901,351.1,31.05,591,1,35.4,33.9,542.15,0.92
21189,Owsley County ,KY,4415,197.41,22.36,240,1,44.2,27.8,543.6,2.27
21191,Pendleton County ,KY,14590,277.16,52.64,976,7,41.5,33.2,668.95,4.8
21193,Perry County ,KY,25758,339.67,75.83,1842,10,58.4,30.2,715.12,3.88
21195,Pike County ,KY,57876,786.83,73.56,3557,17,50.7,32.3,614.59,2.94
21197,Powell County ,KY,12359,178.98,69.05,1133,5,49.1,30.3,916.74,4.05
21199,Pulaski County ,KY,64979,658.41,98.69,2405,32,43.3,31.0,370.12,4.92
21201,Robertson County ,KY,2108,99.91,21.1,125,4,36.1,35.1,592.98,18.98
21203,Rockcastle County ,KY,16695,316.55,52.74,886,8,37.3,32.1,530.7,4.79
21205,Rowan County ,KY,24460,279.8,87.42,1401,6,48.5,34.7,572.77,2.45
21207,Russell County ,KY,17923,253.66,70.66,1209,12,43.3,35.1,674.55,6.7
21209,Scott County ,KY,57004,281.77,202.31,4538,16,52.2,32.7,796.08,2.81
21211,Shelby County ,KY,49024,379.64,129.13,4227,15,44.0,32.9,862.23,3.06
21213,Simpson County ,KY,18572,234.2,79.3,1604,10,47.4,31.6,863.67,5.38
21215,Spencer County ,KY,19351,186.68,103.66,1599,7,27.5,55.3,826.31,3.62
21217,Taylor County ,KY,25769,266.33,96.76,1489,9,45.2,31.5,577.83,3.49
21219,Todd County ,KY,12294,374.5,32.83,735,3,39.4,28.5,597.85,2.44
21221,Trigg County ,KY,14651,441.43,33.19,712,6,44.5,34.3,485.97,4.1
21223,Trimble County ,KY,8471,151.65,55.86,554,6,40.6,25.5,654.0,7.08
21225,Union County ,KY,14381,342.85,41.95,1179,8,38.6,31.0,819.83,5.56
21227,Warren County ,KY,132896,541.6,245.38,11603,26,36.0,35.6,873.09,1.96
21229,Washington County ,KY,12095,297.27,40.69,866,3,48.0,33.6,716.0,2.48
21231,Wayne County ,KY,20333,458.17,44.38,767,7,38.8,30.2,377.22,3.44
21233,Webster County ,KY,12942,331.94,38.99,978,4,43.5,29.7,755.68,3.09
21235,Whitley County ,KY,36264,437.83,82.83,2770,8,41.7,25.3,763.84,2.21
21237,Wolfe County ,KY,7157,222.17,32.21,538,4,50.3,34.5,751.71,5.59
21239,Woodford County ,KY,26734,188.78,141.61,2141,7,62.5,38.6,800.85,2.62
22001,Acadia Parish ,LA,62045,655.12,94.71,4327,19,49.8,24.2,697.4,3.06
22003,Allen Parish ,LA,25627,761.85,33.64,2553,2,33.8,21.8,996.21,0.78
22005,Ascension Parish ,LA,126604,289.98,436.6,11091,15,47.4,24.5,876.04,1.18
22007,Assumption Parish ,LA,21891,338.66,64.64,1564,5,40.1,25.2,714.45,2.28
22009,Avoyelles Parish ,LA,40144,832.43,48.23,3494,6,42.8,26.6,870.37,1.49
22011,Beauregard Parish ,LA,37497,1157.34,32.4,2406,6,31.7,24.0,641.65,1.6
22013,Bienville Parish ,LA,13241,811.27,16.32,1227,2,45.0,27.4,926.67,1.51
22015,Bossier Parish ,LA,127039,840.06,151.23,13371,22,45.4,21.6,1052.51,1.73
22017,Caddo Parish ,LA,240204,878.54,273.41,24046,44,45.1,27.7,1001.07,1.83
22019,Calcasieu Parish ,LA,203436,1063.66,191.26,15146,20,39.5,21.7,744.51,0.98
22021,Caldwell Parish ,LA,9918,529.43,18.73,547,2,36.4,30.7,551.52,2.02
22023,Cameron Parish ,LA,6973,1284.89,5.43,266,0,17.1,19.1,381.47,0.0
22025,Catahoula Parish ,LA,9494,708.03,13.41,728,1,38.0,22.3,766.8,1.05
22027,Claiborne Parish ,LA,15670,754.88,20.76,1004,1,39.1,25.8,640.71,0.64
22029,Concordia Parish ,LA,19259,696.92,27.63,1466,5,38.2,17.4,761.2,2.6
22031,De Soto Parish ,LA,27463,875.58,31.37,2190,12,40.1,23.0,797.44,4.37
22033,East Baton Rouge Parish ,LA,440059,455.37,966.38,40928,66,52.4,29.4,930.06,1.5
22035,East Carroll Parish ,LA,6861,420.7,16.31,598,2,41.9,26.8,871.59,2.92
22037,East Feliciana Parish ,LA,19135,453.41,42.2,2476,13,37.7,29.0,1293.96,6.79
22039,Evangeline Parish ,LA,33395,662.38,50.42,2004,5,35.9,25.4,600.09,1.5
22041,Franklin Parish ,LA,20015,624.59,32.05,1729,10,34.7,23.7,863.85,5.0
22043,Grant Parish ,LA,22389,643.03,34.82,1498,5,39.7,22.9,669.08,2.23
22045,Iberia Parish ,LA,69830,574.11,121.63,5260,10,43.2,27.3,753.26,1.43
22047,Iberville Parish ,LA,32511,618.63,52.55,2675,8,51.8,25.7,822.8,2.46
22049,Jackson Parish ,LA,15744,569.18,27.66,1227,2,39.1,23.6,779.34,1.27
22051,Jefferson Parish ,LA,432493,295.63,1462.95,38328,59,61.1,28.2,886.21,1.36
22053,Jefferson Davis Parish ,LA,31368,651.33,48.16,1761,8,34.6,25.7,561.4,2.55
22055,Lafayette Parish ,LA,244390,268.72,909.46,18825,28,47.0,27.2,770.29,1.15
22057,Lafourche Parish ,LA,97614,1068.21,91.38,7888,12,41.9,24.5,808.08,1.23
22059,LaSalle Parish ,LA,14892,624.68,23.84,1128,3,40.8,16.0,757.45,2.01
22061,Lincoln Parish ,LA,46742,471.74,99.08,3993,5,40.1,26.1,854.26,1.07
22063,Livingston Parish ,LA,140789,648.17,217.21,10177,42,37.3,22.4,722.85,2.98
22065,Madison Parish ,LA,10951,624.44,17.54,870,1,40.8,20.0,794.45,0.91
22067,Morehouse Parish ,LA,24874,794.93,31.29,1893,8,42.2,27.3,761.04,3.22
22069,Natchitoches Parish ,LA,38158,1252.25,30.47,2727,11,40.2,28.9,714.66,2.88
22071,Orleans Parish ,LA,390144,169.42,2302.82,34787,50,64.7,31.6,891.65,1.28
22073,Ouachita Parish ,LA,153279,610.41,251.11,15251,46,42.1,24.5,994.98,3.0
22075,Plaquemines Parish ,LA,23197,779.91,29.74,2119,2,57.8,20.5,913.48,0.86
22077,Pointe Coupee Parish ,LA,21730,557.35,38.99,1578,1,52.3,31.9,726.18,0.46
22079,Rapides Parish ,LA,129648,1317.96,98.37,9497,24,46.3,24.5,732.52,1.85
22081,Red River Parish ,LA,8442,389.09,21.7,600,0,34.2,22.0,710.73,0.0
22083,Richland Parish ,LA,20122,559.04,35.99,1661,4,40.3,26.8,825.46,1.99
22085,Sabine Parish ,LA,23884,866.66,27.56,1463,6,35.1,21.1,612.54,2.51
22087,St. Bernard Parish ,LA,47244,377.52,125.14,3706,7,45.3,23.0,784.44,1.48
22089,St. Charles Parish ,LA,53100,279.08,190.27,4216,7,52.9,25.6,793.97,1.32
22091,St. Helena Parish ,LA,10132,408.4,24.81,543,2,28.8,29.1,535.93,1.97
22093,St. James Parish ,LA,21096,241.54,87.34,1822,3,48.4,26.7,863.67,1.42
22095,St. John the Baptist Parish ,LA,42837,213.07,201.05,3679,4,55.2,23.2,858.84,0.93
22097,St. Landry Parish ,LA,82124,923.88,88.89,6308,11,38.5,29.1,768.11,1.34
22099,St. Martin Parish ,LA,53431,737.65,72.43,3548,10,37.9,24.9,664.03,1.87
22101,St. Mary Parish ,LA,49348,555.38,88.85,3225,17,42.3,26.3,653.52,3.44
22103,St. Tammany Parish ,LA,260419,845.55,307.99,24100,33,53.6,28.9,925.43,1.27
22105,Tangipahoa Parish ,LA,134758,791.28,170.3,9731,21,43.1,24.3,722.11,1.56
22107,Tensas Parish ,LA,4334,602.78,7.19,351,0,58.7,23.9,809.88,0.0
22109,Terrebonne Parish ,LA,110461,1231.82,89.67,9152,18,42.1,22.1,828.53,1.63
22111,Union Parish ,LA,22108,876.99,25.21,2199,7,42.7,27.7,994.66,3.17
22113,Vermilion Parish ,LA,59511,1173.2,50.73,3924,7,35.6,26.7,659.37,1.18
22115,Vernon Parish ,LA,47429,1327.91,35.72,2688,6,49.2,12.2,566.74,1.27
22117,Washington Parish ,LA,46194,669.53,68.99,3917,8,39.1,26.8,847.95,1.73
22119,Webster Parish ,LA,38340,593.03,64.65,3584,5,40.3,26.3,934.79,1.3
22121,West Baton Rouge Parish ,LA,26465,192.39,137.56,2489,2,50.5,25.0,940.49,0.76
22123,West Carroll Parish ,LA,10830,359.65,30.11,1173,1,38.7,23.1,1083.1,0.92
22125,West Feliciana Parish ,LA,15568,403.21,38.61,1170,0,84.0,36.4,751.54,0.0
22127,Winn Parish ,LA,13904,950.09,14.63,1416,0,42.3,19.6,1018.41,0.0
23001,Androscoggin County ,ME,108277,467.93,231.4,3277,56,65.3,35.7,302.65,5.17
23003,Aroostook County ,ME,67055,6671.33,10.05,1871,22,64.8,44.3,279.02,3.28
23005,Cumberland County ,ME,295003,835.24,353.2,9526,36,82.4,41.1,322.91,1.22
23007,Franklin County ,ME,30199,1696.61,17.8,978,12,60.2,40.1,323.85,3.97
23009,Hancock County ,ME,54987,1586.89,34.65,1123,14,72.7,45.0,204.23,2.55
23011,Kennebec County ,ME,122302,867.52,140.98,3769,47,67.3,37.3,308.17,3.84
23013,Knox County ,ME,39772,365.13,108.93,1489,5,79.6,46.8,374.38,1.26
23015,Lincoln County ,ME,34634,455.82,75.98,1260,9,77.1,46.0,363.8,2.6
23017,Oxford County ,ME,57975,2076.84,27.92,1663,25,63.8,37.0,286.85,4.31
23019,Penobscot County ,ME,152148,3397.36,44.78,4054,47,67.3,37.6,266.45,3.09
23021,Piscataquis County ,ME,16785,3960.86,4.24,383,10,58.7,38.7,228.18,5.96
23023,Sagadahoc County ,ME,35856,253.7,141.33,946,8,75.1,41.2,263.83,2.23
23025,Somerset County ,ME,50484,3924.4,12.86,1527,13,58.2,37.0,302.47,2.58
23027,Waldo County ,ME,39715,729.92,54.41,1121,12,67.0,40.5,282.26,3.02
23029,Washington County ,ME,31379,2562.66,12.24,477,8,67.8,40.4,152.01,2.55
23031,York County ,ME,207641,990.71,209.59,7882,36,76.5,35.7,379.6,1.73
24001,Allegany County ,MD,70416,424.16,166.01,4882,50,53.0,35.0,693.31,7.1
24003,Anne Arundel County ,MD,579234,414.9,1396.08,28260,171,72.1,33.5,487.89,2.95
24005,Baltimore County ,MD,827370,598.3,1382.87,43775,372,66.5,35.2,529.09,4.5
24009,Calvert County ,MD,92525,213.15,434.08,4352,26,65.4,37.5,470.36,2.81
24011,Caroline County ,MD,33406,319.42,104.58,2061,12,53.4,33.7,616.96,3.59
24013,Carroll County ,MD,168447,447.6,376.33,6967,70,69.1,38.7,413.6,4.16
24015,Cecil County ,MD,102855,346.27,297.04,4665,48,54.0,25.9,453.55,4.67
24017,Charles County ,MD,163257,457.75,356.65,11179,54,62.1,28.1,684.75,3.31
24019,Dorchester County ,MD,31929,540.77,59.04,2696,13,54.6,35.3,844.37,4.07
24021,Frederick County ,MD,259547,660.22,393.12,16456,83,71.2,35.4,634.03,3.2
24023,Garrett County ,MD,29014,647.1,44.84,1270,23,47.5,37.8,437.72,7.93
24025,Harford County ,MD,255441,437.09,584.41,13328,152,65.5,33.8,521.76,5.95
24027,Howard County ,MD,325690,250.74,1298.92,16843,51,78.7,41.8,517.15,1.57
24029,Kent County ,MD,19422,277.03,70.11,957,7,63.9,43.5,492.74,3.6
24031,Montgomery County ,MD,1050688,491.25,2138.81,71423,173,82.1,36.4,679.77,1.65
24033,Prince George's County ,MD,909327,482.69,1883.87,59148,237,67.0,25.4,650.46,2.61
24035,Queen Anne's County ,MD,50381,371.91,135.47,2419,28,62.2,36.2,480.14,5.56
24037,St. Mary's County ,MD,113510,357.18,317.79,7041,21,63.8,32.0,620.3,1.85
24039,Somerset County ,MD,25616,319.72,80.12,1391,11,46.4,32.4,543.02,4.29
24041,Talbot County ,MD,37181,268.54,138.46,1988,15,69.1,46.1,534.68,4.03
24043,Washington County ,MD,151049,457.78,329.96,10696,98,55.2,35.0,708.11,6.49
24045,Wicomico County ,MD,103609,374.44,276.7,6519,58,51.6,32.7,629.19,5.6
24047,Worcester County ,MD,52276,468.28,111.63,2832,19,67.4,37.9,541.74,3.63
24510,Baltimore City ,MD,593490,80.94,7332.47,40250,246,59.2,32.7,678.19,4.14
25001,Barnstable County ,MA,212990,393.72,540.97,11349,77,5.7,12.9,532.84,3.62
25003,Berkshire County ,MA,124944,926.83,134.81,8750,38,54.6,46.0,700.31,3.04
25005,Bristol County ,MA,565217,553.1,1021.91,48643,296,60.7,28.0,860.61,5.24
25007,Dukes County ,MA,17332,103.25,167.86,1165,0,3.8,19.8,672.17,0.0
25009,Essex County ,MA,789034,492.56,1601.9,66527,317,68.9,33.1,843.14,4.02
25011,Franklin County ,MA,70180,699.32,100.35,4760,23,63.9,40.0,678.26,3.28
25013,Hampden County ,MA,466372,617.14,755.7,50447,198,60.8,30.1,1081.69,4.25
25015,Hampshire County ,MA,160830,527.26,305.03,10253,44,63.1,43.9,637.51,2.74
25017,Middlesex County ,MA,1611699,817.82,1970.73,121102,401,75.0,36.8,751.39,2.49
25019,Town and County of Nantucket,MA,11399,44.97,253.48,1180,0,1.5,24.7,1035.18,0.0
25021,Norfolk County ,MA,706775,396.11,1784.29,50512,172,73.9,38.2,714.68,2.43
25023,Plymouth County ,MA,521202,659.08,790.8,40568,224,64.8,33.4,778.35,4.3
25025,Suffolk County ,MA,803907,58.15,13824.71,79219,195,68.0,29.4,985.42,2.43
25027,Worcester County ,MA,830622,1510.77,549.8,68370,290,64.8,32.2,823.12,3.49
26001,Alcona County ,MI,10405,674.59,15.42,237,14,56.1,38.3,227.78,13.46
26003,Alger County ,MI,9108,915.07,9.95,561,3,60.1,40.4,615.94,3.29
26005,Allegan County ,MI,118081,825.23,143.09,6111,51,48.7,41.1,517.53,4.32
26007,Alpena County ,MI,28405,571.86,49.67,832,24,52.7,39.1,292.91,8.45
26009,Antrim County ,MI,23324,475.7,49.03,957,5,55.5,42.9,410.31,2.14
26011,Arenac County ,MI,14883,363.19,40.98,711,11,49.0,41.1,477.73,7.39
26013,Baraga County ,MI,8209,898.26,9.14,460,4,57.4,33.4,560.36,4.87
26015,Barry County ,MI,61550,553.09,111.28,3208,27,45.8,42.3,521.2,4.39
26017,Bay County ,MI,103126,442.3,233.16,7073,76,54.1,40.9,685.86,7.37
26019,Benzie County ,MI,17766,319.7,55.57,902,14,63.9,42.9,507.71,7.88
26021,Berrien County ,MI,153401,567.75,270.19,9202,103,52.6,33.6,599.87,6.71
26023,Branch County ,MI,43517,506.37,85.94,2393,26,42.2,36.4,549.9,5.97
26025,Calhoun County ,MI,134159,706.23,189.97,8247,86,48.9,36.1,614.72,6.41
26027,Cass County ,MI,51787,490.06,105.67,2029,16,40.6,28.4,391.8,3.09
26029,Charlevoix County ,MI,26143,416.34,62.79,1373,6,61.5,44.2,525.19,2.3
26031,Cheboygan County ,MI,25276,715.26,35.34,865,9,53.3,39.9,342.22,3.56
26033,Chippewa County ,MI,37349,1558.42,23.97,2864,19,66.0,36.1,766.82,5.09
26035,Clare County ,MI,30950,564.32,54.84,1357,22,44.1,41.5,438.45,7.11
26037,Clinton County ,MI,79595,566.41,140.53,5728,35,53.6,43.8,719.64,4.4
26039,Crawford County ,MI,14029,556.28,25.22,471,3,48.8,41.7,335.73,2.14
26041,Delta County ,MI,35784,1171.1,30.56,2425,13,59.2,36.2,677.68,3.63
26043,Dickinson County ,MI,25239,761.4,33.15,2046,6,63.9,29.7,810.65,2.38
26045,Eaton County ,MI,110268,575.18,191.71,7613,47,53.6,41.9,690.41,4.26
26047,Emmet County ,MI,33415,467.49,71.48,1692,9,69.3,41.2,506.36,2.69
26049,Genesee County ,MI,405813,636.98,637.09,28061,264,47.3,37.8,691.48,6.51
26051,Gladwin County ,MI,25449,501.78,50.72,1311,17,45.7,40.5,515.15,6.68
26053,Gogebic County ,MI,13975,1101.85,12.68,832,4,63.0,39.7,595.35,2.86
26055,Grand Traverse County ,MI,93088,464.33,200.48,4222,30,64.0,44.5,453.55,3.22
26057,Gratiot County ,MI,40711,568.46,71.62,2311,18,43.4,38.8,567.66,4.42
26059,Hillsdale County ,MI,45605,598.13,76.25,1748,18,36.2,36.7,383.29,3.95
26061,Houghton County ,MI,35684,1009.1,35.36,1865,17,49.4,34.3,522.64,4.76
26063,Huron County ,MI,30981,835.71,37.07,1565,20,51.7,44.7,505.15,6.46
26065,Ingham County ,MI,292406,556.12,525.8,20432,119,53.8,40.8,698.75,4.07
26067,Ionia County ,MI,64697,571.3,113.25,3725,29,44.1,37.6,575.76,4.48
26069,Iosco County ,MI,25127,549.1,45.76,779,16,54.1,37.4,310.03,6.37
26071,Iron County ,MI,11066,1166.15,9.49,661,4,54.1,36.7,597.33,3.61
26073,Isabella County ,MI,69872,572.68,122.01,3719,32,42.0,38.8,532.26,4.58
26075,Jackson County ,MI,158510,701.67,225.9,9942,73,49.5,36.5,627.22,4.61
26077,Kalamazoo County ,MI,265066,561.66,471.93,17563,90,57.7,42.2,662.59,3.4
26079,Kalkaska County ,MI,18038,559.87,32.22,910,4,44.7,39.6,504.49,2.22
26081,Kent County ,MI,656955,846.95,775.67,41373,195,57.2,38.2,629.77,2.97
26083,Keweenaw County ,MI,2116,540.11,3.92,97,2,56.2,40.3,458.41,9.45
26085,Lake County ,MI,11853,567.37,20.89,355,4,55.1,33.5,299.5,3.37
26087,Lapeer County ,MI,87607,643.01,136.25,4584,72,44.7,36.5,523.25,8.22
26089,Leelanau County ,MI,21761,347.17,62.68,968,6,79.1,44.9,444.83,2.76
26091,Lenawee County ,MI,98451,749.56,131.35,6107,50,49.8,35.6,620.31,5.08
26093,Livingston County ,MI,191995,565.25,339.66,12642,73,57.1,37.1,658.45,3.8
