countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster
18173,Warrick County ,IN,62998,384.82,163.71,6224,25,60.4,40.85
18175,Washington County ,IN,28036,513.73,54.57,1578,15,38.7,33.1
18177,Wayne County ,IN,65884,401.74,164.0,5370,34,47.25,37.95
18179,Wells County ,IN,28296,368.09,76.87,1202,13,40.1,37.0
18181,White County ,IN,24102,505.13,47.71,1529,13,52.35,36.8
18183,Whitley County ,IN,33964,335.57,101.21,2440,7,45.6,36.55
19001,Adair County ,IA,7152,569.27,12.56,217,3,47.7,51.95
19003,Adams County ,IA,3602,423.44,8.51,119,1,53.95,50.45
19005,Allamakee County ,IA,13687,639.08,21.42,449,2,51.15,46.35
19007,Appanoose County ,IA,12426,497.29,24.99,417,4,45.35,47.55
19009,Audubon County ,IA,5496,442.96,12.41,194,1,56.85,52.4
19011,Benton County ,IA,25645,716.27,35.8,1190,8,56.05,46.85
19013,Black Hawk County ,IA,131228,565.77,231.95,7182,32,57.75,44.7
19015,Boone County ,IA,26234,571.57,45.9,911,2,62.0,46.45
19017,Bremer County ,IA,25062,435.48,57.55,912,3,57.7,50.45
19019,Buchanan County ,IA,21175,571.02,37.08,799,8,51.65,46.65
19021,Buena Vista County ,IA,19620,574.92,34.13,990,2,64.55,31.75
19023,Butler County ,IA,14439,580.13,24.89,474,1,55.5,49.6
19025,Calhoun County ,IA,9668,569.97,16.96,392,1,57.2,50.95
19027,Carroll County ,IA,20165,569.44,35.41,790,3,59.7,48.35
19029,Cass County ,IA,12836,564.27,22.75,345,5,56.2,51.05
19031,Cedar County ,IA,18627,579.44,32.15,891,2,58.05,48.35
19033,Cerro Gordo County ,IA,42450,568.31,74.7,1674,17,60.8,46.65
19035,Cherokee County ,IA,11235,576.91,19.47,513,6,51.15,47.65
19037,Chickasaw County ,IA,11933,504.38,23.66,515,6,52.7,49.4
19039,Clarke County ,IA,9395,431.17,21.79,359,3,52.55,43.6
19041,Clay County ,IA,16016,567.24,28.23,741,2,50.2,46.15
19043,Clayton County ,IA,17549,778.54,22.54,547,7,46.45,44.85
19045,Clinton County ,IA,46429,694.92,66.81,2148,12,52.3,43.05
19047,Crawford County ,IA,16820,714.19,23.55,606,1,51.7,39.95
19049,Dallas County ,IA,93453,588.45,158.81,4732,11,63.75,46.05
19051,Davis County ,IA,9000,502.19,17.92,188,4,35.3,46.7
19053,Decatur County ,IA,7870,531.88,14.8,271,7,39.1,48.7
19055,Delaware County ,IA,17011,577.76,29.44,594,9,52.35,46.6
19057,Des Moines County ,IA,38967,416.12,93.64,1078,11,49.3,46.05
19059,Dickinson County ,IA,17258,380.61,45.34,616,7,56.05,47.95
19061,Dubuque County ,IA,97311,608.31,159.97,3767,25,62.1,49.65
19063,Emmet County ,IA,9208,395.88,23.26,345,2,50.0,43.95
19065,Fayette County ,IA,19650,730.81,26.89,676,10,52.65,49.85
19067,Floyd County ,IA,15642,500.63,31.24,544,7,51.2,49.6
19069,Franklin County ,IA,10070,581.97,17.3,393,4,51.9,44.4
19071,Fremont County ,IA,6960,511.15,13.62,264,6,49.65,42.35
19073,Greene County ,IA,8888,569.57,15.6,275,1,56.25,47.05
19075,Grundy County ,IA,12232,501.86,24.37,399,2,59.5,48.1
19077,Guthrie County ,IA,10689,590.62,18.1,382,1,56.5,49.35
19079,Hamilton County ,IA,14773,576.75,25.61,557,6,60.7,48.05
19081,Hancock County ,IA,10630,571.01,18.62,302,4,47.9,47.1
19083,Hardin County ,IA,16846,569.31,29.59,791,2,54.15,47.4
19085,Harrison County ,IA,14049,696.85,20.16,623,8,49.85,35.65
19087,Henry County ,IA,19954,434.33,45.94,854,6,51.65,47.15
19089,Howard County ,IA,9158,473.25,19.35,302,4,49.6,47.65
19091,Humboldt County ,IA,9558,434.35,22.01,534,2,48.15,43.6
19093,Ida County ,IA,6860,431.51,15.9,284,5,47.55,46.3
19095,Iowa County ,IA,16184,586.46,27.6,884,6,60.8,46.35
19097,Jackson County ,IA,19439,636.04,30.56,773,15,51.1,51.25
19099,Jasper County ,IA,37185,730.42,50.91,1323,6,56.35,47.55
19101,Jefferson County ,IA,18295,435.51,42.01,643,5,46.4,44.7
19103,Johnson County ,IA,151140,614.04,246.14,9595,10,70.2,50.25
19105,Jones County ,IA,20681,575.62,35.93,816,1,56.6,50.1
19107,Keokuk County ,IA,10246,579.18,17.69,287,5,44.95,45.6
19109,Kossuth County ,IA,14813,972.72,15.23,507,5,50.3,47.1
19111,Lee County ,IA,33657,517.52,65.04,1102,11,49.05,42.8
19113,Linn County ,IA,226706,716.88,316.24,12779,77,64.0,49.4
19115,Louisa County ,IA,11035,401.77,27.47,432,5,50.6,39.8
19117,Lucas County ,IA,8600,430.59,19.97,297,1,43.95,50.95
19119,Lyon County ,IA,11755,587.65,20.0,463,4,39.4,38.15
19121,Madison County ,IA,16338,561.01,29.12,486,5,52.1,46.65
19123,Mahaska County ,IA,22095,570.86,38.7,690,14,42.35,45.6
19125,Marion County ,IA,33253,554.53,59.97,1149,8,51.2,46.45
19127,Marshall County ,IA,39369,572.5,68.77,1801,2,62.6,42.8
19129,Mills County ,IA,15109,437.44,34.54,684,8,52.4,39.75
19131,Mitchell County ,IA,10586,469.13,22.57,390,3,47.2,52.75
19133,Monona County ,IA,8615,694.07,12.41,267,3,52.3,43.6
19135,Monroe County ,IA,7707,433.72,17.77,256,2,44.45,47.85
19137,Montgomery County ,IA,9917,424.1,23.38,347,1,54.05,44.85
19139,Muscatine County ,IA,42664,437.47,97.52,1883,6,58.3,39.5
19141,O'Brien County ,IA,13753,573.04,24.0,627,3,48.8,45.65
19143,Osceola County ,IA,5958,398.68,14.94,226,2,43.75,44.7
19145,Page County ,IA,15107,534.94,28.24,343,5,51.2,46.2
19147,Palo Alto County ,IA,8886,563.84,15.76,355,3,48.9,48.15
19149,Plymouth County ,IA,25177,862.89,29.18,918,4,50.45,42.7
19151,Pocahontas County ,IA,6619,577.24,11.47,239,0,50.7,45.6
19153,Polk County ,IA,490161,573.8,854.24,26995,110,64.45,44.75
19155,Pottawattamie County ,IA,93206,950.28,98.08,5382,39,54.5,39.2
19157,Poweshiek County ,IA,18504,584.93,31.63,619,10,56.75,49.35
19159,Ringgold County ,IA,4894,535.5,9.14,203,1,50.6,62.55
19161,Sac County ,IA,9721,575.01,16.91,406,4,50.9,48.5
19163,Scott County ,IA,172943,458.09,377.53,8946,41,58.0,40.2
19165,Shelby County ,IA,11454,590.78,19.39,428,2,57.2,49.8
19167,Sioux County ,IA,34855,768.33,45.36,1253,3,40.1,34.5
19169,Story County ,IA,97117,572.82,169.54,3568,13,60.95,47.8
19171,Tama County ,IA,16854,721.01,23.38,659,6,60.0,45.7
19173,Taylor County ,IA,6121,531.9,11.51,148,4,45.45,49.65
19175,Union County ,IA,12241,423.65,28.89,397,4,49.55,49.35
19177,Van Buren County ,IA,7044,484.79,14.53,251,1,40.7,45.3
19179,Wapello County ,IA,34969,431.83,80.98,1430,18,47.55,39.65
19181,Warren County ,IA,51466,569.83,90.32,2370,12,57.6,46.1
19183,Washington County ,IA,21965,568.84,38.61,1138,7,54.75,46.05
19185,Wayne County ,IA,6441,525.44,12.26,215,3,40.35,51.05
19187,Webster County ,IA,35904,715.62,50.17,1925,17,55.35,45.25
19189,Winnebago County ,IA,10354,400.49,25.85,390,2,50.65,45.3
19191,Winneshiek County ,IA,19991,689.87,28.98,647,2,60.15,54.85
19193,Woodbury County ,IA,103107,872.83,118.13,5798,22,53.75,34.9
19195,Worth County ,IA,7381,400.12,18.45,348,1,50.0,49.95
19197,Wright County ,IA,12562,580.42,21.64,653,3,55.2,47.95
20001,Allen County ,KS,12369,500.3,24.72,1255,11,43.5,39.2
20003,Anderson County ,KS,7858,579.65,13.56,718,1,41.2,36.15
20005,Atchison County ,KS,16073,431.17,37.28,1278,6,43.95,36.95
20007,Barber County ,KS,4427,1134.07,3.9,317,1,45.2,39.3
20009,Barton County ,KS,25779,895.4,28.79,1582,15,41.15,37.5
20011,Bourbon County ,KS,14534,635.47,22.87,1364,2,35.35,39.15
20013,Brown County ,KS,9564,570.87,16.75,628,7,57.6,40.65
20015,Butler County ,KS,66911,1429.86,46.8,5715,17,45.8,34.15
20017,Chase County ,KS,2648,773.06,3.43,196,2,43.9,46.45
20019,Chautauqua County ,KS,3250,638.88,5.09,205,4,39.55,39.6
20021,Cherokee County ,KS,19939,587.57,33.93,1738,4,43.75,27.35
20023,Cheyenne County ,KS,2657,1019.89,2.61,144,0,43.8,39.75
20025,Clark County ,KS,1994,974.63,2.05,115,0,44.5,39.25
20027,Clay County ,KS,8002,645.3,12.4,501,1,56.55,40.1
20029,Cloud County ,KS,8786,715.34,12.28,367,5,45.85,37.15
20031,Coffey County ,KS,8179,626.95,13.05,760,9,50.95,34.55
20033,Comanche County ,KS,1700,788.3,2.16,87,0,44.25,44.55
20035,Cowley County ,KS,34908,1125.75,31.01,3058,17,45.7,36.4
20037,Crawford County ,KS,38818,589.76,65.82,3656,6,45.3,37.45
20039,Decatur County ,KS,2827,893.52,3.16,84,4,39.0,45.85
20041,Dickinson County ,KS,18466,847.07,21.8,1170,6,52.05,28.4
20043,Doniphan County ,KS,7600,393.41,19.32,627,3,46.05,28.3
20045,Douglas County ,KS,122259,455.87,268.19,9423,19,58.85,41.2
20047,Edwards County ,KS,2798,621.89,4.5,85,0,46.3,40.45
20049,Elk County ,KS,2530,644.27,3.93,161,2,32.35,42.7
20051,Ellis County ,KS,28553,899.91,31.73,1745,4,47.65,36.0
20053,Ellsworth County ,KS,6102,715.85,8.52,387,-1,52.55,34.7
20055,Finney County ,KS,36467,1301.97,28.01,2758,13,43.45,24.3
20057,Ford County ,KS,33619,1098.27,30.61,2713,6,41.35,27.75
20059,Franklin County ,KS,25544,571.76,44.68,2230,9,48.8,35.85
20061,Geary County ,KS,31670,384.62,82.34,3396,6,73.1,13.8
20063,Gove County ,KS,2636,1071.67,2.46,147,1,46.55,44.75
20065,Graham County ,KS,2482,898.52,2.76,146,1,58.25,39.3
20067,Grant County ,KS,7150,574.8,12.44,584,4,44.9,31.05
20069,Gray County ,KS,5988,868.87,6.89,233,1,43.05,36.8
20071,Greeley County ,KS,1232,778.45,1.58,97,0,49.85,41.75
20073,Greenwood County ,KS,5982,1143.3,5.23,553,4,47.5,27.0
20075,Hamilton County ,KS,2539,996.51,2.55,108,2,38.8,29.8
20077,Harper County ,KS,5436,801.27,6.78,407,1,45.05,27.65
20079,Harvey County ,KS,34429,539.75,63.79,3019,21,44.4,40.2
20081,Haskell County ,KS,3968,577.52,6.87,232,2,36.85,33.95
20083,Hodgeman County ,KS,1794,859.99,2.09,124,0,43.4,27.4
20085,Jackson County ,KS,13171,656.22,20.07,1185,4,61.1,36.35
20087,Jefferson County ,KS,19043,532.57,35.76,1471,4,52.1,40.7
20089,Jewell County ,KS,2879,909.78,3.16,140,2,44.95,45.2
20091,Johnson County ,KS,602401,473.38,1272.55,48607,145,71.1,34.25
20093,Kearny County ,KS,3838,870.54,4.41,234,2,50.8,31.3
20095,Kingman County ,KS,7152,863.36,8.28,489,1,45.5,36.75
20097,Kiowa County ,KS,2475,722.64,3.42,187,1,48.9,39.5
20099,Labette County ,KS,19618,645.3,30.4,1981,8,47.55,34.4
20101,Lane County ,KS,1535,717.46,2.14,66,2,40.7,45.1
20103,Leavenworth County ,KS,81758,462.83,176.65,6186,29,56.5,27.05
20105,Lincoln County ,KS,2962,719.4,4.12,172,2,42.2,43.05
20107,Linn County ,KS,9703,594.06,16.33,835,3,33.95,36.35
20109,Logan County ,KS,2794,1072.99,2.6,236,3,45.3,38.45
20111,Lyon County ,KS,33195,847.47,39.17,3134,13,54.6,35.8
20113,McPherson County ,KS,28542,898.27,31.77,2178,17,53.55,40.3
20115,Marion County ,KS,11884,944.29,12.59,1099,3,47.0,42.5
20117,Marshall County ,KS,9707,900.18,10.78,536,7,61.75,46.0
20119,Meade County ,KS,4033,978.09,4.12,389,1,38.75,25.4
20121,Miami County ,KS,34237,575.66,59.47,2334,11,45.65,36.8
20123,Mitchell County ,KS,5979,701.79,8.52,442,1,51.65,45.8
20125,Montgomery County ,KS,31829,643.53,49.46,3081,13,43.7,32.55
20127,Morris County ,KS,5620,695.28,8.08,480,2,53.95,46.85
20129,Morton County ,KS,2587,729.73,3.55,136,1,39.8,32.7
20131,Nemaha County ,KS,10231,717.43,14.26,726,4,51.65,45.3
20133,Neosho County ,KS,16007,571.47,28.01,1600,5,26.1,44.8
20135,Ness County ,KS,2750,1074.75,2.56,202,1,50.35,36.0
20137,Norton County ,KS,5361,878.13,6.11,422,5,51.1,39.55
20139,Osage County ,KS,15949,705.52,22.61,1288,3,48.8,39.8
20141,Osborne County ,KS,3421,892.5,3.83,189,1,40.8,43.25
20143,Ottawa County ,KS,5704,720.73,7.91,251,2,40.75,33.75
20145,Pawnee County ,KS,6414,754.26,8.5,411,1,51.3,43.25
20147,Phillips County ,KS,5234,885.88,5.91,257,0,41.8,37.0
20149,Pottawatomie County ,KS,24383,841.02,28.99,1922,7,38.7,43.25
20151,Pratt County ,KS,9164,735.05,12.47,390,3,46.85,39.9
20153,Rawlins County ,KS,2530,1069.42,2.37,85,3,41.15,40.35
20155,Reno County ,KS,61998,1255.35,49.39,4343,32,47.7,28.45
20157,Republic County ,KS,4636,717.37,6.46,313,0,49.65,37.35
20159,Rice County ,KS,9537,726.24,13.13,751,2,41.85,34.8
20161,Riley County ,KS,74232,609.77,121.74,3976,14,37.1,45.9
20163,Rooks County ,KS,4920,890.53,5.52,328,5,46.4,36.5
20165,Rush County ,KS,3036,717.76,4.23,192,1,48.6,24.25
20167,Russell County ,KS,6856,886.26,7.74,398,2,41.45,35.5
20169,Saline County ,KS,54224,720.23,75.29,3719,29,48.0,38.55
20171,Scott County ,KS,4823,717.54,6.72,315,2,45.45,32.3
20173,Sedgwick County ,KS,516042,997.51,517.33,47567,102,50.0,33.85
20175,Seward County ,KS,21428,639.5,33.51,1574,6,43.1,19.9
20177,Shawnee County ,KS,176875,544.02,325.13,16288,48,58.55,41.35
20179,Sheridan County ,KS,2521,895.96,2.81,163,2,34.1,42.6
20181,Sherman County ,KS,5917,1056.07,5.6,291,5,42.25,37.95
20183,Smith County ,KS,3583,895.47,4.0,125,4,43.25,41.95
20185,Stafford County ,KS,4156,792.05,5.25,258,7,44.3,40.65
20187,Stanton County ,KS,2006,680.35,2.95,87,0,48.65,32.0
20189,Stevens County ,KS,5485,727.29,7.54,379,2,35.6,32.75
20191,Sumner County ,KS,22836,1181.94,19.32,1563,2,41.55,33.95
20193,Thomas County ,KS,7777,1074.69,7.24,502,3,39.9,39.7
20195,Trego County ,KS,2803,889.48,3.15,179,1,38.3,40.75
20197,Wabaunsee County ,KS,6931,794.3,8.73,416,3,45.55,47.4
20199,Wallace County ,KS,1518,913.65,1.66,70,0,36.3,38.75
20201,Washington County ,KS,5406,894.76,6.04,346,3,51.4,47.25
20203,Wichita County ,KS,2119,718.57,2.95,134,0,48.85,38.1
20205,Wilson County ,KS,8525,570.42,14.95,859,1,41.55,33.8
20207,Woodson County ,KS,3138,497.82,6.3,248,2,40.75,41.4
20209,Wyandotte County ,KS,165429,151.6,1091.22,14340,59,52.9,25.45
21001,Adair County ,KY,19202,405.28,47.38,997,10,37.3,35.55
21003,Allen County ,KY,21315,344.34,61.9,1795,12,37.8,33.95
21005,Anderson County ,KY,22747,201.83,112.7,1603,3,52.8,36.4
21007,Ballard County ,KY,7888,246.66,31.98,363,1,36.35,46.5
21009,Barren County ,KY,44249,487.54,90.76,2550,18,43.75,36.0
21011,Bath County ,KY,12500,278.79,44.84,483,1,51.15,36.85
21013,Bell County ,KY,26032,359.0,72.51,1743,6,44.0,29.5
21015,Boone County ,KY,133581,246.36,542.22,11112,17,59.15,35.0
21017,Bourbon County ,KY,19788,289.72,68.3,1574,4,54.75,37.0
21019,Boyd County ,KY,46718,159.86,292.24,4608,25,46.95,34.0
21021,Boyle County ,KY,30060,180.17,166.84,1708,11,54.6,41.5
21023,Bracken County ,KY,8303,205.61,40.38,573,4,45.2,39.1
21025,Breathitt County ,KY,12630,492.41,25.65,736,6,50.0,33.95
21027,Breckinridge County ,KY,20477,567.17,36.1,1310,10,44.05,36.7
21029,Bullitt County ,KY,81676,297.02,274.98,6324,19,43.25,35.1
21031,Butler County ,KY,12879,426.09,30.23,596,6,43.1,35.65
21033,Caldwell County ,KY,12747,344.79,36.97,896,4,49.7,36.35
21035,Calloway County ,KY,39001,385.02,101.3,1969,7,43.55,36.35
21037,Campbell County ,KY,93584,151.31,618.49,7002,19,60.3,37.05
21039,Carlisle County ,KY,4760,189.43,25.13,201,4,39.35,36.5
21041,Carroll County ,KY,10631,128.57,82.69,1012,7,44.4,34.25
21043,Carter County ,KY,26797,409.5,65.44,2157,18,46.7,36.05
21045,Casey County ,KY,16159,444.23,36.38,527,4,34.35,33.8
21047,Christian County ,KY,70461,717.5,98.2,2804,14,33.2,27.95
21049,Clark County ,KY,36263,252.46,143.64,2739,2,52.15,38.0
21051,Clay County ,KY,19901,469.25,42.41,1433,6,42.3,26.55
21053,Clinton County ,KY,10218,197.25,51.8,630,1,38.75,30.6
21055,Crittenden County ,KY,8806,359.95,24.46,412,2,39.5,33.5
21057,Cumberland County ,KY,6614,305.18,21.67,445,4,42.4,34.65
21059,Daviess County ,KY,101511,458.35,221.47,9542,45,51.9,42.0
21061,Edmonson County ,KY,12150,302.88,40.11,559,2,33.3,37.1
21063,Elliott County ,KY,7517,234.32,32.08,334,2,34.15,39.6
21065,Estill County ,KY,14106,253.08,55.74,778,5,49.2,36.1
21067,Fayette County ,KY,323152,283.65,1139.26,30011,49,63.45,39.85
21069,Fleming County ,KY,14581,348.54,41.83,763,4,49.25,38.6
21071,Floyd County ,KY,35589,393.35,90.48,2269,9,55.3,35.2
21073,Franklin County ,KY,50991,207.75,245.44,3797,14,58.9,42.2
21075,Fulton County ,KY,5969,205.5,29.05,244,1,55.95,23.35
21077,Gallatin County ,KY,8869,101.23,87.61,640,1,39.4,34.15
21079,Garrard County ,KY,17666,230.08,76.78,1213,9,46.1,36.5
21081,Grant County ,KY,25069,257.97,97.18,1367,4,46.55,35.05
21083,Graves County ,KY,37266,551.74,67.54,2783,9,43.35,36.85
21085,Grayson County ,KY,26427,496.7,53.21,1841,15,48.9,38.0
21087,Green County ,KY,10941,286.03,38.25,544,1,41.7,36.55
21089,Greenup County ,KY,35098,344.4,101.91,3352,11,50.2,34.95
21091,Hancock County ,KY,8722,187.65,46.48,666,1,56.7,40.9
21093,Hardin County ,KY,110958,623.28,178.02,9723,51,58.45,29.3
21095,Harlan County ,KY,26010,465.83,55.84,1771,22,44.5,35.05
21097,Harrison County ,KY,18886,306.36,61.65,1717,5,47.6,39.65
21099,Hart County ,KY,19035,412.09,46.19,877,11,34.15,37.1
21101,Henderson County ,KY,45210,436.67,103.53,3855,12,48.4,34.05
21103,Henry County ,KY,16126,286.28,56.33,1446,6,51.4,35.35
21105,Hickman County ,KY,4380,242.27,18.08,169,0,35.7,34.95
21107,Hopkins County ,KY,44686,542.0,82.45,3950,12,49.4,38.15
21109,Jackson County ,KY,13329,345.2,38.61,747,6,34.75,33.15
21111,Jefferson County ,KY,766757,380.42,2015.55,69998,174,61.1,39.4
21113,Jessamine County ,KY,54115,172.12,314.4,4777,11,51.4,36.8
21115,Johnson County ,KY,22188,261.95,84.7,1152,10,48.4,33.2
21117,Kenton County ,KY,166998,160.25,1042.11,11863,27,57.65,36.2
21119,Knott County ,KY,14806,351.52,42.12,739,9,46.2,39.15
21121,Knox County ,KY,31145,386.3,80.62,2115,10,35.0,29.7
21123,LaRue County ,KY,14398,261.52,55.06,839,7,41.9,35.35
21125,Laurel County ,KY,60813,433.95,140.14,2602,18,38.9,32.0
21127,Lawrence County ,KY,15317,415.6,36.86,802,7,46.15,34.2
21129,Lee County ,KY,7403,208.86,35.44,405,5,47.85,35.8
21131,Leslie County ,KY,9877,400.84,24.64,627,4,49.8,32.75
21133,Letcher County ,KY,21553,337.91,63.78,1329,6,51.2,39.15
21135,Lewis County ,KY,13275,482.84,27.49,1019,8,36.9,33.4
21137,Lincoln County ,KY,24549,334.1,73.48,953,8,39.15,34.1
21139,Livingston County ,KY,9194,313.13,29.36,462,4,47.3,33.0
21141,Logan County ,KY,27102,552.13,49.09,2063,11,48.8,36.3
21143,Lyon County ,KY,8210,213.84,38.39,481,3,56.8,43.8
21145,McCracken County ,KY,65418,248.74,263.0,5464,4,53.3,36.45
21147,McCreary County ,KY,17231,426.8,40.37,571,3,37.4,30.2
21149,McLean County ,KY,9207,252.47,36.47,718,4,49.0,40.6
21151,Madison County ,KY,92987,437.29,212.64,6922,16,45.5,35.6
21153,Magoffin County ,KY,12161,308.44,39.43,712,3,49.1,38.75
21155,Marion County ,KY,19273,343.01,56.19,1541,9,48.0,39.35
21157,Marshall County ,KY,31100,301.25,103.24,2386,6,51.75,37.75
21159,Martin County ,KY,11195,229.61,48.76,558,6,52.7,22.5
21161,Mason County ,KY,17070,240.13,71.09,1260,12,48.85,41.4
21163,Meade County ,KY,28572,305.42,93.55,1545,11,36.7,33.85
21165,Menifee County ,KY,6489,203.59,31.87,225,4,42.75,38.7
21167,Mercer County ,KY,21933,248.8,88.16,1820,3,52.3,37.8
21169,Metcalfe County ,KY,10071,289.65,34.77,441,6,38.6,37.25
21171,Monroe County ,KY,10650,329.37,32.33,807,3,44.25,36.35
21173,Montgomery County ,KY,28157,197.37,142.66,952,16,44.2,38.7
21175,Morgan County ,KY,13309,381.13,34.92,870,1,46.6,35.05
21177,Muhlenberg County ,KY,30622,467.08,65.56,3078,10,49.05,39.6
21179,Nelson County ,KY,46233,417.51,110.74,4027,19,49.65,35.35
21181,Nicholas County ,KY,7269,195.17,37.24,396,2,51.05,40.15
21183,Ohio County ,KY,23994,587.27,40.86,1879,2,38.0,36.4
21185,Oldham County ,KY,66799,187.22,356.79,5522,11,55.2,38.1
21187,Owen County ,KY,10901,351.1,31.05,591,1,36.05,39.05
21189,Owsley County ,KY,4415,197.41,22.36,240,1,45.2,30.7
21191,Pendleton County ,KY,14590,277.16,52.64,976,7,42.2,38.8
21193,Perry County ,KY,25758,339.67,75.83,1842,10,59.35,34.3
21195,Pike County ,KY,57876,786.83,73.56,3557,17,51.3,36.4
21197,Powell County ,KY,12359,178.98,69.05,1133,5,50.1,35.4
21199,Pulaski County ,KY,64979,658.41,98.69,2405,32,44.1,35.0
21201,Robertson County ,KY,2108,99.91,21.1,125,4,36.95,41.2
21203,Rockcastle County ,KY,16695,316.55,52.74,886,8,38.1,36.25
21205,Rowan County ,KY,24460,279.8,87.42,1401,6,49.4,37.9
21207,Russell County ,KY,17923,253.66,70.66,1209,12,44.0,38.55
21209,Scott County ,KY,57004,281.77,202.31,4538,16,53.25,37.35
21211,Shelby County ,KY,49024,379.64,129.13,4227,15,44.85,37.7
21213,Simpson County ,KY,18572,234.2,79.3,1604,10,48.25,36.15
21215,Spencer County ,KY,19351,186.68,103.66,1599,7,28.2,62.45
21217,Taylor County ,KY,25769,266.33,96.76,1489,9,46.05,35.75
21219,Todd County ,KY,12294,374.5,32.83,735,3,40.1,31.55
21221,Trigg County ,KY,14651,441.43,33.19,712,6,45.1,38.05
21223,Trimble County ,KY,8471,151.65,55.86,554,6,41.4,30.35
21225,Union County ,KY,14381,342.85,41.95,1179,8,39.7,35.9
21227,Warren County ,KY,132896,541.6,245.38,11603,26,36.7,40.35
21229,Washington County ,KY,12095,297.27,40.69,866,3,48.75,37.9
21231,Wayne County ,KY,20333,458.17,44.38,767,7,39.75,34.35
21233,Webster County ,KY,12942,331.94,38.99,978,4,44.25,33.85
21235,Whitley County ,KY,36264,437.83,82.83,2770,8,42.4,28.7
21237,Wolfe County ,KY,7157,222.17,32.21,538,4,51.2,38.0
21239,Woodford County ,KY,26734,188.78,141.61,2141,7,63.6,42.45
22001,Acadia Parish ,LA,62045,655.12,94.71,4327,19,50.75,28.4
22003,Allen Parish ,LA,25627,761.85,33.64,2553,2,34.4,26.9
22005,Ascension Parish ,LA,126604,289.98,436.6,11091,15,48.45,29.5
22007,Assumption Parish ,LA,21891,338.66,64.64,1564,5,41.2,30.1
22009,Avoyelles Parish ,LA,40144,832.43,48.23,3494,6,43.95,30.7
22011,Beauregard Parish ,LA,37497,1157.34,32.4,2406,6,33.2,27.75
22013,Bienville Parish ,LA,13241,811.27,16.32,1227,2,46.3,32.4
22015,Bossier Parish ,LA,127039,840.06,151.23,13371,22,47.2,25.4
22017,Caddo Parish ,LA,240204,878.54,273.41,24046,44,46.1,32.45
22019,Calcasieu Parish ,LA,203436,1063.66,191.26,15146,20,40.35,26.9
22021,Caldwell Parish ,LA,9918,529.43,18.73,547,2,37.0,34.75
22023,Cameron Parish ,LA,6973,1284.89,5.43,266,0,17.3,25.8
22025,Catahoula Parish ,LA,9494,708.03,13.41,728,1,38.75,27.7
22027,Claiborne Parish ,LA,15670,754.88,20.76,1004,1,39.45,31.25
22029,Concordia Parish ,LA,19259,696.92,27.63,1466,5,39.65,22.1
22031,De Soto Parish ,LA,27463,875.58,31.37,2190,12,40.85,28.15
22033,East Baton Rouge Parish ,LA,440059,455.37,966.38,40928,66,53.4,34.55
22035,East Carroll Parish ,LA,6861,420.7,16.31,598,2,43.05,31.8
22037,East Feliciana Parish ,LA,19135,453.41,42.2,2476,13,38.4,34.25
22039,Evangeline Parish ,LA,33395,662.38,50.42,2004,5,36.7,29.3
22041,Franklin Parish ,LA,20015,624.59,32.05,1729,10,35.3,29.05
22043,Grant Parish ,LA,22389,643.03,34.82,1498,5,40.6,27.0
22045,Iberia Parish ,LA,69830,574.11,121.63,5260,10,44.35,31.3
22047,Iberville Parish ,LA,32511,618.63,52.55,2675,8,53.1,31.25
22049,Jackson Parish ,LA,15744,569.18,27.66,1227,2,40.35,27.9
22051,Jefferson Parish ,LA,432493,295.63,1462.95,38328,59,62.3,33.8
22053,Jefferson Davis Parish ,LA,31368,651.33,48.16,1761,8,35.2,30.4
22055,Lafayette Parish ,LA,244390,268.72,909.46,18825,28,47.85,31.7
22057,Lafourche Parish ,LA,97614,1068.21,91.38,7888,12,42.8,29.8
22059,LaSalle Parish ,LA,14892,624.68,23.84,1128,3,41.9,19.25
22061,Lincoln Parish ,LA,46742,471.74,99.08,3993,5,41.0,31.55
22063,Livingston Parish ,LA,140789,648.17,217.21,10177,42,38.0,27.1
22065,Madison Parish ,LA,10951,624.44,17.54,870,1,42.15,25.6
22067,Morehouse Parish ,LA,24874,794.93,31.29,1893,8,43.3,33.0
22069,Natchitoches Parish ,LA,38158,1252.25,30.47,2727,11,41.1,33.3
22071,Orleans Parish ,LA,390144,169.42,2302.82,34787,50,66.0,37.3
22073,Ouachita Parish ,LA,153279,610.41,251.11,15251,46,42.95,29.55
22075,Plaquemines Parish ,LA,23197,779.91,29.74,2119,2,62.3,24.35
22077,Pointe Coupee Parish ,LA,21730,557.35,38.99,1578,1,53.2,36.75
22079,Rapides Parish ,LA,129648,1317.96,98.37,9497,24,47.25,28.75
22081,Red River Parish ,LA,8442,389.09,21.7,600,0,34.9,27.45
22083,Richland Parish ,LA,20122,559.04,35.99,1661,4,41.0,31.55
22085,Sabine Parish ,LA,23884,866.66,27.56,1463,6,36.1,26.35
22087,St. Bernard Parish ,LA,47244,377.52,125.14,3706,7,46.3,28.05
22089,St. Charles Parish ,LA,53100,279.08,190.27,4216,7,54.05,31.65
22091,St. Helena Parish ,LA,10132,408.4,24.81,543,2,29.6,34.35
22093,St. James Parish ,LA,21096,241.54,87.34,1822,3,49.35,33.25
