countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster
30011,Carter County ,MT,1252,3340.75,0.37,21,0,29.8,41.1
30013,Cascade County ,MT,81366,2698.16,30.16,3729,12,51.75,33.25
30015,Chouteau County ,MT,5635,3972.49,1.42,102,3,31.15,58.15
30017,Custer County ,MT,11402,3783.36,3.01,386,4,42.25,40.95
30019,Daniels County ,MT,1690,1426.11,1.19,46,0,40.5,42.8
30021,Dawson County ,MT,8613,2371.87,3.63,306,3,36.45,41.75
30023,Deer Lodge County ,MT,9140,736.53,12.41,474,1,56.05,52.4
30025,Fallon County ,MT,2846,1620.77,1.76,81,0,32.5,42.1
30027,Fergus County ,MT,11050,4339.8,2.55,323,2,45.3,45.35
30029,Flathead County ,MT,103806,5087.66,20.4,3438,11,40.45,41.8
30031,Gallatin County ,MT,114434,2602.69,43.97,9128,7,56.6,41.1
30033,Garfield County ,MT,1258,4675.36,0.27,52,0,18.6,31.0
30035,Glacier County ,MT,13753,2995.94,4.59,658,3,80.2,29.0
30037,Golden Valley County ,MT,821,1175.34,0.7,16,0,43.85,34.6
30039,Granite County ,MT,3379,1727.42,1.96,82,0,35.65,40.9
30041,Hill County ,MT,16484,2898.96,5.69,646,0,65.65,35.35
30043,Jefferson County ,MT,12221,1656.26,7.38,419,2,48.15,44.75
30045,Judith Basin County ,MT,2007,1869.82,1.07,41,0,38.25,38.6
30047,Lake County ,MT,30458,1490.15,20.44,1076,8,54.35,43.5
30049,Lewis and Clark County ,MT,69432,3458.83,20.07,3413,9,56.9,45.6
30051,Liberty County ,MT,2337,1430.05,1.63,88,0,32.85,52.1
30053,Lincoln County ,MT,19980,3612.92,5.53,709,4,33.85,44.3
30055,McCone County ,MT,1664,2643.17,0.63,46,1,17.25,63.5
30057,Madison County ,MT,8600,3587.48,2.4,283,0,43.15,47.5
30059,Meagher County ,MT,1862,2391.91,0.78,96,1,48.95,44.65
30061,Mineral County ,MT,4397,1219.44,3.61,236,1,52.35,43.75
30063,Missoula County ,MT,119600,2593.42,46.12,6521,9,62.3,45.4
30065,Musselshell County ,MT,4633,1868.16,2.48,99,0,33.2,36.0
30067,Park County ,MT,16606,2803.06,5.92,914,4,56.65,44.1
30069,Petroleum County ,MT,487,1654.87,0.29,8,0,29.8,46.2
30071,Phillips County ,MT,3954,5140.04,0.77,109,1,42.4,46.9
30073,Pondera County ,MT,5911,1622.86,3.64,202,0,52.3,40.4
30075,Powder River County ,MT,1682,3297.3,0.51,23,0,21.6,36.0
30077,Powell County ,MT,6890,2326.39,2.96,282,0,43.75,35.8
30079,Prairie County ,MT,1077,1736.74,0.62,47,1,36.7,50.85
30081,Ravalli County ,MT,43806,2390.82,18.32,1006,2,47.0,46.85
30083,Richland County ,MT,10803,2084.14,5.18,386,3,37.9,36.45
30085,Roosevelt County ,MT,11004,2354.79,4.67,433,1,64.75,33.6
30087,Rosebud County ,MT,8937,5010.4,1.78,181,0,80.9,35.55
30089,Sanders County ,MT,12113,2760.52,4.39,439,4,37.0,41.55
30091,Sheridan County ,MT,3309,1677.08,1.97,64,0,47.15,52.85
30093,Silver Bow County ,MT,34915,718.48,48.6,1483,0,59.45,44.7
30095,Stillwater County ,MT,9642,1795.35,5.37,146,0,40.75,42.55
30097,Sweet Grass County ,MT,3737,1855.21,2.01,129,0,39.35,46.15
30099,Teton County ,MT,6147,2272.38,2.71,266,-1,40.25,43.05
30101,Toole County ,MT,4736,1915.65,2.47,135,1,44.05,26.55
30103,Treasure County ,MT,696,977.4,0.71,10,0,46.8,39.3
30105,Valley County ,MT,7396,4925.82,1.5,164,2,44.55,46.55
30107,Wheatland County ,MT,2126,1423.2,1.49,56,0,34.65,39.5
30109,Wibaux County ,MT,969,889.27,1.09,19,0,27.15,30.1
30111,Yellowstone County ,MT,161300,2633.29,61.25,7007,22,49.45,40.3
31001,Adams County ,NE,31363,563.27,55.68,1306,0,40.2,55.15
31003,Antelope County ,NE,6298,857.22,7.35,192,0,35.8,49.95
31005,Arthur County ,NE,463,715.36,0.65,2,0,18.55,59.8
31007,Banner County ,NE,745,746.11,1.0,21,0,30.2,41.0
31009,Blaine County ,NE,465,710.87,0.65,8,0,24.6,55.7
31011,Boone County ,NE,5192,686.55,7.56,179,0,47.3,46.3
31013,Box Butte County ,NE,10783,1075.29,10.03,414,0,31.9,50.35
31015,Boyd County ,NE,1919,539.94,3.55,63,0,33.55,52.3
31017,Brown County ,NE,2955,1221.33,2.42,66,0,34.9,41.2
31019,Buffalo County ,NE,49659,968.11,51.29,2028,0,39.45,54.1
31021,Burt County ,NE,6459,491.58,13.14,286,0,56.1,51.75
31023,Butler County ,NE,8016,584.91,13.7,412,0,48.85,47.15
31025,Cass County ,NE,26248,557.45,47.09,1503,0,57.8,40.3
31027,Cedar County ,NE,8402,740.31,11.35,273,0,39.45,41.15
31029,Chase County ,NE,3924,894.42,4.39,65,0,31.85,45.3
31031,Cherry County ,NE,5689,5960.42,0.95,69,0,32.9,32.5
31033,Cheyenne County ,NE,8910,1196.29,7.45,335,0,41.25,39.3
31035,Clay County ,NE,6203,572.29,10.84,255,0,39.95,46.8
31037,Colfax County ,NE,10709,411.66,26.01,532,0,44.05,32.05
31039,Cuming County ,NE,8846,570.62,15.5,284,0,50.75,55.05
31041,Custer County ,NE,10777,2575.52,4.18,272,0,36.8,43.3
31043,Dakota County ,NE,20026,264.26,75.78,1311,0,60.5,25.8
31045,Dawes County ,NE,8589,1396.46,6.15,149,0,36.6,49.6
31047,Dawson County ,NE,23595,1013.1,23.29,743,0,45.65,37.1
31049,Deuel County ,NE,1794,439.85,4.08,50,0,33.1,44.35
31051,Dixon County ,NE,5636,476.23,11.83,210,0,41.6,43.25
31053,Dodge County ,NE,36565,528.71,69.16,2158,0,51.15,51.3
31055,Douglas County ,NE,571327,328.46,1739.41,39369,0,62.8,42.9
31057,Dundy County ,NE,1693,919.68,1.84,58,0,34.9,26.5
31059,Fillmore County ,NE,5462,575.37,9.49,270,0,50.7,51.65
31061,Franklin County ,NE,2979,575.82,5.17,36,0,37.45,54.75
31063,Frontier County ,NE,2627,974.59,2.7,63,0,26.25,58.15
31065,Furnas County ,NE,4676,719.13,6.5,215,0,42.15,44.15
31067,Gage County ,NE,21513,851.49,25.27,582,0,42.25,58.05
31069,Garden County ,NE,1837,1704.28,1.08,67,0,44.15,42.5
31071,Garfield County ,NE,1969,569.79,3.46,64,0,28.7,69.95
31073,Gosper County ,NE,1990,458.16,4.34,68,0,38.05,54.2
31075,Grant County ,NE,623,776.22,0.8,11,0,19.7,54.75
31077,Greeley County ,NE,2356,569.81,4.13,66,0,38.7,52.25
31079,Hall County ,NE,61353,546.29,112.31,3976,0,45.85,43.2
31081,Hamilton County ,NE,9324,542.88,17.18,497,0,43.95,51.55
31083,Harlan County ,NE,3380,553.47,6.11,38,0,38.95,50.6
31085,Hayes County ,NE,922,713.06,1.29,7,0,23.55,46.9
31087,Hitchcock County ,NE,2762,709.94,3.89,48,0,32.3,42.3
31089,Holt County ,NE,10067,2412.4,4.17,408,0,40.6,53.1
31091,Hooker County ,NE,682,721.12,0.95,12,0,41.0,58.65
31093,Howard County ,NE,6445,569.34,11.32,270,0,40.8,45.75
31095,Jefferson County ,NE,7046,570.19,12.36,175,0,52.75,52.25
31097,Johnson County ,NE,5071,376.05,13.48,92,0,51.95,39.95
31099,Kearney County ,NE,6495,516.24,12.58,177,0,45.2,51.85
31101,Keith County ,NE,8034,1061.6,7.57,287,0,35.7,51.9
31103,Keya Paha County ,NE,806,773.07,1.04,9,0,27.3,52.0
31105,Kimball County ,NE,3632,951.85,3.82,96,0,33.85,39.4
31107,Knox County ,NE,8332,1108.35,7.52,276,0,47.1,39.35
31109,Lancaster County ,NE,319090,837.55,380.98,21602,0,63.9,48.9
31111,Lincoln County ,NE,34914,2564.07,13.62,1642,0,31.35,54.1
31113,Logan County ,NE,748,570.66,1.31,13,0,21.0,37.15
31115,Loup County ,NE,664,568.29,1.17,16,0,29.1,64.05
31117,McPherson County ,NE,494,858.98,0.58,10,0,13.7,51.75
31119,Madison County ,NE,35099,572.74,61.28,2133,0,43.65,40.15
31121,Merrick County ,NE,7755,484.88,15.99,340,0,41.55,50.0
31123,Morrill County ,NE,4642,1423.84,3.26,162,0,33.7,36.1
31125,Nance County ,NE,3519,441.63,7.97,134,0,27.9,60.05
31127,Nemaha County ,NE,6972,407.38,17.11,293,0,48.05,45.9
31129,Nuckolls County ,NE,4148,575.16,7.21,166,0,47.85,49.6
31131,Otoe County ,NE,16012,615.63,26.01,725,0,53.55,50.9
31133,Pawnee County ,NE,2613,431.08,6.06,60,0,42.15,45.55
31135,Perkins County ,NE,2891,883.34,3.27,92,0,39.15,42.65
31137,Phelps County ,NE,9034,539.79,16.74,424,0,37.65,51.9
31139,Pierce County ,NE,7148,573.25,12.47,229,0,36.0,36.15
31141,Platte County ,NE,33470,674.06,49.65,1763,0,44.4,47.2
31143,Polk County ,NE,5213,438.35,11.89,236,0,39.9,52.25
31145,Red Willow County ,NE,10724,716.99,14.96,222,0,35.5,51.55
31147,Richardson County ,NE,7865,551.84,14.25,436,0,49.35,42.65
31149,Rock County ,NE,1357,1008.32,1.35,9,0,35.35,64.8
31151,Saline County ,NE,14224,574.02,24.78,784,0,49.55,45.8
31153,Sarpy County ,NE,187196,238.99,783.28,13774,0,61.9,38.35
31155,Saunders County ,NE,21578,750.23,28.76,961,0,49.95,45.0
31157,Scotts Bluff County ,NE,35618,739.4,48.17,1882,0,39.3,45.85
31159,Seward County ,NE,17284,571.43,30.25,468,0,48.1,48.4
31161,Sheridan County ,NE,5246,2440.86,2.15,102,0,30.5,46.85
31163,Sherman County ,NE,3001,565.83,5.3,96,0,38.3,57.05
31165,Sioux County ,NE,1166,2066.74,0.56,14,0,23.65,51.75
31167,Stanton County ,NE,5920,427.95,13.83,121,0,27.15,48.15
31169,Thayer County ,NE,5003,573.81,8.72,229,0,45.95,47.55
31171,Thomas County ,NE,722,713.24,1.01,15,0,24.25,53.55
31173,Thurston County ,NE,7224,393.58,18.35,463,0,65.6,34.65
31175,Valley County ,NE,4158,568.05,7.32,113,0,31.6,64.95
31177,Washington County ,NE,20729,389.96,53.16,999,0,53.75,49.1
31179,Wayne County ,NE,9385,442.92,21.19,256,0,39.75,49.7
31181,Webster County ,NE,3487,574.91,6.07,131,0,36.95,55.15
31183,Wheeler County ,NE,783,575.18,1.36,25,0,29.85,48.9
31185,York County ,NE,13679,572.51,23.89,849,0,50.35,45.9
32001,Churchill County ,NV,24909,4930.46,5.05,1490,7,48.7,30.0
32003,Clark County ,NV,2266715,7891.43,287.24,133508,547,53.95,30.0
32005,Douglas County ,NV,48905,709.72,68.91,2093,6,49.5,34.0
32007,Elko County ,NV,52778,17169.83,3.07,2070,4,39.75,26.85
32009,Esmeralda County ,NV,873,3581.88,0.24,25,0,40.05,23.4
32011,Eureka County ,NV,2029,4175.68,0.49,43,0,25.9,28.65
32013,Humboldt County ,NV,16831,9640.76,1.75,918,7,39.6,28.1
32015,Lander County ,NV,5532,5490.11,1.01,142,0,38.1,32.25
32017,Lincoln County ,NV,5183,10633.2,0.49,190,0,37.1,33.4
32019,Lyon County ,NV,57510,2001.19,28.74,2367,19,39.75,25.4
32021,Mineral County ,NV,4505,3752.84,1.2,244,1,54.7,35.6
32023,Nye County ,NV,46523,18181.92,2.56,1156,38,44.45,35.75
32027,Pershing County ,NV,6725,6036.56,1.11,133,1,34.7,23.75
32029,Storey County ,NV,4123,262.92,15.68,67,1,20.4,34.15
32031,Washoe County ,NV,471519,6302.37,74.82,26950,63,61.4,34.0
32033,White Pine County ,NV,9580,8875.65,1.08,362,0,50.4,29.5
32510,Consolidated Municipality of Carson City,NV,55916,144.66,386.53,3839,13,61.35,33.9
33001,Belknap County ,NH,61303,400.23,153.17,3670,16,59.85,13.15
33003,Carroll County ,NH,48910,931.06,52.53,2706,20,70.1,30.65
33005,Cheshire County ,NH,76085,706.66,107.67,4564,27,60.2,10.9
33007,Coos County ,NH,31563,1794.69,17.59,1705,15,64.5,30.85
33009,Grafton County ,NH,89886,1708.75,52.6,6312,12,72.55,21.45
33011,Hillsborough County ,NH,417025,876.14,475.98,30218,91,61.1,10.6
33013,Merrimack County ,NH,151391,934.12,162.07,10167,46,66.4,14.5
33015,Rockingham County ,NH,309769,694.72,445.89,20878,105,64.75,11.05
33017,Strafford County ,NH,130633,368.98,354.04,7744,34,61.1,14.7
33019,Sullivan County ,NH,43146,537.31,80.3,2555,17,60.85,20.05
34001,Atlantic County ,NJ,263670,555.7,474.48,22890,108,62.75,35.15
34003,Bergen County ,NJ,932202,233.01,4000.7,83131,248,73.4,37.8
34005,Burlington County ,NJ,445349,798.58,557.68,35229,100,70.8,40.65
34007,Camden County ,NJ,506471,221.26,2289.03,45059,170,64.55,41.0
34009,Cape May County ,NJ,92039,251.43,366.06,6966,25,70.45,39.15
34011,Cumberland County ,NJ,149527,483.7,309.13,13387,61,48.05,36.9
34013,Essex County ,NJ,798975,126.21,6330.52,90878,255,67.25,33.85
34015,Gloucester County ,NJ,291636,322.01,905.67,23242,101,58.95,43.75
34017,Hudson County ,NJ,672391,46.19,14557.07,60905,195,72.4,29.65
34019,Hunterdon County ,NJ,124371,427.82,290.71,9500,51,67.3,42.45
34021,Mercer County ,NJ,367430,224.56,1636.22,28387,125,66.6,40.0
34023,Middlesex County ,NJ,825062,308.91,2670.88,67882,230,69.1,37.3
34025,Monmouth County ,NJ,618795,468.79,1319.98,53796,204,64.65,40.45
34027,Morris County ,NJ,491845,460.18,1068.81,47586,126,74.3,42.0
34029,Ocean County ,NJ,607186,628.78,965.66,48609,295,51.8,39.8
34031,Passaic County ,NJ,501826,184.59,2718.6,51884,180,65.45,29.25
34033,Salem County ,NJ,62385,331.9,187.96,4644,20,52.05,37.55
34035,Somerset County ,NJ,328934,301.81,1089.87,26428,40,72.0,42.8
34037,Sussex County ,NJ,140488,519.01,270.68,11949,70,59.95,40.45
34039,Union County ,NJ,556341,102.86,5408.72,51989,151,66.7,34.1
34041,Warren County ,NJ,105267,356.92,294.93,8448,44,64.65,36.1
35001,Bernalillo County ,NM,679121,1160.83,585.03,42453,277,66.6,43.65
35003,Catron County ,NM,3527,6923.69,0.51,106,5,44.5,40.45
35005,Chaves County ,NM,64615,6065.28,10.65,5922,49,42.5,34.85
35006,Cibola County ,NM,26675,4539.48,5.88,1972,14,66.4,35.1
35007,Colfax County ,NM,11941,3758.06,3.18,594,7,59.65,49.0
35009,Curry County ,NM,48954,1404.8,34.85,3379,27,48.8,24.65
35011,De Baca County ,NM,1748,2322.62,0.75,146,2,48.6,29.5
35013,Dona Ana County ,NM,218195,3807.51,57.31,19005,94,70.5,35.7
35015,Eddy County ,NM,58460,4175.73,14.0,3973,24,44.3,33.1
35017,Grant County ,NM,26998,3961.63,6.81,1961,13,66.25,50.9
35019,Guadalupe County ,NM,4300,3030.48,1.42,286,1,67.15,48.3
35021,Harding County ,NM,625,2125.44,0.29,17,0,57.2,55.6
35023,Hidalgo County ,NM,4198,3436.86,1.22,327,0,56.25,43.0
35025,Lea County ,NM,71070,4390.93,16.19,4149,18,41.45,29.6
35027,Lincoln County ,NM,19572,4831.09,4.05,1284,13,56.5,45.7
35028,Los Alamos County ,NM,19369,109.17,177.42,1416,2,81.7,55.0
35029,Luna County ,NM,23709,2965.19,8.0,1448,11,68.85,37.85
35031,McKinley County ,NM,71367,5449.81,13.1,6643,24,80.0,34.3
35033,Mora County ,NM,4521,1931.27,2.34,241,4,62.2,51.55
35035,Otero County ,NM,67490,6613.21,10.21,3446,26,56.9,30.45
35037,Quay County ,NM,8253,2874.35,2.87,395,12,47.15,33.95
35039,Rio Arriba County ,NM,38921,5860.84,6.64,3089,22,74.45,40.0
35041,Roosevelt County ,NM,18500,2447.43,7.56,1295,14,36.0,35.9
35043,Sandoval County ,NM,146748,3710.65,39.55,10347,52,68.25,43.1
35045,San Juan County ,NM,123958,5513.07,22.48,9545,75,69.55,42.1
35047,San Miguel County ,NM,27277,4715.82,5.78,1957,15,64.45,49.95
35049,Santa Fe County ,NM,150358,1909.41,78.75,10021,40,77.3,48.6
35051,Sierra County ,NM,10791,4178.96,2.58,449,8,63.65,47.75
35053,Socorro County ,NM,16637,6646.68,2.5,1148,13,64.9,42.9
35055,Taos County ,NM,32723,2203.11,14.85,1810,9,79.2,47.9
35057,Torrance County ,NM,15461,3344.85,4.62,683,19,45.95,41.2
35059,Union County ,NM,4059,3823.74,1.06,230,0,43.2,34.1
35061,Valencia County ,NM,76688,1066.18,71.93,5306,48,56.0,39.8
36001,Albany County ,NY,305506,522.8,584.36,18833,58,71.7,47.45
36003,Allegany County ,NY,46091,1029.31,44.78,1750,15,42.0,41.55
36005,Bronx County ,NY,1418207,42.1,33686.63,177485,594,68.45,22.0
36007,Broome County ,NY,190488,705.77,269.9,11958,41,61.25,44.75
36009,Cattaraugus County ,NY,76117,1308.35,58.18,3605,32,53.7,42.35
36011,Cayuga County ,NY,76576,691.58,110.73,4494,16,56.85,42.8
36013,Chautauqua County ,NY,126903,1060.23,119.69,5957,47,56.45,42.6
36015,Chemung County ,NY,83456,407.35,204.88,6205,35,57.25,41.2
36017,Chenango County ,NY,47207,893.55,52.83,2489,14,58.6,43.2
36019,Clinton County ,NY,80485,1037.85,77.55,6006,14,69.3,43.75
36021,Columbia County ,NY,59461,634.71,93.68,3155,13,71.6,41.45
36023,Cortland County ,NY,47581,498.76,95.4,3239,16,57.0,42.65
36025,Delaware County ,NY,44135,1442.44,30.6,2215,10,55.05,41.05
36027,Dutchess County ,NY,294218,795.63,369.79,21537,83,66.65,38.4
36029,Erie County ,NY,918702,1042.69,881.09,65293,306,66.8,46.1
36031,Essex County ,NY,36885,1794.23,20.56,1816,8,69.05,46.05
36033,Franklin County ,NY,50022,1629.12,30.7,2405,11,62.6,43.05
36035,Fulton County ,NY,53383,495.47,107.74,3153,30,51.95,41.35
36037,Genesee County ,NY,57280,492.94,116.2,3688,26,57.65,40.65
36039,Greene County ,NY,47188,647.16,72.92,2769,19,60.1,42.55
36041,Hamilton County ,NY,4416,1717.37,2.57,224,2,81.6,48.45
36043,Herkimer County ,NY,61319,1411.47,43.44,3782,31,56.65,41.85
36045,Jefferson County ,NY,109834,1268.59,86.58,6015,12,68.6,32.7
36047,Kings County ,NY,2559903,70.82,36146.61,311425,1135,66.95,26.7
36049,Lewis County ,NY,26296,1274.68,20.63,1314,5,49.95,45.6
36051,Livingston County ,NY,62914,631.76,99.59,3116,17,57.45,46.15
36053,Madison County ,NY,70941,654.84,108.33,3867,7,58.9,43.15
36055,Monroe County ,NY,741770,657.21,1128.67,40656,181,69.4,47.55
36057,Montgomery County ,NY,49221,403.04,122.12,3328,17,63.8,41.85
36059,Nassau County ,NY,1356924,284.72,4765.82,152631,355,77.0,32.25
36061,New York County ,NY,1628706,22.83,71340.6,205507,492,81.15,35.05
36063,Niagara County ,NY,209281,522.36,400.65,14489,88,63.85,43.5
36065,Oneida County ,NY,228671,1212.43,188.61,14302,75,59.85,43.85
36067,Onondaga County ,NY,460528,778.39,591.64,38201,130,70.6,45.75
36069,Ontario County ,NY,109777,644.07,170.44,5696,38,65.9,48.15
36071,Orange County ,NY,384940,811.69,474.25,37230,101,62.05,31.55
36073,Orleans County ,NY,40352,391.26,103.13,2189,7,53.0,37.45
36075,Oswego County ,NY,117124,951.65,123.07,7728,23,57.15,44.05
36077,Otsego County ,NY,59493,1001.7,59.39,3042,8,59.35,47.9
36079,Putnam County ,NY,98320,230.31,426.9,8896,15,69.95,37.45
36081,Queens County ,NY,2253858,108.53,20767.14,292796,861,80.9,25.65
36083,Rensselaer County ,NY,158714,652.43,243.27,10384,33,67.65,44.25
36085,Richmond County ,NY,476143,58.37,8157.32,63757,172,69.4,28.95
36087,Rockland County ,NY,325789,173.55,1877.21,32342,90,60.6,30.55
36089,St. Lawrence County ,NY,107740,2680.38,40.2,4875,14,58.5,45.0
36091,Saratoga County ,NY,229863,809.98,283.79,15905,52,76.35,48.05
36093,Schenectady County ,NY,155299,204.52,759.33,10365,30,69.7,47.0
36095,Schoharie County ,NY,30999,621.82,49.85,1567,6,55.0,43.15
36097,Schuyler County ,NY,17807,328.33,54.24,1061,1,60.15,43.3
36099,Seneca County ,NY,34016,323.71,105.08,1793,15,51.7,43.75
36101,Steuben County ,NY,95379,1390.56,68.59,4758,28,57.25,38.0
36103,Suffolk County ,NY,1476601,912.05,1618.99,144756,482,71.85,34.0
36105,Sullivan County ,NY,75432,968.13,77.92,7135,26,57.65,34.95
36107,Tioga County ,NY,48203,518.6,92.95,3019,5,57.9,37.95
36109,Tompkins County ,NY,102180,474.65,215.27,7506,10,76.9,44.05
36111,Ulster County ,NY,177573,1124.24,157.95,9368,42,69.55,44.45
36113,Warren County ,NY,63944,866.95,73.76,4483,13,74.45,49.75
36115,Washington County ,NY,61204,831.18,73.64,3700,19,63.7,42.95
36117,Wayne County ,NY,89918,603.83,148.91,4757,43,59.95,45.75
36119,Westchester County ,NY,967506,430.5,2247.4,88331,250,76.15,35.0
36121,Wyoming County ,NY,39859,592.75,67.24,2161,8,49.4,43.05
36123,Yates County ,NY,24913,338.14,73.68,932,3,50.95,49.45
37001,Alamance County ,NC,169509,423.94,399.84,15090,43,55.6,18.0
37003,Alexander County ,NC,37497,259.99,144.22,2821,2,43.4,28.1
37005,Alleghany County ,NC,11137,235.06,47.38,694,5,56.5,23.1
37007,Anson County ,NC,24446,531.45,46.0,1975,3,44.0,21.95
37009,Ashe County ,NC,27203,426.14,63.84,1630,10,50.95,25.4
37011,Avery County ,NC,17557,247.09,71.06,1003,0,51.65,28.45
37013,Beaufort County ,NC,46994,827.19,56.81,3518,6,52.65,27.05
37015,Bertie County ,NC,18947,699.27,27.1,1396,6,48.9,22.1
37017,Bladen County ,NC,32722,874.33,37.43,2973,12,53.55,14.65
37019,Brunswick County ,NC,142820,846.97,168.62,9205,21,59.25,24.15
37021,Buncombe County ,NC,261191,656.67,397.75,14859,46,63.6,26.1
37023,Burke County ,NC,90485,507.1,178.44,5686,19,44.65,21.35
37025,Cabarrus County ,NC,216453,361.75,598.35,16841,63,53.4,17.55
37027,Caldwell County ,NC,82178,471.57,174.26,5968,14,45.15,25.35
37029,Camden County ,NC,10867,240.56,45.17,399,0,56.65,13.95
37031,Carteret County ,NC,69473,506.25,137.23,3426,0,58.1,18.0
37033,Caswell County ,NC,22604,424.92,53.2,1459,0,47.95,32.05
37035,Catawba County ,NC,159551,398.72,400.16,13799,46,52.55,16.45
37037,Chatham County ,NC,74470,682.19,109.16,4282,4,57.2,18.85
37039,Cherokee County ,NC,28612,455.43,62.82,1681,5,53.95,28.1
37041,Chowan County ,NC,13943,172.47,80.84,1539,4,53.1,25.35
37043,Clay County ,NC,11231,214.75,52.3,614,0,51.65,25.15
37045,Cleveland County ,NC,97947,464.25,210.98,8195,20,47.4,21.55
37047,Columbus County ,NC,55508,937.29,59.22,4405,8,42.4,21.05
37049,Craven County ,NC,102139,708.96,144.07,6419,14,58.4,21.9
37051,Cumberland County ,NC,335509,652.32,514.33,25764,17,58.75,10.15
37053,Currituck County ,NC,27763,261.85,106.03,1355,5,54.35,20.05
37055,Dare County ,NC,37009,383.42,96.52,2461,3,72.05,24.4
37057,Davidson County ,NC,167609,552.68,303.27,12389,39,45.35,22.85
37059,Davie County ,NC,42846,264.11,162.23,3124,0,54.15,23.05
37061,Duplin County ,NC,58741,816.22,71.97,4210,8,41.35,18.4
37063,Durham County ,NC,321488,285.98,1124.16,27500,18,67.1,24.15
37065,Edgecombe County ,NC,51472,505.34,101.86,4520,6,45.65,23.45
37067,Forsyth County ,NC,382295,408.15,936.65,30243,92,58.7,18.25
37069,Franklin County ,NC,69685,491.68,141.73,7900,1,48.8,19.1
37071,Gaston County ,NC,224529,356.03,630.65,17674,64,48.05,18.7
37073,Gates County ,NC,11562,340.45,33.96,538,1,49.65,26.8
37075,Graham County ,NC,8441,292.08,28.9,648,2,47.55,23.05
37077,Granville County ,NC,60443,531.57,113.71,4710,4,59.0,22.1
37079,Greene County ,NC,21069,265.93,79.23,1919,0,53.5,17.4
37081,Guilford County ,NC,537174,645.7,831.93,35070,62,58.25,15.2
37083,Halifax County ,NC,50010,724.09,69.07,5009,14,50.6,28.55
37085,Harnett County ,NC,135976,594.99,228.53,10119,16,38.5,17.9
37087,Haywood County ,NC,62317,553.69,112.55,3384,17,55.0,28.5
37089,Henderson County ,NC,117417,373.07,314.73,6144,38,55.7,30.75
37091,Hertford County ,NC,23677,353.06,67.06,1592,7,45.55,19.95
37093,Hoke County ,NC,55234,390.74,141.36,5792,4,34.8,16.85
37095,Hyde County ,NC,4937,612.7,8.06,333,1,62.55,39.45
37097,Iredell County ,NC,181806,573.83,316.83,13466,53,49.95,17.8
37099,Jackson County ,NC,43938,490.76,89.53,2298,8,52.15,22.3
37101,Johnston County ,NC,209339,791.3,264.55,19329,24,49.7,19.15
37103,Jones County ,NC,9419,470.71,20.01,630,2,49.95,25.85
37105,Lee County ,NC,61779,254.96,242.31,5217,16,53.55,19.0
37107,Lenoir County ,NC,55949,400.59,139.67,4669,5,51.6,21.9
37109,Lincoln County ,NC,86111,297.94,289.02,6168,4,46.35,18.05
37111,McDowell County ,NC,45756,440.61,103.85,3070,4,50.35,21.8
37113,Macon County ,NC,35858,515.56,69.55,1578,5,56.75,29.95
37115,Madison County ,NC,21755,449.57,48.39,1290,8,54.8,32.6
37117,Martin County ,NC,22440,461.22,48.65,1880,4,50.05,19.75
37119,Mecklenburg County ,NC,1110356,523.84,2119.65,94253,140,59.5,18.25
37121,Mitchell County ,NC,14964,221.43,67.58,708,4,47.65,26.65
37123,Montgomery County ,NC,27173,491.76,55.26,2091,5,40.45,19.7
37125,Moore County ,NC,100880,697.84,144.56,8170,28,55.7,23.1
37127,Nash County ,NC,94298,540.41,174.49,9713,28,55.35,21.35
37129,New Hanover County ,NC,234473,191.53,1224.21,14953,27,60.1,21.4
37131,Northampton County ,NC,19483,536.59,36.31,1399,2,45.85,27.85
37133,Onslow County ,NC,197938,762.74,259.51,15209,41,57.3,7.5
37135,Orange County ,NC,148476,397.96,373.09,10371,9,74.4,24.45
37137,Pamlico County ,NC,12726,336.54,37.81,630,1,53.8,27.45
37139,Pasquotank County ,NC,39824,226.88,175.53,1803,1,51.0,20.25
37141,Pender County ,NC,63060,869.8,72.5,4548,4,49.35,19.0
37143,Perquimans County ,NC,13463,247.09,54.49,771,1,45.8,20.05
37145,Person County ,NC,39490,392.32,100.66,2871,7,53.55,22.55
37147,Pitt County ,NC,180742,651.98,277.22,17729,0,51.1,16.35
37149,Polk County ,NC,20724,237.79,87.15,1023,0,42.6,20.55
37151,Randolph County ,NC,143667,782.52,183.6,9661,34,41.9,19.75
37153,Richmond County ,NC,44829,473.82,94.61,4111,17,45.45,24.3
37155,Robeson County ,NC,130625,949.22,137.61,11528,37,39.8,21.25
37157,Rockingham County ,NC,91010,565.55,160.92,6665,27,47.75,19.3
37159,Rowan County ,NC,142088,511.37,277.86,10748,47,42.2,18.45
37161,Rutherford County ,NC,67029,564.15,118.81,4089,18,39.85,26.35
37163,Sampson County ,NC,63531,944.74,67.25,5288,6,48.5,19.65
37165,Scotland County ,NC,34823,318.85,109.21,3443,8,44.65,20.85
37167,Stanly County ,NC,62806,395.09,158.97,5740,16,40.45,16.85
37169,Stokes County ,NC,45591,448.86,101.57,3186,24,44.55,19.4
37171,Surry County ,NC,71783,532.17,134.89,5569,36,49.65,23.35
37173,Swain County ,NC,14271,528.0,27.03,822,5,54.1,31.2
37175,Transylvania County ,NC,34385,378.53,90.84,1529,7,52.85,27.85
